:START_ID(Student),:END_ID(Student),:TYPE,similarity:float,courses
JP85001,KC48970,SIMILAR_PERFORMANCE,0.85,CSMM 100;CSUU 100-3;CSKK 100;BVVV 200;CSPP 200-1;CSJJ 100;BPPP 300;CSYY 200-9;CSEE 200;CSDD 200;BIII 100
JP85001,QN96582,SIMILAR_PERFORMANCE,0.86,BLLL 100;CSLL 300;CSUU 100-3;BVVV 200;BPPP 300;CSNN 100;CSEE 200;CSHH 100;CSDD 200;BIII 100
JP85001,AO53810,SIMILAR_PERFORMANCE,0.84,CSDD 100;CSUU 100-3;BIII 100
JP85001,JI90317,SIMILAR_PERFORMANCE,0.88,BLLL 100;CSEE 200;CSUU 100-3
JP85001,ML61469,SIMILAR_PERFORMANCE,0.85,BLLL 100;CSUU 100-3;CSDD 200;BVVV 200;BPPP 300;CSNN 100;CSDD 100;CSEE 200;BIII 100
JP85001,CQ35489,SIMILAR_PERFORMANCE,0.86,BLLL 100;CSUU 100-3;CSYY 200-9;CSFF 200;BIII 100
JP85001,AA55760,SIMILAR_PERFORMANCE,0.92,BUUU 100;CSUU 100-3;CSDD 200
JP85001,ND27152,SIMILAR_PERFORMANCE,0.79,BLLL 100;CSEE 200;BUUU 100;CSLL 300;CSUU 100-3;CSJJ 100;BPPP 300;CSNN 100;CSDD 100;CSHH 100;CSDD 200;BIII 100
JP85001,YH07928,SIMILAR_PERFORMANCE,0.81,BLLL 100;CSUU 100-3;CSLL 300;CSNN 100;CSDD 100;CSHH 100
JP85001,AR91704,SIMILAR_PERFORMANCE,0.85,CSYY 200-9;CSDD 100;CSFF 200;CSEE 200
NH78010,IM31063,SIMILAR_PERFORMANCE,0.87,CSMM 100-8;CSLL 100-1;CSUU 100;CSKK 100
NH78010,FH22315,SIMILAR_PERFORMANCE,0.86,BAAA 100;CSKK 100;CSLL 100;BPPP 300;CSFF 200;CSRR 100;BIII 100
NH78010,RG81143,SIMILAR_PERFORMANCE,0.79,CSMM 100-8;CSLL 100;BPPP 300;CSRR 100;CSUU 100;BIII 100
NH78010,OR04317,SIMILAR_PERFORMANCE,0.88,CSLL 100;CSRR 100;CSUU 100
NH78010,SL83449,SIMILAR_PERFORMANCE,0.79,CSLL 100-1;BAAA 100;CSMM 100-8;CSLL 100;BPPP 300;CSFF 200;CSRR 100;BIII 100
NH78010,TD34201,SIMILAR_PERFORMANCE,0.86,CSHH 100;CSLL 300;BIII 100
NH78010,MO56628,SIMILAR_PERFORMANCE,0.89,CSLL 100-1;BAAA 100;CSLL 300;CSFF 200;CSHH 100
NH78010,JK03015,SIMILAR_PERFORMANCE,0.71,CSLL 100;BVVV 200;CSRR 100;BIII 100
NH78010,QM98949,SIMILAR_PERFORMANCE,0.82,CSLL 100;BVVV 200;BIII 100
NH78010,VD91948,SIMILAR_PERFORMANCE,0.82,CSLL 100;CSFF 200;BIII 100
NH78010,KP13786,SIMILAR_PERFORMANCE,0.93,CSLL 100;CSUU 100;BIII 100;CSMM 100-8
NH78010,CO71438,SIMILAR_PERFORMANCE,0.83,CSLL 300;CSMM 100-8;CSLL 100;BPPP 300;CSHH 100;BIII 100
NH78010,PW67541,SIMILAR_PERFORMANCE,0.69,CSLL 100;BVVV 200;CSKK 100
NH78010,AI35006,SIMILAR_PERFORMANCE,0.77,BVVV 200;CSMM 100-8;CSLL 100;BPPP 300;CSRR 100;BIII 100
NH78010,JG88622,SIMILAR_PERFORMANCE,0.74,BPPP 300;CSKK 100;BIII 100
NH78010,OM35998,SIMILAR_PERFORMANCE,0.87,CSLL 100;CSRR 100;BIII 100;CSMM 100-8
NH78010,HW56814,SIMILAR_PERFORMANCE,0.79,BAAA 100;CSLL 100;CSRR 100;CSUU 100;BIII 100
NH78010,GI17239,SIMILAR_PERFORMANCE,0.89,CSLL 100;CSKK 100;CSMM 100-8
NH78010,WR15472,SIMILAR_PERFORMANCE,0.83,CSLL 100-1;BAAA 100;CSLL 300;BVVV 200;CSUU 100;CSHH 100
NH78010,ZY58591,SIMILAR_PERFORMANCE,0.72,BPPP 300;CSFF 200;CSRR 100;BIII 100
NH78010,BN03816,SIMILAR_PERFORMANCE,0.79,CSLL 300;BAAA 100;CSKK 100;BVVV 200;CSLL 100;BPPP 300;CSHH 100;BIII 100
NH78010,MI02580,SIMILAR_PERFORMANCE,0.73,CSMM 100-8;CSLL 100;BAAA 100
NH78010,YO61017,SIMILAR_PERFORMANCE,0.79,CSLL 100;CSUU 100;CSFF 200;CSHH 100
NH78010,AF43303,SIMILAR_PERFORMANCE,0.84,CSLL 100;CSKK 100;BIII 100
NH78010,DW75169,SIMILAR_PERFORMANCE,0.94,CSLL 100;CSFF 200;BAAA 100
NH78010,KR50357,SIMILAR_PERFORMANCE,0.79,BAAA 100;CSKK 100;CSLL 100;BPPP 300;CSRR 100;BIII 100
NH78010,WG08334,SIMILAR_PERFORMANCE,0.84,CSFF 200;CSRR 100;BIII 100
NH78010,QV19697,SIMILAR_PERFORMANCE,0.81,BAAA 100;CSKK 100;BVVV 200;CSMM 100-8;BPPP 300;CSFF 200;CSUU 100;BIII 100
NH78010,CB74600,SIMILAR_PERFORMANCE,0.84,CSLL 100-1;CSLL 300;CSKK 100;CSUU 100;CSLL 100;BPPP 300;CSFF 200;CSHH 100;BIII 100
NH78010,LF50131,SIMILAR_PERFORMANCE,0.73,CSRR 100;BAAA 100;BIII 100
NH78010,MJ14705,SIMILAR_PERFORMANCE,0.75,CSLL 100;BVVV 200;CSRR 100;CSUU 100
NH78010,CC96632,SIMILAR_PERFORMANCE,0.81,CSLL 100-1;CSKK 100;BVVV 200;CSLL 100;BPPP 300;CSFF 200;CSUU 100;BIII 100
NH78010,QO93785,SIMILAR_PERFORMANCE,0.98,BAAA 100;BVVV 200;CSUU 100;CSHH 100;BIII 100
NH78010,WE24392,SIMILAR_PERFORMANCE,0.87,BAAA 100;CSLL 100;BPPP 300;CSFF 200;BIII 100
NH78010,YD68656,SIMILAR_PERFORMANCE,0.85,CSLL 100-1;CSKK 100;CSLL 100;BPPP 300;CSFF 200;CSRR 100;BIII 100
NH78010,GJ37570,SIMILAR_PERFORMANCE,0.82,CSLL 100;CSHH 100;BIII 100
NH78010,NE95814,SIMILAR_PERFORMANCE,0.9,CSLL 100-1;CSLL 100;BPPP 300;CSFF 200;CSRR 100;BIII 100
NH78010,HD71576,SIMILAR_PERFORMANCE,0.84,CSLL 100-1;CSLL 100;BPPP 300;CSHH 100;BIII 100
NH78010,MU89676,SIMILAR_PERFORMANCE,0.85,CSLL 100;BPPP 300;CSFF 200;BIII 100
NH78010,JP85001,SIMILAR_PERFORMANCE,0.9,CSLL 300;CSKK 100;BVVV 200;BPPP 300;CSFF 200;CSHH 100;BIII 100
NH78010,MP42020,SIMILAR_PERFORMANCE,0.81,CSLL 100;BPPP 300;CSRR 100;CSUU 100;BIII 100
NH78010,FO93396,SIMILAR_PERFORMANCE,0.84,CSLL 300;CSMM 100-8;BPPP 300;CSHH 100;BIII 100
NH78010,YS45948,SIMILAR_PERFORMANCE,0.91,CSLL 100;CSFF 200;BIII 100;CSMM 100-8
NH78010,GT63710,SIMILAR_PERFORMANCE,0.9,BIII 100;BVVV 200;CSUU 100;BPPP 300
NH78010,OQ61769,SIMILAR_PERFORMANCE,0.9,CSLL 100;CSLL 300;CSKK 100;CSMM 100-8;CSHH 100
NH78010,PD76679,SIMILAR_PERFORMANCE,0.87,CSLL 100;BVVV 200;BIII 100
NH78010,IW87109,SIMILAR_PERFORMANCE,0.91,CSLL 300;CSMM 100-8;CSLL 100;CSRR 100;CSHH 100;BIII 100
NH78010,ZM92876,SIMILAR_PERFORMANCE,0.92,CSLL 100;BVVV 200;CSHH 100
NH78010,HR56240,SIMILAR_PERFORMANCE,0.82,CSLL 100;BVVV 200;CSHH 100;CSKK 100
NH78010,WV15382,SIMILAR_PERFORMANCE,0.91,CSLL 300;CSKK 100;BVVV 200;CSUU 100;CSMM 100-8;CSLL 100;BPPP 300;CSHH 100;BIII 100
NH78010,NC76204,SIMILAR_PERFORMANCE,0.88,BPPP 300;CSRR 100;BIII 100
NH78010,VM21221,SIMILAR_PERFORMANCE,0.78,CSUU 100;CSLL 100;BPPP 300;CSHH 100;BIII 100
NH78010,EN95314,SIMILAR_PERFORMANCE,0.71,BIII 100;CSLL 100-1;CSRR 100;BPPP 300
NH78010,IK85363,SIMILAR_PERFORMANCE,0.78,CSLL 100-1;CSLL 300;CSKK 100;CSFF 200;CSHH 100;BIII 100
NH78010,OL00858,SIMILAR_PERFORMANCE,0.89,CSLL 300;BAAA 100;BVVV 200;CSMM 100-8;CSLL 100;CSFF 200;CSHH 100;BIII 100
NH78010,UY04824,SIMILAR_PERFORMANCE,0.65,CSKK 100;BVVV 200;CSLL 100;BPPP 300;BIII 100
NH78010,RR13635,SIMILAR_PERFORMANCE,0.82,CSLL 300;CSKK 100;CSUU 100;CSMM 100-8;CSLL 100;CSFF 200;CSRR 100;CSHH 100;BIII 100
NH78010,WX68967,SIMILAR_PERFORMANCE,0.8,CSLL 100;BPPP 300;BIII 100
NH78010,CR24529,SIMILAR_PERFORMANCE,0.87,BIII 100;CSLL 100-1;CSKK 100;BPPP 300
NH78010,ZX20876,SIMILAR_PERFORMANCE,0.88,CSMM 100-8;BAAA 100;BIII 100
NH78010,HD00504,SIMILAR_PERFORMANCE,0.84,CSLL 300;CSFF 200;CSRR 100;CSHH 100;BIII 100
NH78010,OS37523,SIMILAR_PERFORMANCE,0.79,CSLL 100-1;CSKK 100;CSMM 100-8;CSLL 100;CSRR 100;CSHH 100
NH78010,UE93284,SIMILAR_PERFORMANCE,0.91,CSLL 100;CSLL 100-1;BAAA 100;CSUU 100
NH78010,MZ74319,SIMILAR_PERFORMANCE,0.82,CSLL 300;BVVV 200;CSUU 100;CSFF 200;CSHH 100
NH78010,MF94286,SIMILAR_PERFORMANCE,0.83,CSLL 300;CSHH 100;CSMM 100-8;CSLL 100;CSUU 100
NH78010,UW36881,SIMILAR_PERFORMANCE,0.89,CSLL 100-1;CSUU 100;CSLL 100;CSHH 100;BIII 100
NH78010,UL58104,SIMILAR_PERFORMANCE,0.82,CSLL 100-1;BVVV 200;CSMM 100-8;CSLL 100;BPPP 300;CSRR 100;BIII 100
NH78010,KI21431,SIMILAR_PERFORMANCE,0.78,BAAA 100;CSKK 100;CSLL 100;BPPP 300;BIII 100
NH78010,OL57622,SIMILAR_PERFORMANCE,0.87,BVVV 200;CSLL 100;CSFF 200;CSUU 100;BIII 100
NH78010,ZC55706,SIMILAR_PERFORMANCE,0.88,CSLL 100-1;BAAA 100;CSMM 100-8;CSLL 100;BPPP 300;CSFF 200;CSRR 100;BIII 100
NH78010,DM78893,SIMILAR_PERFORMANCE,0.77,BVVV 200;CSHH 100;CSLL 300
NH78010,TB90693,SIMILAR_PERFORMANCE,0.82,CSRR 100;BAAA 100;BIII 100
NH78010,ZK84285,SIMILAR_PERFORMANCE,0.84,CSUU 100;CSHH 100;CSRR 100;CSLL 300
NH78010,OK66787,SIMILAR_PERFORMANCE,0.9,CSLL 100;BVVV 200;CSFF 200
NH78010,WM12931,SIMILAR_PERFORMANCE,0.8,BAAA 100;CSMM 100-8;CSLL 100;BPPP 300;BIII 100
NH78010,CY90181,SIMILAR_PERFORMANCE,0.9,CSLL 100;CSHH 100;BAAA 100
NH78010,DZ94339,SIMILAR_PERFORMANCE,0.78,BVVV 200;CSLL 100;BPPP 300;CSRR 100;CSHH 100;BIII 100
NH78010,PR34363,SIMILAR_PERFORMANCE,0.81,CSLL 100;CSLL 100-1;BIII 100
NH78010,YE66905,SIMILAR_PERFORMANCE,0.87,CSLL 100;BVVV 200;CSFF 200;CSRR 100
NH78010,BK23458,SIMILAR_PERFORMANCE,0.8,CSKK 100;BVVV 200;CSMM 100-8;BPPP 300;CSFF 200;CSRR 100;BIII 100
NH78010,DR44526,SIMILAR_PERFORMANCE,0.82,CSLL 100-1;CSFF 200;BIII 100
NH78010,KS97166,SIMILAR_PERFORMANCE,0.87,CSLL 100-1;CSLL 300;CSKK 100;CSUU 100;CSMM 100-8;CSLL 100;BPPP 300;CSFF 200;CSRR 100;CSHH 100;BIII 100
NH78010,SP34892,SIMILAR_PERFORMANCE,0.79,CSLL 100;BPPP 300;CSUU 100;BIII 100
NH78010,GM14384,SIMILAR_PERFORMANCE,0.71,CSLL 100;CSLL 100-1;BVVV 200;CSMM 100-8
NH78010,HR66637,SIMILAR_PERFORMANCE,0.85,CSLL 100-1;BVVV 200;CSLL 100;CSFF 200;CSRR 100
NH78010,NT74282,SIMILAR_PERFORMANCE,0.79,CSLL 100;BPPP 300;CSFF 200;BIII 100
NH78010,OR26871,SIMILAR_PERFORMANCE,0.79,BAAA 100;CSLL 100;BPPP 300;CSRR 100;BIII 100
NH78010,TZ50801,SIMILAR_PERFORMANCE,0.92,BAAA 100;CSKK 100;BVVV 200;CSLL 100;CSFF 200
NH78010,RY95991,SIMILAR_PERFORMANCE,0.85,CSLL 100;CSFF 200;CSHH 100;BIII 100
NH78010,MZ31048,SIMILAR_PERFORMANCE,0.79,CSLL 100;BPPP 300;CSFF 200;CSUU 100;BIII 100
NH78010,NF96314,SIMILAR_PERFORMANCE,0.87,CSLL 100;CSRR 100;CSUU 100;CSKK 100
NH78010,SO87313,SIMILAR_PERFORMANCE,0.86,BVVV 200;CSMM 100-8;CSLL 100;BPPP 300;CSFF 200;CSUU 100;BIII 100
NH78010,VW90010,SIMILAR_PERFORMANCE,0.85,BAAA 100;CSKK 100;CSUU 100;CSLL 100;BPPP 300;CSHH 100;BIII 100
NH78010,IP07023,SIMILAR_PERFORMANCE,0.86,CSKK 100;CSLL 100;CSFF 200;CSRR 100;CSUU 100;BIII 100
NH78010,KB39666,SIMILAR_PERFORMANCE,0.92,CSLL 100;BVVV 200;CSFF 200
NH78010,BP07404,SIMILAR_PERFORMANCE,0.86,CSLL 100-1;BAAA 100;CSUU 100;CSMM 100-8;CSLL 100;CSRR 100;CSHH 100;BIII 100
NH78010,FS62802,SIMILAR_PERFORMANCE,0.9,CSLL 100;BVVV 200;BIII 100
NH78010,HH82976,SIMILAR_PERFORMANCE,0.82,CSLL 100-1;CSLL 300;BVVV 200;CSLL 100;BPPP 300;CSFF 200;CSRR 100;CSHH 100;BIII 100
NH78010,CD89939,SIMILAR_PERFORMANCE,0.85,CSFF 200;CSUU 100;BIII 100
NH78010,DP60776,SIMILAR_PERFORMANCE,0.73,CSLL 300;CSKK 100;BVVV 200;CSLL 100;CSHH 100;BIII 100
NH78010,YN12880,SIMILAR_PERFORMANCE,0.81,CSLL 100;CSLL 100-1;CSFF 200;BIII 100
NH78010,CB02789,SIMILAR_PERFORMANCE,0.82,CSLL 100-1;CSFF 200;BVVV 200
NH78010,AF55194,SIMILAR_PERFORMANCE,0.94,CSLL 100;BPPP 300;BIII 100
NH78010,ZU54217,SIMILAR_PERFORMANCE,0.78,CSLL 100-1;BVVV 200;CSLL 100;BPPP 300;CSRR 100;BIII 100
NH78010,SW17160,SIMILAR_PERFORMANCE,0.84,CSLL 100-1;CSKK 100;CSRR 100;CSUU 100;BIII 100
NH78010,LN04100,SIMILAR_PERFORMANCE,0.85,BAAA 100;CSLL 100;BPPP 300;CSFF 200;BIII 100
NH78010,ZV85696,SIMILAR_PERFORMANCE,0.78,CSHH 100;CSLL 100;CSRR 100;CSUU 100;BIII 100
NH78010,HC47409,SIMILAR_PERFORMANCE,0.89,BAAA 100;CSKK 100;BVVV 200;CSUU 100;CSMM 100-8;CSLL 100;BPPP 300;CSFF 200;CSRR 100;CSHH 100;BIII 100
NH78010,DT16402,SIMILAR_PERFORMANCE,0.85,CSLL 100-1;BAAA 100;CSKK 100;CSMM 100-8;CSLL 100;BPPP 300;CSFF 200;CSUU 100;BIII 100
NH78010,GZ35594,SIMILAR_PERFORMANCE,0.82,CSLL 100-1;BAAA 100;CSKK 100;BVVV 200;CSLL 100;BPPP 300;BIII 100
NH78010,YJ75527,SIMILAR_PERFORMANCE,0.87,CSLL 300;BAAA 100;BVVV 200;CSMM 100-8;CSLL 100;BPPP 300;CSHH 100;BIII 100
NH78010,VY05146,SIMILAR_PERFORMANCE,0.74,CSLL 300;CSKK 100;BVVV 200;CSLL 100;BPPP 300;CSFF 200;CSHH 100;BIII 100
NH78010,GL32042,SIMILAR_PERFORMANCE,0.82,CSLL 100-1;BAAA 100;CSLL 100;BPPP 300;CSUU 100;BIII 100
NH78010,VA23977,SIMILAR_PERFORMANCE,0.81,CSLL 100-1;BVVV 200;CSUU 100;CSLL 100;BPPP 300;CSHH 100;BIII 100
NH78010,WZ04429,SIMILAR_PERFORMANCE,0.89,CSLL 100;CSFF 200;CSKK 100
NH78010,BQ91971,SIMILAR_PERFORMANCE,0.81,BAAA 100;CSMM 100-8;CSLL 100;BPPP 300;CSFF 200;CSRR 100;BIII 100
NH78010,QW03775,SIMILAR_PERFORMANCE,0.87,CSLL 100-1;BVVV 200;CSMM 100-8;CSLL 100;BPPP 300;CSFF 200;CSUU 100;BIII 100
NH78010,KN60485,SIMILAR_PERFORMANCE,0.86,CSLL 100-1;CSUU 100;CSMM 100-8;CSRR 100;CSHH 100
NH78010,MR12907,SIMILAR_PERFORMANCE,0.85,CSLL 100-1;BVVV 200;CSLL 100;BPPP 300;CSRR 100;CSUU 100;BIII 100
NH78010,LE09487,SIMILAR_PERFORMANCE,0.82,CSLL 100;CSLL 100-1;CSRR 100
NH78010,BT26162,SIMILAR_PERFORMANCE,0.85,CSLL 100-1;CSKK 100;BPPP 300;CSRR 100;BIII 100
NH78010,LD74009,SIMILAR_PERFORMANCE,0.87,CSLL 100-1;BVVV 200;CSUU 100;CSLL 100;BPPP 300;CSRR 100;CSHH 100;BIII 100
NH78010,QN20301,SIMILAR_PERFORMANCE,0.9,CSLL 100-1;CSKK 100;BIII 100
NH78010,ZP93140,SIMILAR_PERFORMANCE,0.78,CSMM 100-8;CSRR 100;CSUU 100
NH78010,OR28097,SIMILAR_PERFORMANCE,0.94,CSMM 100-8;CSLL 100;BPPP 300;CSRR 100;BIII 100
NH78010,SW68863,SIMILAR_PERFORMANCE,0.76,CSLL 300;CSKK 100;CSMM 100-8;CSLL 100;CSRR 100;CSHH 100
NH78010,MR64530,SIMILAR_PERFORMANCE,0.93,CSLL 100-1;BAAA 100;CSMM 100-8;BPPP 300;BIII 100
NH78010,KB82456,SIMILAR_PERFORMANCE,0.87,CSMM 100-8;CSLL 100;BPPP 300;CSUU 100;BIII 100
NH78010,VX54089,SIMILAR_PERFORMANCE,0.87,CSLL 100-1;BAAA 100;BPPP 300;CSFF 200;BIII 100
NH78010,LX62158,SIMILAR_PERFORMANCE,0.91,CSLL 100;BVVV 200;BIII 100;BPPP 300
NH78010,PS43438,SIMILAR_PERFORMANCE,0.8,CSLL 100-1;BAAA 100;CSKK 100;CSLL 300;CSUU 100;CSMM 100-8;CSLL 100;CSHH 100;BIII 100
NH78010,BX57389,SIMILAR_PERFORMANCE,0.81,BAAA 100;BVVV 200;CSMM 100-8;CSLL 100;CSFF 200;BIII 100
NH78010,TA38431,SIMILAR_PERFORMANCE,0.81,CSLL 100;CSLL 100-1;BVVV 200
NH78010,CV68220,SIMILAR_PERFORMANCE,0.88,CSLL 100;BAAA 100;BIII 100
NH78010,II45693,SIMILAR_PERFORMANCE,0.78,CSLL 100;CSHH 100;BIII 100
NH78010,IS35557,SIMILAR_PERFORMANCE,0.75,CSLL 100;BVVV 200;CSKK 100
NH78010,CN62555,SIMILAR_PERFORMANCE,0.89,CSLL 100;CSFF 200;CSUU 100;BIII 100
NH78010,WC54484,SIMILAR_PERFORMANCE,0.93,CSLL 100-1;BVVV 200;CSMM 100-8;CSLL 100;CSRR 100;CSUU 100;BIII 100
NH78010,HR05288,SIMILAR_PERFORMANCE,0.81,CSLL 100;CSLL 100-1;BIII 100;BPPP 300
NH78010,AS97879,SIMILAR_PERFORMANCE,0.79,CSLL 100;BPPP 300;BIII 100;CSMM 100-8
NH78010,DC63922,SIMILAR_PERFORMANCE,0.73,CSLL 100;CSLL 100-1;BVVV 200
NH78010,BD38075,SIMILAR_PERFORMANCE,0.77,CSLL 100-1;BVVV 200;CSUU 100;CSLL 100;CSHH 100
NH78010,TF30880,SIMILAR_PERFORMANCE,0.9,BAAA 100;CSLL 100;BPPP 300;CSFF 200;CSRR 100;CSUU 100;BIII 100
NH78010,ID17309,SIMILAR_PERFORMANCE,0.88,CSLL 100-1;CSLL 100;BPPP 300;CSUU 100;BIII 100
NH78010,OW99646,SIMILAR_PERFORMANCE,0.85,BAAA 100;CSKK 100;BVVV 200;CSMM 100-8;CSLL 100;BPPP 300;CSFF 200;BIII 100
NH78010,KN20313,SIMILAR_PERFORMANCE,0.79,CSLL 100;CSLL 100-1;BIII 100;CSMM 100-8
NH78010,LH23040,SIMILAR_PERFORMANCE,0.75,CSMM 100-8;BVVV 200;BIII 100
NH78010,NP28959,SIMILAR_PERFORMANCE,0.83,CSLL 100-1;BAAA 100;BVVV 200;CSLL 100;BPPP 300;CSUU 100;BIII 100
NH78010,IL65851,SIMILAR_PERFORMANCE,0.9,CSLL 300;CSKK 100;BVVV 200;CSMM 100-8;CSLL 100;BPPP 300;CSFF 200;CSRR 100;CSHH 100;BIII 100
NH78010,JD94875,SIMILAR_PERFORMANCE,0.81,CSLL 100-1;BAAA 100;BVVV 200;CSMM 100-8;CSLL 100;CSUU 100;BIII 100
NH78010,DW83803,SIMILAR_PERFORMANCE,0.86,CSLL 100-1;BAAA 100;CSMM 100-8;CSLL 100;BPPP 300;BIII 100
NH78010,QE48545,SIMILAR_PERFORMANCE,0.91,CSRR 100;BAAA 100;BIII 100
NH78010,GT46396,SIMILAR_PERFORMANCE,0.82,CSLL 300;BVVV 200;CSUU 100;CSMM 100-8;CSLL 100;BPPP 300;CSRR 100;CSHH 100;BIII 100
NH78010,PL83917,SIMILAR_PERFORMANCE,0.75,CSLL 100;CSFF 200;BAAA 100;CSKK 100
NH78010,IW60774,SIMILAR_PERFORMANCE,0.87,CSLL 100-1;CSLL 300;CSKK 100;CSFF 200;CSHH 100;BIII 100
NH78010,BW94809,SIMILAR_PERFORMANCE,0.84,BVVV 200;BAAA 100;BIII 100
NH78010,YU33749,SIMILAR_PERFORMANCE,0.86,CSFF 200;BAAA 100;CSKK 100
NH78010,GL24722,SIMILAR_PERFORMANCE,0.91,CSLL 100-1;CSLL 300;CSKK 100;BVVV 200;CSLL 100;BPPP 300;CSFF 200;CSHH 100;BIII 100
NH78010,MG62712,SIMILAR_PERFORMANCE,0.93,BVVV 200;CSMM 100-8;CSLL 100;CSUU 100;BIII 100
NH78010,FZ44427,SIMILAR_PERFORMANCE,0.88,CSLL 100-1;CSLL 300;CSKK 100;CSMM 100-8;CSLL 100;CSHH 100;BIII 100
NH78010,HY30880,SIMILAR_PERFORMANCE,0.86,CSLL 300;CSKK 100;BVVV 200;CSUU 100;CSLL 100;BPPP 300;CSRR 100;CSHH 100;BIII 100
NH78010,CX23732,SIMILAR_PERFORMANCE,0.82,BAAA 100;CSMM 100-8;CSLL 100;CSRR 100;BIII 100
NH78010,GK85007,SIMILAR_PERFORMANCE,0.83,CSLL 100-1;CSLL 300;CSKK 100;CSLL 100;CSRR 100;CSHH 100;BIII 100
NH78010,CU90031,SIMILAR_PERFORMANCE,0.8,CSLL 100-1;CSHH 100;CSLL 300;BIII 100
NH78010,PQ17212,SIMILAR_PERFORMANCE,0.71,CSKK 100;BVVV 200;CSUU 100;CSMM 100-8;CSLL 100;BPPP 300;CSFF 200;CSRR 100;CSHH 100;BIII 100
NH78010,PL75164,SIMILAR_PERFORMANCE,0.73,CSKK 100;CSLL 100;BPPP 300;CSRR 100;BIII 100
NH78010,VY68836,SIMILAR_PERFORMANCE,0.94,CSLL 100;CSRR 100;BAAA 100;BIII 100
NH78010,EP02075,SIMILAR_PERFORMANCE,0.82,CSKK 100;CSMM 100-8;CSLL 100;BPPP 300;CSFF 200;BIII 100
NH78010,FQ35147,SIMILAR_PERFORMANCE,0.82,BAAA 100;CSKK 100;BVVV 200;CSMM 100-8;BPPP 300;CSFF 200;CSRR 100;CSUU 100;BIII 100
NH78010,ML58852,SIMILAR_PERFORMANCE,0.87,CSLL 100-1;BAAA 100;CSLL 300;CSUU 100;CSLL 100;CSHH 100;BIII 100
NH78010,OB62136,SIMILAR_PERFORMANCE,0.87,CSMM 100-8;CSLL 100;BPPP 300;CSUU 100;BIII 100
NH78010,OH91049,SIMILAR_PERFORMANCE,0.73,CSKK 100;BVVV 200;CSLL 100;CSFF 200;CSRR 100;CSUU 100
NH78010,VI61496,SIMILAR_PERFORMANCE,0.88,CSKK 100;BVVV 200;CSLL 100;BPPP 300;BIII 100
NH78010,UC06415,SIMILAR_PERFORMANCE,0.92,CSLL 100;BIII 100;CSMM 100-8
NH78010,NF20081,SIMILAR_PERFORMANCE,0.85,CSLL 300;CSKK 100;BVVV 200;CSUU 100;CSLL 100;CSFF 200;CSHH 100;BIII 100
NH78010,JV78966,SIMILAR_PERFORMANCE,0.86,CSLL 100-1;CSKK 100;BVVV 200;CSMM 100-8;BPPP 300;BIII 100
NH78010,NO45981,SIMILAR_PERFORMANCE,0.87,CSLL 100;BAAA 100;BIII 100
NH78010,FJ18320,SIMILAR_PERFORMANCE,0.77,CSLL 100-1;CSMM 100-8;CSLL 100;CSHH 100;BIII 100
NH78010,GM11287,SIMILAR_PERFORMANCE,0.73,CSLL 100-1;CSLL 100;CSRR 100;CSHH 100;BIII 100
NH78010,NL37689,SIMILAR_PERFORMANCE,0.79,BAAA 100;CSKK 100;CSLL 100;CSFF 200;CSRR 100;BIII 100
NH78010,NX66670,SIMILAR_PERFORMANCE,0.79,CSLL 100-1;CSLL 300;CSKK 100;BVVV 200;CSUU 100;CSLL 100;CSRR 100;CSHH 100
NH78010,TG18901,SIMILAR_PERFORMANCE,0.91,CSLL 100;CSLL 100-1;CSRR 100
NH78010,IQ99646,SIMILAR_PERFORMANCE,0.71,CSLL 100;CSHH 100;BIII 100
NH78010,AV62531,SIMILAR_PERFORMANCE,0.88,CSLL 100-1;CSMM 100-8;CSLL 100;BPPP 300;CSHH 100;BIII 100
NH78010,KC48970,SIMILAR_PERFORMANCE,0.91,CSKK 100;BVVV 200;CSLL 100;BPPP 300;BIII 100
NH78010,QN96582,SIMILAR_PERFORMANCE,0.81,CSLL 300;BVVV 200;CSUU 100;CSMM 100-8;CSLL 100;BPPP 300;CSHH 100;BIII 100
NH78010,ML61469,SIMILAR_PERFORMANCE,0.69,BIII 100;BVVV 200;CSRR 100;BPPP 300
NH78010,CQ35489,SIMILAR_PERFORMANCE,0.85,CSFF 200;BAAA 100;BIII 100
NH78010,ND27152,SIMILAR_PERFORMANCE,0.83,CSLL 100-1;BAAA 100;CSLL 300;CSUU 100;CSLL 100;BPPP 300;CSHH 100;BIII 100
NH78010,YH07928,SIMILAR_PERFORMANCE,0.84,CSLL 100;CSHH 100;CSRR 100;CSLL 300
NH78010,AR91704,SIMILAR_PERFORMANCE,0.76,CSLL 100;CSFF 200;CSMM 100-8
DJ98899,QE42723,SIMILAR_PERFORMANCE,0.77,BLLL 100;CSPP 100;BIII 100
DJ98899,IM31063,SIMILAR_PERFORMANCE,0.87,CSMM 100-8;BLLL 100;CSEE 200;CSDD 200
DJ98899,FH22315,SIMILAR_PERFORMANCE,0.83,BLLL 100;CSMM 100;CSUU 100-3;BTTT 200;CSPP 100;CSEE 200;CSDD 200;BIII 100
DJ98899,TH40303,SIMILAR_PERFORMANCE,0.82,CSJJ 100;BTTT 200;CSPP 100;BIII 100
