:START_ID(Course),:END_ID(Course),:TYPE,similarity:float
CSHH 300,CSKK 300,SIMILAR_CONTENT,0.69
CSHH 300,CSYY 300,SIMILAR_CONTENT,0.53
CSHH 300,BDDD 300,SIMILAR_CONTENT,0.35
CSHH 300,BRRR 300,SIMILAR_CONTENT,0.4
CSHH 300,BPPP 300,SIMILAR_CONTENT,0.4
CSHH 300,BFFF 300,SIMILAR_CONTENT,0.4
CSYY 300,CSDD 200,SIMILAR_CONTENT,0.49
CSYY 300,CSMM 100,SIMILAR_CONTENT,0.28
CSYY 300,CSPP 100,SIMILAR_CONTENT,0.61
CSYY 300,CSII 200-7,SIMILAR_CONTENT,0.69
CSYY 300,CSOO 300,SIMILAR_CONTENT,0.11
CSYY 300,CSLL 400,SIMILAR_CONTENT,0.49
CSYY 300,CSOO 200,SIMILAR_CONTENT,0.77
CSYY 300,CSUU 100,SIMILAR_CONTENT,0.35
CSYY 300,CSLL 100,SIMILAR_CONTENT,0.44
CSYY 300,CSKK 300,SIMILAR_CONTENT,0.41
CSYY 300,CSQQ 200,SIMILAR_CONTENT,0.46
CSYY 300,CSEE 200,SIMILAR_CONTENT,0.43
CSYY 300,CSMM 100-8,SIMILAR_CONTENT,0.41
CSYY 300,CSHH 300,SIMILAR_CONTENT,0.46
CSYY 300,CSYY 200-9,SIMILAR_CONTENT,0.34
CSYY 300,CSII 100,SIMILAR_CONTENT,0.37
CSYY 300,CSCC 300,SIMILAR_CONTENT,0.46
CSYY 300,CSLL 300,SIMILAR_CONTENT,0.49
CSYY 300,CSRR 300,SIMILAR_CONTENT,0.55
CSYY 300,BIII 300,SIMILAR_CONTENT,0.32
CSYY 300,BXXX 300,SIMILAR_CONTENT,0.42
CSYY 300,BLLL 300,SIMILAR_CONTENT,0.4
CSYY 300,BPPP 300,SIMILAR_CONTENT,0.35
CSYY 300,BVVV 300-8,SIMILAR_CONTENT,0.35
CSYY 300,CSCC 200,SIMILAR_CONTENT,0.42
CSUU 100-3,CSLL 100,SIMILAR_CONTENT,0.1
CSUU 100-3,CSPP 200,SIMILAR_CONTENT,0.12
CSUU 100-3,CSNN 300,SIMILAR_CONTENT,0.73
CSUU 100-3,CSYY 200-9,SIMILAR_CONTENT,0.61
CSUU 100-3,CSMM 100,SIMILAR_CONTENT,0.49
CSUU 100-3,CSQQ 200,SIMILAR_CONTENT,0.32
CSUU 100-3,CSJJ 100,SIMILAR_CONTENT,0.58
CSUU 100-3,CSEE 200,SIMILAR_CONTENT,0.45
CSUU 100-3,CSMM 300,SIMILAR_CONTENT,0.32
CSUU 100-3,CSNN 100,SIMILAR_CONTENT,0.53
CSUU 100-3,CSJJ 200,SIMILAR_CONTENT,0.38
CSUU 100-3,CSPP 300,SIMILAR_CONTENT,0.33
CSUU 100-3,CSRR 100,SIMILAR_CONTENT,0.49
CSUU 100-3,CSII 400,SIMILAR_CONTENT,0.47
CSUU 100-3,CSRR 400,SIMILAR_CONTENT,0.51
CSUU 100-3,CSHH 100,SIMILAR_CONTENT,0.59
CSUU 100-3,CSUU 100,SIMILAR_CONTENT,0.41
CSUU 100-3,CSPP 100,SIMILAR_CONTENT,0.46
CSUU 100-3,CSMM 100-1,SIMILAR_CONTENT,0.45
CSUU 100-3,BPPP 100,SIMILAR_CONTENT,0.4
CSUU 100-3,BLLL 100,SIMILAR_CONTENT,0.43
CSMM 100-1,CSLL 400,SIMILAR_CONTENT,0.49
CSMM 100-1,CSUU 100-3,SIMILAR_CONTENT,0.23
CSMM 100-1,CSTT 300-2,SIMILAR_CONTENT,0.23
CSMM 100-1,CSHH 100,SIMILAR_CONTENT,0.51
CSMM 100-1,CSYY 200,SIMILAR_CONTENT,0.31
CSMM 100-1,CSDD 100,SIMILAR_CONTENT,0.64
CSMM 100-1,CSPP 200,SIMILAR_CONTENT,0.36
CSMM 100-1,CSJJ 100,SIMILAR_CONTENT,0.45
CSMM 100-1,CSEE 200,SIMILAR_CONTENT,0.44
CSMM 100-1,CSJJ 200,SIMILAR_CONTENT,0.44
CSMM 100-1,CSTT 300,SIMILAR_CONTENT,0.33
CSMM 100-1,CSNN 300,SIMILAR_CONTENT,0.39
CSMM 100-1,CSII 100,SIMILAR_CONTENT,0.44
CSMM 100-1,CSKK 100,SIMILAR_CONTENT,0.44
CSMM 100-1,CSWW 400,SIMILAR_CONTENT,0.36
CSMM 100-1,CSUU 100,SIMILAR_CONTENT,0.59
CSMM 100-1,CSNN 100,SIMILAR_CONTENT,0.48
CSMM 100-1,CSLL 100-1,SIMILAR_CONTENT,0.65
CSMM 100-1,CSAA 100,SIMILAR_CONTENT,0.55
CSMM 100-1,BKKK 100,SIMILAR_CONTENT,0.59
CSMM 100-1,BLLL 100,SIMILAR_CONTENT,0.43
CSOO 200,CSMM 300,SIMILAR_CONTENT,0.1
CSOO 200,CSYY 300,SIMILAR_CONTENT,0.35
CSOO 200,CSCC 200,SIMILAR_CONTENT,0.55
CSOO 200,CSLL 300,SIMILAR_CONTENT,0.39
CSOO 200,CSDD 100,SIMILAR_CONTENT,0.39
CSOO 200,CSII 200-7,SIMILAR_CONTENT,0.54
CSOO 200,CSRR 300,SIMILAR_CONTENT,0.45
CSOO 200,CSYY 400,SIMILAR_CONTENT,0.45
CSOO 200,CSPP 200-1,SIMILAR_CONTENT,0.59
CSOO 200,CSAA 300,SIMILAR_CONTENT,0.39
CSOO 200,CSWW 400,SIMILAR_CONTENT,0.44
CSOO 200,CSYY 200,SIMILAR_CONTENT,0.51
CSOO 200,CSFF 200,SIMILAR_CONTENT,0.44
CSOO 200,BOOO 200,SIMILAR_CONTENT,0.33
CSOO 200,BVVV 200,SIMILAR_CONTENT,0.41
CSOO 200,BWWW 200,SIMILAR_CONTENT,0.48
CSOO 200,BMMM 200,SIMILAR_CONTENT,0.47
CSOO 200,BBBB 200,SIMILAR_CONTENT,0.43
CSOO 200,BJJJ 200,SIMILAR_CONTENT,0.4
CSOO 200,BJJJ 200-2,SIMILAR_CONTENT,0.49
CSNN 300,CSQQ 200,SIMILAR_CONTENT,0.58
CSNN 300,CSOO 300,SIMILAR_CONTENT,0.62
CSNN 300,CSOO 200,SIMILAR_CONTENT,0.27
CSNN 300,CSPP 200-1,SIMILAR_CONTENT,0.45
CSNN 300,CSRR 400,SIMILAR_CONTENT,0.16
CSNN 300,CSDD 200,SIMILAR_CONTENT,0.42
CSNN 300,CSCC 300,SIMILAR_CONTENT,0.57
CSNN 300,CSDD 100,SIMILAR_CONTENT,0.33
CSNN 300,CSPP 100,SIMILAR_CONTENT,0.36
CSNN 300,CSPP 200,SIMILAR_CONTENT,0.4
CSNN 300,CSMM 300,SIMILAR_CONTENT,0.42
CSNN 300,CSLL 400,SIMILAR_CONTENT,0.49
CSNN 300,CSNN 100,SIMILAR_CONTENT,0.44
CSNN 300,CSMM 100-8,SIMILAR_CONTENT,0.39
CSNN 300,CSUU 100-3,SIMILAR_CONTENT,0.31
CSNN 300,CSAA 100,SIMILAR_CONTENT,0.31
CSNN 300,CSRR 300,SIMILAR_CONTENT,0.41
CSNN 300,CSYY 400,SIMILAR_CONTENT,0.36
CSNN 300,CSSS 300,SIMILAR_CONTENT,0.55
CSNN 300,CSHH 300,SIMILAR_CONTENT,0.55
CSNN 300,BZZZ 300-9,SIMILAR_CONTENT,0.31
CSNN 300,BDDD 300,SIMILAR_CONTENT,0.46
CSNN 300,BLLL 300-3,SIMILAR_CONTENT,0.31
CSFF 200,CSLL 100,SIMILAR_CONTENT,0.13
CSFF 200,CSPP 200,SIMILAR_CONTENT,0.46
CSFF 200,CSHH 300,SIMILAR_CONTENT,0.31
CSFF 200,CSTT 300-2,SIMILAR_CONTENT,0.56
CSFF 200,CSYY 200-9,SIMILAR_CONTENT,0.49
CSFF 200,CSCC 200,SIMILAR_CONTENT,0.19
CSFF 200,CSWW 400,SIMILAR_CONTENT,0.43
CSFF 200,CSCC 300,SIMILAR_CONTENT,0.35
CSFF 200,CSII 200-7,SIMILAR_CONTENT,0.55
CSFF 200,CSJJ 100,SIMILAR_CONTENT,0.4
CSFF 200,CSLL 400,SIMILAR_CONTENT,0.44
CSFF 200,CSUU 100-3,SIMILAR_CONTENT,0.42
CSFF 200,CSMM 100-1,SIMILAR_CONTENT,0.37
CSFF 200,CSOO 200,SIMILAR_CONTENT,0.41
CSFF 200,CSYY 400-7,SIMILAR_CONTENT,0.34
CSFF 200,CSAA 300,SIMILAR_CONTENT,0.37
CSFF 200,CSJJ 200,SIMILAR_CONTENT,0.44
CSFF 200,BOOO 200,SIMILAR_CONTENT,0.35
CSFF 200,BKKK 200,SIMILAR_CONTENT,0.5
CSFF 200,BAAA 200-8,SIMILAR_CONTENT,0.49
CSFF 200,BCCC 200,SIMILAR_CONTENT,0.31
CSLL 100-1,CSKK 300,SIMILAR_CONTENT,0.43
CSLL 100-1,CSYY 300,SIMILAR_CONTENT,0.32
CSLL 100-1,CSAA 100,SIMILAR_CONTENT,0.56
CSLL 100-1,CSFF 300,SIMILAR_CONTENT,0.23
CSLL 100-1,CSAA 300,SIMILAR_CONTENT,0.73
CSLL 100-1,CSII 200,SIMILAR_CONTENT,0.48
CSLL 100-1,CSUU 100,SIMILAR_CONTENT,0.58
CSLL 100-1,CSDD 200,SIMILAR_CONTENT,0.53
CSLL 100-1,CSPP 100,SIMILAR_CONTENT,0.43
CSLL 100-1,CSEE 200,SIMILAR_CONTENT,0.39
CSLL 100-1,CSOO 300,SIMILAR_CONTENT,0.49
CSLL 100-1,CSMM 100-8,SIMILAR_CONTENT,0.49
CSLL 100-1,CSHH 300,SIMILAR_CONTENT,0.45
CSLL 100-1,CSPP 200-1,SIMILAR_CONTENT,0.42
CSLL 100-1,CSSS 300,SIMILAR_CONTENT,0.34
CSLL 100-1,CSUU 100-3,SIMILAR_CONTENT,0.42
CSLL 100-1,BAAA 100,SIMILAR_CONTENT,0.53
CSAA 100,CSII 200,SIMILAR_CONTENT,0.39
CSAA 100,CSJJ 100,SIMILAR_CONTENT,0.64
CSAA 100,CSFF 200,SIMILAR_CONTENT,0.59
CSAA 100,CSLL 100-1,SIMILAR_CONTENT,0.34
CSAA 100,CSYY 400-7,SIMILAR_CONTENT,0.59
CSAA 100,CSUU 100,SIMILAR_CONTENT,0.51
CSAA 100,CSKK 300,SIMILAR_CONTENT,0.44
CSAA 100,CSNN 100,SIMILAR_CONTENT,0.58
CSAA 100,CSTT 300,SIMILAR_CONTENT,0.43
CSAA 100,CSMM 100-8,SIMILAR_CONTENT,0.57
CSAA 100,CSHH 300,SIMILAR_CONTENT,0.47
CSAA 100,CSII 400,SIMILAR_CONTENT,0.32
CSAA 100,CSRR 400,SIMILAR_CONTENT,0.44
CSAA 100,CSMM 100,SIMILAR_CONTENT,0.56
CSAA 100,CSII 100,SIMILAR_CONTENT,0.46
CSAA 100,BAAA 100,SIMILAR_CONTENT,0.38
CSAA 100,BPPP 100,SIMILAR_CONTENT,0.34
CSAA 100,CSDD 100,SIMILAR_CONTENT,0.78
CSPP 300,CSUU 100,SIMILAR_CONTENT,0.36
CSPP 300,CSAA 300,SIMILAR_CONTENT,0.42
CSPP 300,CSSS 300,SIMILAR_CONTENT,0.53
CSPP 300,CSDD 200,SIMILAR_CONTENT,0.35
CSPP 300,CSPP 100,SIMILAR_CONTENT,0.35
CSPP 300,CSPP 200,SIMILAR_CONTENT,0.41
CSPP 300,CSEE 200,SIMILAR_CONTENT,0.59
CSPP 300,CSTT 300,SIMILAR_CONTENT,0.52
CSPP 300,CSMM 100-8,SIMILAR_CONTENT,0.46
CSPP 300,CSUU 100-3,SIMILAR_CONTENT,0.34
CSPP 300,CSFF 200,SIMILAR_CONTENT,0.46
CSPP 300,CSLL 100-1,SIMILAR_CONTENT,0.4
CSPP 300,CSAA 100,SIMILAR_CONTENT,0.42
CSPP 300,CSYY 200-9,SIMILAR_CONTENT,0.32
CSPP 300,CSNN 300,SIMILAR_CONTENT,0.5
CSPP 300,BXXX 300,SIMILAR_CONTENT,0.44
CSRR 100,CSDD 100,SIMILAR_CONTENT,0.54
CSRR 100,CSQQ 200,SIMILAR_CONTENT,0.66
CSRR 100,CSLL 400,SIMILAR_CONTENT,0.44
CSRR 100,CSNN 300,SIMILAR_CONTENT,0.8
CSRR 100,CSII 100,SIMILAR_CONTENT,0.41
CSRR 100,CSCC 200,SIMILAR_CONTENT,0.34
CSRR 100,CSKK 300,SIMILAR_CONTENT,0.31
CSRR 100,CSMM 300,SIMILAR_CONTENT,0.3
CSRR 100,CSHH 300,SIMILAR_CONTENT,0.49
CSRR 100,CSLL 100-1,SIMILAR_CONTENT,0.51
CSRR 100,CSTT 300-2,SIMILAR_CONTENT,0.48
CSRR 100,CSRR 400,SIMILAR_CONTENT,0.48
CSRR 100,CSAA 300,SIMILAR_CONTENT,0.31
CSRR 100,CSSS 300,SIMILAR_CONTENT,0.49
CSRR 100,CSHH 100,SIMILAR_CONTENT,0.58
CSRR 100,CSLL 100,SIMILAR_CONTENT,0.54
CSRR 100,CSPP 100,SIMILAR_CONTENT,0.46
CSRR 100,CSAA 100,SIMILAR_CONTENT,0.51
CSRR 100,BXXX 100,SIMILAR_CONTENT,0.3
CSRR 100,BJJJ 100,SIMILAR_CONTENT,0.38
CSRR 100,BPPP 100,SIMILAR_CONTENT,0.41
CSTT 300-2,CSLL 300,SIMILAR_CONTENT,0.49
CSTT 300-2,CSMM 100,SIMILAR_CONTENT,0.69
CSTT 300-2,CSKK 300,SIMILAR_CONTENT,0.54
CSTT 300-2,CSEE 200,SIMILAR_CONTENT,0.39
CSTT 300-2,CSTT 300,SIMILAR_CONTENT,0.18
CSTT 300-2,CSCC 300,SIMILAR_CONTENT,0.58
CSTT 300-2,CSDD 100,SIMILAR_CONTENT,0.39
CSTT 300-2,CSLL 400,SIMILAR_CONTENT,0.45
CSTT 300-2,CSJJ 200,SIMILAR_CONTENT,0.48
CSTT 300-2,CSHH 300,SIMILAR_CONTENT,0.4
CSTT 300-2,CSFF 300,SIMILAR_CONTENT,0.44
CSTT 300-2,CSCC 200,SIMILAR_CONTENT,0.38
CSTT 300-2,CSAA 300,SIMILAR_CONTENT,0.41
CSTT 300-2,CSHH 100,SIMILAR_CONTENT,0.36
CSTT 300-2,BZZZ 300-9,SIMILAR_CONTENT,0.39
CSTT 300-2,BLLL 300,SIMILAR_CONTENT,0.47
CSTT 300-2,BLLL 300-3,SIMILAR_CONTENT,0.42
CSTT 300-2,BFFF 300,SIMILAR_CONTENT,0.49
CSTT 300-2,BVVV 200-5,SIMILAR_CONTENT,0.43
CSRR 300,CSLL 300,SIMILAR_CONTENT,0.62
CSRR 300,CSLL 400,SIMILAR_CONTENT,0.12
CSRR 300,CSHH 300,SIMILAR_CONTENT,0.69
CSRR 300,CSLL 100-1,SIMILAR_CONTENT,0.3
CSRR 300,CSYY 400,SIMILAR_CONTENT,0.44
CSRR 300,CSYY 200,SIMILAR_CONTENT,0.36
CSRR 300,CSQQ 200,SIMILAR_CONTENT,0.47
CSRR 300,CSEE 200,SIMILAR_CONTENT,0.47
CSRR 300,CSII 100,SIMILAR_CONTENT,0.42
CSRR 300,CSCC 300,SIMILAR_CONTENT,0.69
CSRR 300,CSMM 300,SIMILAR_CONTENT,0.46
CSRR 300,CSNN 300,SIMILAR_CONTENT,0.48
CSRR 300,BZZZ 300,SIMILAR_CONTENT,0.32
CSRR 300,BFFF 300,SIMILAR_CONTENT,0.5
CSYY 400,CSYY 300,SIMILAR_CONTENT,0.33
CSYY 400,CSII 400,SIMILAR_CONTENT,0.53
CSYY 400,CSII 200,SIMILAR_CONTENT,0.34
CSYY 400,CSYY 200,SIMILAR_CONTENT,0.41
CSYY 400,CSJJ 100,SIMILAR_CONTENT,0.44
CSYY 400,CSEE 200,SIMILAR_CONTENT,0.44
CSYY 400,CSPP 200-1,SIMILAR_CONTENT,0.45
CSYY 400,CSII 100,SIMILAR_CONTENT,0.33
CSYY 400,CSCC 200,SIMILAR_CONTENT,0.47
CSYY 400,CSRR 400,SIMILAR_CONTENT,0.64
CSYY 400,CSWW 400,SIMILAR_CONTENT,0.69
CSYY 400,BYYY 400,SIMILAR_CONTENT,0.4
CSYY 400,BYYY 400-5,SIMILAR_CONTENT,0.46
CSYY 400,BXXX 400,SIMILAR_CONTENT,0.49
CSYY 400,CSYY 200-9,SIMILAR_CONTENT,0.51
CSYY 200-9,CSJJ 200,SIMILAR_CONTENT,0.51
CSYY 200-9,CSMM 100-8,SIMILAR_CONTENT,0.33
CSYY 200-9,CSRR 300,SIMILAR_CONTENT,0.64
CSYY 200-9,CSCC 200,SIMILAR_CONTENT,0.41
CSYY 200-9,CSII 200,SIMILAR_CONTENT,0.54
CSYY 200-9,CSUU 100,SIMILAR_CONTENT,0.36
CSYY 200-9,CSCC 300,SIMILAR_CONTENT,0.43
CSYY 200-9,CSMM 100,SIMILAR_CONTENT,0.5
CSYY 200-9,CSII 200-7,SIMILAR_CONTENT,0.56
CSYY 200-9,CSYY 300,SIMILAR_CONTENT,0.41
CSYY 200-9,CSFF 200,SIMILAR_CONTENT,0.52
CSYY 200-9,CSTT 300-2,SIMILAR_CONTENT,0.49
CSYY 200-9,CSYY 400,SIMILAR_CONTENT,0.49
CSYY 200-9,CSHH 100,SIMILAR_CONTENT,0.36
CSYY 200-9,CSQQ 200,SIMILAR_CONTENT,0.41
CSYY 200-9,CSPP 200-1,SIMILAR_CONTENT,0.59
CSYY 200-9,BAAA 200,SIMILAR_CONTENT,0.44
CSYY 200-9,BZZZ 200,SIMILAR_CONTENT,0.3
CSPP 200-1,CSCC 300,SIMILAR_CONTENT,0.26
CSPP 200-1,CSYY 200,SIMILAR_CONTENT,0.23
CSPP 200-1,CSTT 300,SIMILAR_CONTENT,0.17
CSPP 200-1,CSUU 100-3,SIMILAR_CONTENT,0.47
CSPP 200-1,CSAA 100,SIMILAR_CONTENT,0.78
CSPP 200-1,CSPP 300,SIMILAR_CONTENT,0.65
CSPP 200-1,CSII 100,SIMILAR_CONTENT,0.37
CSPP 200-1,CSSS 300,SIMILAR_CONTENT,0.63
CSPP 200-1,CSPP 200,SIMILAR_CONTENT,0.6
CSPP 200-1,CSEE 200,SIMILAR_CONTENT,0.45
CSPP 200-1,CSOO 200,SIMILAR_CONTENT,0.44
CSPP 200-1,CSFF 200,SIMILAR_CONTENT,0.53
CSPP 200-1,CSYY 400,SIMILAR_CONTENT,0.35
CSPP 200-1,CSII 400,SIMILAR_CONTENT,0.39
CSPP 200-1,CSHH 100,SIMILAR_CONTENT,0.36
CSPP 200-1,CSDD 200,SIMILAR_CONTENT,0.51
CSPP 200-1,CSII 200-7,SIMILAR_CONTENT,0.4
CSPP 200-1,BQQQ 200,SIMILAR_CONTENT,0.45
CSPP 200-1,BMMM 200,SIMILAR_CONTENT,0.45
CSPP 200-1,BCCC 200,SIMILAR_CONTENT,0.37
CSPP 200-1,BZZZ 200,SIMILAR_CONTENT,0.36
CSPP 200-1,BJJJ 200-2,SIMILAR_CONTENT,0.42
CSII 400,CSEE 200,SIMILAR_CONTENT,0.65
CSII 400,CSOO 300,SIMILAR_CONTENT,0.43
CSII 400,CSTT 300,SIMILAR_CONTENT,0.42
CSII 400,CSYY 300,SIMILAR_CONTENT,0.56
CSII 400,CSHH 100,SIMILAR_CONTENT,0.35
CSII 400,CSUU 100,SIMILAR_CONTENT,0.41
CSII 400,CSYY 200,SIMILAR_CONTENT,0.35
CSII 400,CSII 200-7,SIMILAR_CONTENT,0.42
CSII 400,CSLL 400,SIMILAR_CONTENT,0.45
CSII 400,CSOO 200,SIMILAR_CONTENT,0.43
CSII 400,CSRR 100,SIMILAR_CONTENT,0.44
CSII 400,CSRR 300,SIMILAR_CONTENT,0.33
CSII 400,CSYY 400,SIMILAR_CONTENT,0.4
CSII 400,CSPP 200-1,SIMILAR_CONTENT,0.4
CSII 400,CSYY 400-7,SIMILAR_CONTENT,0.49
CSII 400,CSRR 400,SIMILAR_CONTENT,0.5
CSII 400,BQQQ 400,SIMILAR_CONTENT,0.31
CSII 400,BGGG 400,SIMILAR_CONTENT,0.44
CSFF 300,CSPP 100,SIMILAR_CONTENT,0.36
CSFF 300,CSPP 200,SIMILAR_CONTENT,0.37
CSFF 300,CSHH 300,SIMILAR_CONTENT,0.61
CSFF 300,CSLL 100-1,SIMILAR_CONTENT,0.31
CSFF 300,CSAA 100,SIMILAR_CONTENT,0.39
CSFF 300,CSQQ 200,SIMILAR_CONTENT,0.37
CSFF 300,CSMM 300,SIMILAR_CONTENT,0.53
CSFF 300,CSMM 100-8,SIMILAR_CONTENT,0.33
CSFF 300,CSYY 300,SIMILAR_CONTENT,0.51
CSFF 300,CSUU 100-3,SIMILAR_CONTENT,0.47
CSFF 300,CSOO 200,SIMILAR_CONTENT,0.36
CSFF 300,CSNN 300,SIMILAR_CONTENT,0.58
CSFF 300,CSFF 200,SIMILAR_CONTENT,0.45
CSFF 300,CSRR 100,SIMILAR_CONTENT,0.38
CSFF 300,CSTT 300-2,SIMILAR_CONTENT,0.51
CSFF 300,CSYY 400-7,SIMILAR_CONTENT,0.47
CSFF 300,CSKK 100,SIMILAR_CONTENT,0.48
CSFF 300,CSCC 300,SIMILAR_CONTENT,0.42
CSFF 300,CSKK 300,SIMILAR_CONTENT,0.65
CSFF 300,CSOO 300,SIMILAR_CONTENT,0.62
CSFF 300,CSRR 300,SIMILAR_CONTENT,0.43
CSFF 300,BZZZ 300,SIMILAR_CONTENT,0.37
CSFF 300,BLLL 300-3,SIMILAR_CONTENT,0.31
CSII 100,CSDD 200,SIMILAR_CONTENT,0.39
CSII 100,CSMM 100,SIMILAR_CONTENT,0.48
CSII 100,CSAA 100,SIMILAR_CONTENT,0.53
CSII 100,CSRR 300,SIMILAR_CONTENT,0.32
CSII 100,CSFF 300,SIMILAR_CONTENT,0.34
CSII 100,CSNN 100,SIMILAR_CONTENT,0.43
CSII 100,CSUU 100-3,SIMILAR_CONTENT,0.52
CSII 100,BKKK 100,SIMILAR_CONTENT,0.41
CSII 100,BPPP 100,SIMILAR_CONTENT,0.36
CSCC 200,CSDD 200,SIMILAR_CONTENT,0.11
CSCC 200,CSYY 200,SIMILAR_CONTENT,0.65
CSCC 200,CSOO 300,SIMILAR_CONTENT,0.68
CSCC 200,CSTT 300,SIMILAR_CONTENT,0.43
CSCC 200,CSYY 300,SIMILAR_CONTENT,0.41
CSCC 200,CSAA 100,SIMILAR_CONTENT,0.74
CSCC 200,CSRR 400,SIMILAR_CONTENT,0.33
CSCC 200,CSWW 400,SIMILAR_CONTENT,0.54
CSCC 200,CSQQ 200,SIMILAR_CONTENT,0.58
CSCC 200,CSMM 100-8,SIMILAR_CONTENT,0.36
CSCC 200,CSMM 100-1,SIMILAR_CONTENT,0.39
CSCC 200,CSOO 200,SIMILAR_CONTENT,0.57
CSCC 200,CSFF 300,SIMILAR_CONTENT,0.35
CSCC 200,CSII 100,SIMILAR_CONTENT,0.47
CSCC 200,CSAA 300,SIMILAR_CONTENT,0.57
CSCC 200,CSSS 300,SIMILAR_CONTENT,0.34
CSCC 200,CSPP 200,SIMILAR_CONTENT,0.47
CSCC 200,BCCC 200,SIMILAR_CONTENT,0.34
CSCC 200,BTTT 200,SIMILAR_CONTENT,0.36
CSCC 200,BJJJ 200-2,SIMILAR_CONTENT,0.32
CSYY 400-7,CSMM 100,SIMILAR_CONTENT,0.37
CSYY 400-7,CSLL 400,SIMILAR_CONTENT,0.32
CSYY 400-7,CSNN 300,SIMILAR_CONTENT,0.46
CSYY 400-7,CSYY 200-9,SIMILAR_CONTENT,0.58
CSYY 400-7,CSII 100,SIMILAR_CONTENT,0.79
CSYY 400-7,CSLL 300,SIMILAR_CONTENT,0.3
CSYY 400-7,CSII 200-7,SIMILAR_CONTENT,0.46
CSYY 400-7,CSJJ 100,SIMILAR_CONTENT,0.3
CSYY 400-7,CSHH 300,SIMILAR_CONTENT,0.42
CSYY 400-7,CSOO 200,SIMILAR_CONTENT,0.38
CSYY 400-7,CSAA 100,SIMILAR_CONTENT,0.37
CSYY 400-7,CSTT 300-2,SIMILAR_CONTENT,0.48
CSYY 400-7,CSHH 100,SIMILAR_CONTENT,0.34
CSYY 400-7,BYYY 400-5,SIMILAR_CONTENT,0.3
CSKK 100,CSPP 200,SIMILAR_CONTENT,0.42
CSKK 100,CSOO 300,SIMILAR_CONTENT,0.17
CSKK 100,CSMM 100-1,SIMILAR_CONTENT,0.53
CSKK 100,CSAA 100,SIMILAR_CONTENT,0.67
CSKK 100,CSII 200-7,SIMILAR_CONTENT,0.4
CSKK 100,CSQQ 200,SIMILAR_CONTENT,0.33
CSKK 100,CSTT 300,SIMILAR_CONTENT,0.36
CSKK 100,CSUU 100-3,SIMILAR_CONTENT,0.55
CSKK 100,CSPP 300,SIMILAR_CONTENT,0.35
CSKK 100,CSDD 100,SIMILAR_CONTENT,0.53
CSKK 100,BIII 100,SIMILAR_CONTENT,0.37
CSKK 100,BAAA 100,SIMILAR_CONTENT,0.42
CSKK 100,BLLL 100,SIMILAR_CONTENT,0.42
CSKK 100,CSUU 100,SIMILAR_CONTENT,0.69
CSRR 400,CSMM 100-8,SIMILAR_CONTENT,0.48
CSRR 400,CSII 200,SIMILAR_CONTENT,0.32
CSRR 400,CSUU 100,SIMILAR_CONTENT,0.37
CSRR 400,CSPP 200,SIMILAR_CONTENT,0.47
CSRR 400,CSOO 300,SIMILAR_CONTENT,0.38
CSRR 400,CSNN 300,SIMILAR_CONTENT,0.46
CSRR 400,CSFF 200,SIMILAR_CONTENT,0.47
CSRR 400,CSRR 300,SIMILAR_CONTENT,0.42
CSRR 400,CSYY 200-9,SIMILAR_CONTENT,0.45
CSRR 400,CSFF 300,SIMILAR_CONTENT,0.38
CSRR 400,CSKK 100,SIMILAR_CONTENT,0.32
CSRR 400,CSWW 400,SIMILAR_CONTENT,0.55
CSRR 400,CSYY 400,SIMILAR_CONTENT,0.68
CSRR 400,BYYY 400,SIMILAR_CONTENT,0.46
CSRR 400,BQQQ 400-7,SIMILAR_CONTENT,0.38
CSRR 400,BRRR 400,SIMILAR_CONTENT,0.45
CSRR 400,CSUU 100-3,SIMILAR_CONTENT,0.55
CSAA 300,CSPP 200,SIMILAR_CONTENT,0.53
CSAA 300,CSEE 200,SIMILAR_CONTENT,0.41
CSAA 300,CSTT 300,SIMILAR_CONTENT,0.72
CSAA 300,CSMM 100-1,SIMILAR_CONTENT,0.56
CSAA 300,CSNN 300,SIMILAR_CONTENT,0.64
CSAA 300,CSII 100,SIMILAR_CONTENT,0.16
CSAA 300,CSYY 200,SIMILAR_CONTENT,0.44
CSAA 300,CSLL 400,SIMILAR_CONTENT,0.48
CSAA 300,CSFF 200,SIMILAR_CONTENT,0.42
CSAA 300,CSFF 300,SIMILAR_CONTENT,0.64
CSAA 300,CSCC 200,SIMILAR_CONTENT,0.41
CSAA 300,CSYY 400-7,SIMILAR_CONTENT,0.36
CSAA 300,CSKK 300,SIMILAR_CONTENT,0.65
CSAA 300,BVVV 300,SIMILAR_CONTENT,0.37
CSAA 300,BNNN 300,SIMILAR_CONTENT,0.46
CSAA 300,BLLL 300,SIMILAR_CONTENT,0.34
CSAA 300,CSDD 200,SIMILAR_CONTENT,0.69
CSSS 300,CSMM 100,SIMILAR_CONTENT,0.43
CSSS 300,CSYY 200-9,SIMILAR_CONTENT,0.34
CSSS 300,CSPP 200-1,SIMILAR_CONTENT,0.66
CSSS 300,CSCC 200,SIMILAR_CONTENT,0.79
CSSS 300,CSCC 300,SIMILAR_CONTENT,0.51
CSSS 300,CSTT 300,SIMILAR_CONTENT,0.41
CSSS 300,CSHH 300,SIMILAR_CONTENT,0.5
CSSS 300,CSYY 300,SIMILAR_CONTENT,0.56
