:START_ID(Student),:END_ID(Course),:TYPE,term,grade,difficulty:int,timeSpent:int,instructionMode,enjoyment:boolean
NH78010,CSUU 100,COMPLETED,Fall2023,A-,3,4,Online,true
NH78010,BAAA 100,COMPLETED,Fall2023,B+,4,7,Online,true
NH78010,BVVV 200,COMPLETED,Spring2024,A,2,6,Online,true
NH78010,CSKK 100,COMPLETED,Spring2024,A,3,6,Online,true
NH78010,CSFF 200,COMPLETED,Spring2024,B-,3,5,Online,false
NH78010,CSHH 100,COMPLETED,Spring2024,C+,3,8,In-person,false
NH78010,CSRR 100,COMPLETED,Spring2024,C,4,6,In-person,false
NH78010,CSLL 300,COMPLETED,Summer2024,B+,3,8,In-person,true
NH78010,BPPP 300,COMPLETED,Summer2024,C,3,6,In-person,false
NH78010,CSLL 100,COMPLETED,Summer2024,B+,3,4,In-person,true
YS45948,CSPP 100,COMPLETED,Spring2021,C+,3,4,In-person,false
YS45948,CSPP 200-1,COMPLETED,Spring2021,A-,1,3,In-person,true
YS45948,CSDD 200,COMPLETED,Summer2021,A,3,7,In-person,true
YS45948,CSUU 100-3,COMPLETED,Summer2021,A,4,5,Online,true
YS45948,BPPP 100,COMPLETED,Fall2021,C,4,6,In-person,false
YS45948,CSMM 100-8,COMPLETED,Fall2021,B+,3,5,In-person,true
YS45948,BJJJ 100,COMPLETED,Fall2021,C+,4,10,In-person,false
YS45948,CSJJ 100,COMPLETED,Spring2022,C,3,4,In-person,false
YS45948,BOOO 200,COMPLETED,Summer2022,B+,2,6,Online,true
YS45948,BTTT 200,COMPLETED,Summer2022,B,2,4,In-person,true
YS45948,CSPP 300,COMPLETED,Summer2022,B-,2,8,Hybrid,false
YS45948,CSFF 200,COMPLETED,Fall2022,A,3,5,Online,true
YS45948,BXXX 100,COMPLETED,Spring2023,B,3,5,In-person,true
YS45948,BZZZ 300,COMPLETED,Spring2023,B+,2,6,In-person,true
YS45948,CSNN 100,COMPLETED,Summer2023,A-,2,5,In-person,true
YS45948,CSLL 100,COMPLETED,Summer2023,A,3,7,Online,true
YS45948,BIII 100,COMPLETED,Summer2023,C+,4,6,In-person,false
YS45948,CSDD 100,COMPLETED,Fall2023,D,2,4,In-person,false
YS45948,CSCC 300,COMPLETED,Fall2023,C,2,4,In-person,false
YS45948,CSYY 200-9,COMPLETED,Spring2024,A-,3,7,Hybrid,true
YS45948,CSMM 300,COMPLETED,Spring2024,B,3,7,Online,true
YS45948,CSEE 200,COMPLETED,Summer2024,C-,2,4,Online,false
YS45948,BLLL 100,COMPLETED,Summer2024,B+,3,5,In-person,true
GT63710,BTTT 200,COMPLETED,Spring2023,A,2,5,Online,true
GT63710,BAAA 200,COMPLETED,Spring2023,B-,3,5,Online,false
GT63710,BJJJ 100,COMPLETED,Summer2023,A,4,7,In-person,true
GT63710,BIII 100,COMPLETED,Summer2023,A,4,4,In-person,true
GT63710,CSUU 100,COMPLETED,Fall2023,B+,3,5,In-person,true
GT63710,BVVV 200,COMPLETED,Spring2024,A,2,5,In-person,true
GT63710,BKKK 200,COMPLETED,Spring2024,A,4,7,In-person,true
GT63710,CSUU 100-3,COMPLETED,Summer2024,B+,4,8,Hybrid,true
GT63710,BPPP 300,COMPLETED,Summer2024,C+,3,8,Online,false
OQ61769,CSHH 100,COMPLETED,Fall2022,B+,3,8,In-person,true
OQ61769,CSDD 100,COMPLETED,Spring2023,A-,2,5,In-person,true
OQ61769,CSLL 100,COMPLETED,Summer2023,A-,3,5,Online,true
OQ61769,CSNN 100,COMPLETED,Summer2023,B-,2,5,Online,false
OQ61769,CSEE 200,COMPLETED,Summer2023,D+,2,3,In-person,false
OQ61769,CSPP 100,COMPLETED,Fall2023,B-,3,3,Online,false
OQ61769,CSKK 100,COMPLETED,Fall2023,B,3,6,In-person,true
OQ61769,CSMM 100-8,COMPLETED,Spring2024,B,3,4,In-person,true
OQ61769,CSUU 100-3,COMPLETED,Summer2024,B-,4,8,Online,false
OQ61769,CSLL 300,COMPLETED,Summer2024,B,3,4,Online,true
OQ61769,CSCC 300,COMPLETED,Summer2024,B-,2,4,In-person,false
DJ98899,CSEE 200,COMPLETED,Summer2023,C,2,4,Online,false
DJ98899,BTTT 200,COMPLETED,Summer2023,C-,2,5,Online,false
DJ98899,BLLL 100,COMPLETED,Summer2023,B-,3,5,In-person,false
DJ98899,CSUU 100-3,COMPLETED,Summer2023,A-,4,8,Online,true
DJ98899,CSMM 100,COMPLETED,Fall2023,C+,2,5,Hybrid,false
DJ98899,BIII 100,COMPLETED,Fall2023,A-,4,5,Online,true
DJ98899,CSMM 100-8,COMPLETED,Fall2023,A,3,5,In-person,true
DJ98899,CSJJ 100,COMPLETED,Spring2024,B-,3,5,Hybrid,false
DJ98899,CSPP 100,COMPLETED,Summer2024,A,3,5,Online,true
DJ98899,CSDD 200,COMPLETED,Summer2024,B+,3,8,Online,true
NP31846,BTTT 200,COMPLETED,Summer2023,A,2,5,Online,true
NP31846,BLLL 100,COMPLETED,Summer2023,C+,3,6,Hybrid,false
NP31846,CSLL 100,COMPLETED,Summer2023,C+,3,5,Hybrid,false
NP31846,CSPP 200-1,COMPLETED,Fall2023,C+,1,4,Hybrid,false
NP31846,CSOO 200,COMPLETED,Spring2024,A-,5,9,In-person,false
NP31846,BIII 100,COMPLETED,Spring2024,C+,4,4,Online,false
NP31846,CSDD 200,COMPLETED,Spring2024,D,3,6,Online,false
NP31846,CSPP 100,COMPLETED,Summer2024,B+,3,4,In-person,true
PD76679,BVVV 200,COMPLETED,Fall2023,C,2,7,In-person,false
PD76679,CSEE 200,COMPLETED,Fall2023,B-,2,6,Online,false
PD76679,BIII 100,COMPLETED,Fall2023,C,4,6,Online,false
PD76679,CSDD 100,COMPLETED,Spring2024,A-,2,4,In-person,true
PD76679,CSLL 100,COMPLETED,Spring2024,B+,3,7,In-person,true
PD76679,CSDD 200,COMPLETED,Spring2024,A-,3,8,In-person,true
PD76679,BTTT 200,COMPLETED,Summer2024,A-,2,5,In-person,true
PL59891,CSLL 100,COMPLETED,Spring2023,A-,3,5,In-person,true
PL59891,CSUU 100-3,COMPLETED,Summer2023,A-,4,7,Hybrid,true
PL59891,BJJJ 100,COMPLETED,Summer2023,C,4,6,In-person,false
PL59891,CSDD 200,COMPLETED,Fall2023,A,3,6,Online,true
PL59891,BXXX 100,COMPLETED,Fall2023,C-,3,6,In-person,false
PL59891,BVVV 200,COMPLETED,Spring2024,A-,2,6,Online,true
PL59891,CSEE 200,COMPLETED,Summer2024,A,2,3,In-person,true
XN54429,CSEE 200,COMPLETED,Summer2024,B+,2,3,Online,true
XN54429,CSLL 100,COMPLETED,Summer2024,A,3,6,Hybrid,true
IW87109,CSPP 100,COMPLETED,Spring2021,B+,3,5,In-person,true
IW87109,CSMM 100-1,COMPLETED,Spring2021,B-,3,4,In-person,false
IW87109,CSLL 100,COMPLETED,Spring2021,B-,3,7,In-person,false
IW87109,CSNN 100,COMPLETED,Summer2021,D,2,5,In-person,false
IW87109,CSDD 200,COMPLETED,Summer2021,C+,3,8,In-person,false
IW87109,CSKK 300,COMPLETED,Summer2021,A,4,9,In-person,true
IW87109,CSYY 400-7,COMPLETED,Fall2021,B,4,8,In-person,true
IW87109,CSSS 300,COMPLETED,Fall2021,A-,2,8,Online,true
IW87109,BUUU 100,COMPLETED,Spring2022,C,4,6,Hybrid,false
IW87109,CSEE 200,COMPLETED,Spring2022,A,2,6,In-person,true
IW87109,BJJJ 100,COMPLETED,Summer2022,B,4,10,In-person,true
IW87109,BIII 100,COMPLETED,Summer2022,A-,4,6,Online,true
IW87109,CSOO 200,COMPLETED,Fall2022,A,5,12,In-person,false
IW87109,CSAA 100,COMPLETED,Fall2022,D+,2,3,In-person,false
IW87109,CSMM 100-8,COMPLETED,Fall2022,A-,3,5,In-person,true
IW87109,CSHH 100,COMPLETED,Spring2023,C+,3,8,Hybrid,false
IW87109,CSLL 300,COMPLETED,Summer2023,B+,3,5,Online,true
IW87109,BLLL 100,COMPLETED,Summer2023,B,3,8,In-person,true
IW87109,BTTT 200,COMPLETED,Summer2023,B,2,4,In-person,true
IW87109,CSRR 100,COMPLETED,Fall2023,B-,4,6,In-person,false
IW87109,CSJJ 100,COMPLETED,Spring2024,C,3,6,Hybrid,false
IW87109,CSYY 200-9,COMPLETED,Spring2024,C,3,5,In-person,false
IW87109,CSUU 100-3,COMPLETED,Summer2024,C,4,7,In-person,false
IW87109,CSYY 200,COMPLETED,Summer2024,C+,3,8,In-person,false
HL40392,BTTT 200,COMPLETED,Summer2023,B+,2,5,Online,true
HL40392,CSPP 100,COMPLETED,Summer2023,C,3,6,Online,false
HL40392,CSEE 200,COMPLETED,Fall2023,A-,2,4,In-person,true
HL40392,BXXX 100,COMPLETED,Spring2024,A,3,7,In-person,true
HL40392,CSDD 200,COMPLETED,Summer2024,B-,3,6,In-person,false
HL40392,BLLL 100,COMPLETED,Summer2024,B-,3,5,Hybrid,false
ZM92876,BVVV 200,COMPLETED,Fall2023,B+,2,7,In-person,true
ZM92876,CSHH 100,COMPLETED,Spring2024,C,3,8,In-person,false
ZM92876,CSJJ 100,COMPLETED,Spring2024,C,3,6,In-person,false
ZM92876,CSLL 100,COMPLETED,Summer2024,B,3,7,Hybrid,true
GT63198,CSAA 100,COMPLETED,Fall2023,A-,2,2,In-person,true
GT63198,CSPP 100,COMPLETED,Fall2023,C+,3,5,Online,false
GT63198,CSMM 100-8,COMPLETED,Spring2024,A,3,6,In-person,true
GT63198,BTTT 200,COMPLETED,Summer2024,B,2,4,Online,true
GT63198,BLLL 100,COMPLETED,Summer2024,B,3,6,In-person,true
HR56240,CSKK 100,COMPLETED,Spring2022,A,3,5,Hybrid,true
HR56240,CSAA 100,COMPLETED,Spring2022,A,2,4,In-person,true
HR56240,CSEE 200,COMPLETED,Spring2022,A-,2,4,Online,true
HR56240,CSUU 100-3,COMPLETED,Summer2022,B+,4,8,Hybrid,true
HR56240,CSNN 100,COMPLETED,Summer2022,W,2,4,Online,false
HR56240,CSOO 200,COMPLETED,Fall2022,A-,5,12,Online,false
HR56240,CSDD 100,COMPLETED,Spring2023,C,2,4,In-person,false
HR56240,BLLL 100,COMPLETED,Summer2023,B-,3,7,In-person,false
HR56240,BJJJ 100,COMPLETED,Summer2023,B+,4,7,In-person,true
HR56240,CSMM 100,COMPLETED,Fall2023,B-,2,4,Hybrid,false
HR56240,CSFF 300,COMPLETED,Fall2023,A,3,4,In-person,true
HR56240,BVVV 200,COMPLETED,Spring2024,B,2,6,Online,true
HR56240,CSHH 100,COMPLETED,Spring2024,B,3,7,Hybrid,true
HR56240,CSLL 100,COMPLETED,Summer2024,D,3,4,Online,false
WV15382,BAAA 200,COMPLETED,Spring2021,A,3,6,Online,true
WV15382,CSDD 200,COMPLETED,Summer2021,C+,3,9,Online,false
WV15382,CSUU 100-3,COMPLETED,Summer2021,A,4,9,Hybrid,true
WV15382,CSEE 200,COMPLETED,Summer2021,A-,2,6,In-person,true
WV15382,CSDD 100,COMPLETED,Fall2021,B,2,6,In-person,true
WV15382,BLLL 100,COMPLETED,Fall2021,B,3,8,In-person,true
WV15382,CSKK 100,COMPLETED,Fall2021,B,3,5,Online,true
WV15382,CSPP 200-1,COMPLETED,Spring2022,A-,1,4,In-person,true
WV15382,CSPP 100,COMPLETED,Spring2022,C+,3,5,In-person,false
WV15382,BJJJ 100,COMPLETED,Spring2022,B-,4,9,In-person,false
WV15382,CSYY 200-9,COMPLETED,Spring2022,C,3,5,In-person,false
WV15382,BTTT 200,COMPLETED,Summer2022,B,2,4,Online,true
WV15382,CSLL 100,COMPLETED,Summer2022,B+,3,6,Online,true
WV15382,BIII 100,COMPLETED,Summer2022,C+,4,7,In-person,false
WV15382,CSOO 200,COMPLETED,Fall2022,C+,5,12,Online,false
WV15382,BVVV 200,COMPLETED,Fall2022,A,2,6,Online,true
WV15382,CSHH 100,COMPLETED,Fall2022,B+,3,5,Hybrid,true
WV15382,CSUU 100,COMPLETED,Fall2022,B-,3,5,In-person,false
WV15382,CSMM 300,COMPLETED,Spring2023,C-,3,7,In-person,false
WV15382,CSMM 100-8,COMPLETED,Spring2023,A-,3,5,In-person,true
WV15382,BPPP 300,COMPLETED,Spring2023,B-,3,10,Online,false
WV15382,BUUU 100,COMPLETED,Spring2023,A-,4,7,Hybrid,true
WV15382,CSYY 200,COMPLETED,Summer2023,A-,3,5,In-person,true
WV15382,CSKK 300,COMPLETED,Summer2023,C+,4,6,Online,false
WV15382,CSQQ 200,COMPLETED,Fall2023,B-,3,6,In-person,false
WV15382,CSNN 100,COMPLETED,Fall2023,B+,2,6,Online,true
WV15382,BLLL 300,COMPLETED,Spring2024,A,3,7,In-person,true
WV15382,CSLL 300,COMPLETED,Summer2024,B-,3,6,Hybrid,false
WV15382,CSCC 300,COMPLETED,Summer2024,A,2,5,In-person,true
NC76204,CSPP 100,COMPLETED,Summer2023,B,3,5,In-person,true
NC76204,CSNN 100,COMPLETED,Summer2023,B+,2,5,In-person,true
NC76204,BIII 100,COMPLETED,Summer2023,A-,4,4,In-person,true
NC76204,CSYY 200-9,COMPLETED,Fall2023,C-,3,10,In-person,false
NC76204,CSRR 100,COMPLETED,Fall2023,C+,4,4,In-person,false
NC76204,CSKK 300,COMPLETED,Fall2023,W,4,9,Online,false
NC76204,BJJJ 100,COMPLETED,Fall2023,C-,4,7,In-person,false
NC76204,CSMM 100-1,COMPLETED,Spring2024,A,3,4,Online,true
NC76204,BTTT 200,COMPLETED,Summer2024,B,2,5,Online,true
NC76204,BLLL 100,COMPLETED,Summer2024,C+,3,7,Online,false
NC76204,BPPP 300,COMPLETED,Summer2024,C-,3,6,In-person,false
NS37322,CSOO 200,COMPLETED,Spring2024,A-,5,10,In-person,false
NS37322,BAAA 200,COMPLETED,Spring2024,B-,3,5,In-person,false
NS37322,BTTT 200,COMPLETED,Summer2024,A,2,3,Online,true
NS37322,BLLL 100,COMPLETED,Summer2024,D+,3,6,Hybrid,false
NS37322,CSLL 100,COMPLETED,Summer2024,C,3,7,In-person,false
NS37322,CSDD 200,COMPLETED,Summer2024,B,3,9,Online,true
NS37322,BIII 100,COMPLETED,Summer2024,C+,4,5,In-person,false
VM21221,CSDD 200,COMPLETED,Summer2022,C,3,8,In-person,false
VM21221,BJJJ 100,COMPLETED,Summer2022,C+,4,6,In-person,false
VM21221,BPPP 100,COMPLETED,Fall2022,B,4,4,Online,true
VM21221,CSSS 300,COMPLETED,Spring2023,A-,2,5,Hybrid,true
VM21221,CSPP 200-1,COMPLETED,Spring2023,A-,1,4,In-person,true
VM21221,BIII 100,COMPLETED,Summer2023,C,4,5,Online,false
VM21221,BXXX 100,COMPLETED,Fall2023,C+,3,7,In-person,false
VM21221,BUUU 100,COMPLETED,Fall2023,A-,4,7,Hybrid,true
VM21221,BKKK 200,COMPLETED,Fall2023,B,4,10,Hybrid,true
VM21221,CSLL 100,COMPLETED,Spring2024,B-,3,5,Hybrid,false
VM21221,CSUU 100,COMPLETED,Spring2024,W,3,6,In-person,false
VM21221,CSHH 100,COMPLETED,Spring2024,B-,3,9,Hybrid,false
VM21221,BPPP 300,COMPLETED,Summer2024,B+,3,8,Hybrid,true
VM21221,CSUU 100-3,COMPLETED,Summer2024,D+,4,6,Hybrid,false
VM21221,BTTT 200,COMPLETED,Summer2024,B,2,5,In-person,true
EN95314,CSUU 100-3,COMPLETED,Spring2022,B,4,8,Hybrid,true
EN95314,BAAA 200,COMPLETED,Spring2022,B-,3,7,Online,false
EN95314,BIII 100,COMPLETED,Spring2022,A-,4,6,Online,true
EN95314,BLLL 100,COMPLETED,Summer2022,D+,3,7,Hybrid,false
EN95314,CSMM 100-1,COMPLETED,Fall2022,C+,3,3,In-person,false
EN95314,BPPP 100,COMPLETED,Fall2022,C+,4,4,Online,false
EN95314,BTTT 200,COMPLETED,Fall2022,C-,2,6,In-person,false
EN95314,CSRR 100,COMPLETED,Spring2023,F,4,4,Online,false
EN95314,BOOO 200,COMPLETED,Spring2023,B,2,5,In-person,true
EN95314,BPPP 300,COMPLETED,Summer2023,C+,3,6,In-person,false
EN95314,CSLL 100-1,COMPLETED,Fall2023,F,3,6,In-person,false
EN95314,BCCC 200-8,COMPLETED,Fall2023,A,3,6,In-person,true
EN95314,BUUU 100,COMPLETED,Fall2023,C,4,4,In-person,false
EN95314,CSRR 300,COMPLETED,Spring2024,C,5,6,In-person,false
EN95314,BMMM 200,COMPLETED,Spring2024,A-,4,6,In-person,true
EN95314,BGGG 400,COMPLETED,Summer2024,C,4,14,In-person,false
EN95314,BJJJ 100,COMPLETED,Summer2024,C,4,8,In-person,false
PG50522,BAAA 200,COMPLETED,Spring2024,B-,3,5,Online,false
PG50522,BUUU 100,COMPLETED,Spring2024,B-,4,6,In-person,false
PG50522,CSDD 200,COMPLETED,Summer2024,B+,3,7,Online,true
PG50522,BTTT 200,COMPLETED,Summer2024,A,2,4,In-person,true
OA40287,CSNN 100,COMPLETED,Summer2022,B+,2,5,Online,true
OA40287,BPPP 100,COMPLETED,Fall2022,A,4,4,Online,true
OA40287,BVVV 200,COMPLETED,Fall2022,C-,2,4,In-person,false
OA40287,BMMM 200,COMPLETED,Spring2023,A-,4,5,Online,true
OA40287,BAAA 200,COMPLETED,Spring2023,C,3,6,In-person,false
OA40287,BIII 100,COMPLETED,Summer2023,B+,4,5,In-person,true
OA40287,CSJJ 100,COMPLETED,Fall2023,B-,3,7,Hybrid,false
OA40287,BJJJ 100,COMPLETED,Spring2024,A-,4,7,In-person,true
OA40287,BTTT 200,COMPLETED,Summer2024,C-,2,5,In-person,false
OA40287,BOOO 200,COMPLETED,Summer2024,W,2,7,Online,false
IK85363,CSEE 200,COMPLETED,Summer2021,B+,2,6,Online,true
IK85363,CSHH 100,COMPLETED,Fall2021,A-,3,6,In-person,true
IK85363,CSAA 100,COMPLETED,Fall2021,A,2,2,In-person,true
IK85363,CSDD 200,COMPLETED,Fall2021,B+,3,8,Online,true
IK85363,BAAA 200,COMPLETED,Spring2022,A,3,7,In-person,true
IK85363,BLLL 100,COMPLETED,Summer2022,B,3,6,In-person,true
IK85363,CSYY 200,COMPLETED,Summer2022,B+,3,7,In-person,true
IK85363,BPPP 100,COMPLETED,Fall2022,C+,4,5,In-person,false
IK85363,CSLL 100-1,COMPLETED,Fall2022,F,3,7,In-person,false
IK85363,CSJJ 100,COMPLETED,Spring2023,B,3,5,Hybrid,true
IK85363,CSUU 100-3,COMPLETED,Spring2023,A-,4,6,Online,true
IK85363,CSSS 300,COMPLETED,Spring2023,B-,2,8,Online,false
IK85363,CSPP 100,COMPLETED,Summer2023,C,3,4,In-person,false
IK85363,CSKK 300,COMPLETED,Fall2023,C,4,11,Online,false
IK85363,CSKK 100,COMPLETED,Fall2023,C+,3,5,Hybrid,false
IK85363,CSFF 200,COMPLETED,Fall2023,B,3,6,Online,true
IK85363,CSPP 200,COMPLETED,Fall2023,C-,2,3,In-person,false
IK85363,BIII 100,COMPLETED,Spring2024,C,4,4,In-person,false
IK85363,BJJJ 100,COMPLETED,Summer2024,B,4,10,In-person,true
IK85363,CSLL 300,COMPLETED,Summer2024,A,3,7,Hybrid,true
IK85363,BTTT 200,COMPLETED,Summer2024,B+,2,3,In-person,true
OL00858,CSPP 100,COMPLETED,Spring2022,B-,3,5,In-person,false
OL00858,BIII 100,COMPLETED,Spring2022,A-,4,6,In-person,true
OL00858,CSFF 200,COMPLETED,Spring2022,C,3,5,In-person,false
OL00858,CSMM 100-1,COMPLETED,Spring2022,B+,3,4,In-person,true
OL00858,CSHH 100,COMPLETED,Spring2022,A,3,5,Hybrid,true
OL00858,CSUU 100-3,COMPLETED,Summer2022,B,4,5,Hybrid,true
OL00858,CSEE 200,COMPLETED,Summer2022,W,2,3,In-person,false
OL00858,BAAA 100,COMPLETED,Fall2022,B+,4,8,In-person,true
OL00858,BVVV 200,COMPLETED,Fall2022,A-,2,5,In-person,true
OL00858,BLLL 100,COMPLETED,Fall2022,B-,3,8,In-person,false
OL00858,CSMM 100-8,COMPLETED,Fall2022,A-,3,5,In-person,true
OL00858,CSDD 100,COMPLETED,Fall2022,A,2,5,In-person,true
OL00858,CSPP 200-1,COMPLETED,Spring2023,B+,1,4,Hybrid,true
OL00858,CSYY 200,COMPLETED,Summer2023,B+,3,8,In-person,true
OL00858,BTTT 200,COMPLETED,Summer2023,C+,2,4,In-person,false
OL00858,CSKK 300,COMPLETED,Summer2023,A-,4,10,Online,true
OL00858,CSRR 400,COMPLETED,Fall2023,B,2,4,Online,true
OL00858,CSLL 300,COMPLETED,Spring2024,B,3,5,Hybrid,true
OL00858,CSYY 200-9,COMPLETED,Spring2024,B+,3,9,Hybrid,true
OL00858,CSLL 100,COMPLETED,Spring2024,B,3,6,In-person,true
OL00858,BJJJ 100,COMPLETED,Spring2024,A,4,8,In-person,true
OL00858,CSJJ 100,COMPLETED,Spring2024,A-,3,4,In-person,true
OL00858,CSDD 200,COMPLETED,Summer2024,A,3,5,In-person,true
MH22059,BVVV 200,COMPLETED,Fall2023,B-,2,5,Online,false
MH22059,BJJJ 100,COMPLETED,Fall2023,C,4,10,In-person,false
MH22059,CSKK 100,COMPLETED,Fall2023,B-,3,4,In-person,false
MH22059,BUUU 100,COMPLETED,Fall2023,B,4,4,Hybrid,true
MH22059,BXXX 100,COMPLETED,Spring2024,C,3,7,In-person,false
MH22059,BPPP 100,COMPLETED,Spring2024,B,4,6,Online,true
MH22059,BTTT 200,COMPLETED,Summer2024,B,2,3,In-person,true
UY04824,CSAA 100,COMPLETED,Spring2021,B+,2,3,In-person,true
UY04824,BLLL 100,COMPLETED,Summer2021,C+,3,5,Online,false
UY04824,CSEE 200,COMPLETED,Summer2021,A,2,6,Online,true
UY04824,BIII 100,COMPLETED,Summer2021,A,4,7,In-person,true
UY04824,CSUU 100-3,COMPLETED,Fall2021,B+,4,5,Hybrid,true
UY04824,CSNN 100,COMPLETED,Fall2021,D+,2,4,In-person,false
UY04824,CSLL 100,COMPLETED,Fall2021,F,3,7,In-person,false
UY04824,CSKK 100,COMPLETED,Fall2021,B,3,6,Online,true
UY04824,CSJJ 100,COMPLETED,Fall2021,B,3,7,Hybrid,true
UY04824,BTTT 200,COMPLETED,Spring2022,C,2,4,Online,false
UY04824,BJJJ 100,COMPLETED,Spring2022,C,4,9,In-person,false
UY04824,BPPP 100,COMPLETED,Spring2022,C-,4,5,Online,false
UY04824,CSCC 300,COMPLETED,Summer2022,D,2,5,In-person,false
UY04824,BOOO 200,COMPLETED,Summer2022,B-,2,6,In-person,false
UY04824,CSDD 200,COMPLETED,Summer2022,B+,3,9,Online,true
UY04824,CSPP 300,COMPLETED,Summer2022,B,2,8,In-person,true
UY04824,CSTT 300-2,COMPLETED,Fall2022,A-,3,5,In-person,true
UY04824,BVVV 200,COMPLETED,Fall2022,C,2,6,Online,false
UY04824,BUUU 100,COMPLETED,Fall2022,B+,4,5,Hybrid,true
UY04824,BPPP 300,COMPLETED,Fall2022,A,3,8,Hybrid,true
UY04824,BBBB 200,COMPLETED,Spring2023,A,1,6,Hybrid,true
UY04824,BLLL 300,COMPLETED,Spring2023,B+,3,6,In-person,true
UY04824,CSPP 100,COMPLETED,Summer2023,A-,3,5,In-person,true
UY04824,CSMM 100-1,COMPLETED,Fall2023,C,3,3,In-person,false
UY04824,BWWW 200,COMPLETED,Fall2023,A-,2,5,In-person,true
UY04824,CSYY 200-9,COMPLETED,Fall2023,A-,3,10,Hybrid,true
UY04824,BKKK 200,COMPLETED,Fall2023,A,4,10,Hybrid,true
UY04824,CSSS 300,COMPLETED,Spring2024,B+,2,7,Online,true
UY04824,BMMM 200,COMPLETED,Spring2024,A-,4,5,In-person,true
UY04824,CSOO 200,COMPLETED,Spring2024,C,5,9,In-person,false
UY04824,CSDD 100,COMPLETED,Spring2024,A,2,4,In-person,true
UY04824,BCCC 200,COMPLETED,Spring2024,B-,1,4,In-person,false
UY04824,CSKK 300,COMPLETED,Summer2024,C+,4,9,In-person,false
RR13635,CSKK 100,COMPLETED,Spring2021,D,3,6,In-person,false
RR13635,BPPP 100,COMPLETED,Spring2021,C-,4,7,In-person,false
RR13635,CSNN 100,COMPLETED,Spring2021,C,2,6,In-person,false
RR13635,CSRR 100,COMPLETED,Spring2021,A,4,5,In-person,true
RR13635,CSOO 200,COMPLETED,Spring2021,A,5,9,In-person,false
RR13635,CSEE 200,COMPLETED,Summer2021,C-,2,5,Online,false
RR13635,BTTT 200,COMPLETED,Summer2021,B,2,6,Online,true
RR13635,CSUU 100,COMPLETED,Fall2021,B,3,5,Online,true
RR13635,CSMM 100,COMPLETED,Fall2021,B-,2,5,In-person,false
RR13635,CSMM 100-8,COMPLETED,Fall2021,C+,3,5,In-person,false
RR13635,CSFF 200,COMPLETED,Fall2021,B,3,8,Online,true
RR13635,CSUU 100-3,COMPLETED,Fall2021,B-,4,4,Hybrid,false
RR13635,CSHH 100,COMPLETED,Spring2022,C,3,9,In-person,false
RR13635,CSYY 200,COMPLETED,Summer2022,C+,3,7,In-person,false
RR13635,CSLL 100,COMPLETED,Summer2022,A,3,7,Online,true
RR13635,BJJJ 100,COMPLETED,Summer2022,A-,4,9,In-person,true
RR13635,CSLL 300,COMPLETED,Summer2022,A-,3,7,Online,true
RR13635,BUUU 100,COMPLETED,Fall2022,C,4,6,In-person,false
RR13635,BXXX 100,COMPLETED,Fall2022,A-,3,7,In-person,true
RR13635,CSDD 100,COMPLETED,Fall2022,B-,2,3,In-person,false
RR13635,BLLL 300,COMPLETED,Spring2023,B-,3,6,Online,false
RR13635,BAAA 200,COMPLETED,Spring2023,C,3,5,In-person,false
RR13635,CSDD 200,COMPLETED,Summer2023,B+,3,8,Online,true
RR13635,CSCC 300,COMPLETED,Summer2023,A,2,5,Online,true
RR13635,BIII 100,COMPLETED,Summer2023,B,4,5,Online,true
RR13635,CSPP 100,COMPLETED,Summer2023,C+,3,5,In-person,false
RR13635,CSFF 300,COMPLETED,Fall2023,A-,3,8,In-person,true
RR13635,BCCC 200,COMPLETED,Fall2023,A,1,5,In-person,true
RR13635,CSII 200-7,COMPLETED,Fall2023,C,4,5,In-person,false
RR13635,BJJJ 200-2,COMPLETED,Fall2023,B,5,9,Hybrid,false
RR13635,CSAA 300,COMPLETED,Spring2024,A-,3,8,In-person,true
RR13635,CSOO 300,COMPLETED,Spring2024,B+,3,8,Online,true
RR13635,BOOO 200,COMPLETED,Summer2024,C+,2,4,Online,false
WX68967,BLLL 100,COMPLETED,Summer2023,C,3,7,Hybrid,false
WX68967,BJJJ 100,COMPLETED,Summer2023,C-,4,7,In-person,false
WX68967,CSPP 100,COMPLETED,Summer2023,A-,3,3,In-person,true
WX68967,BIII 100,COMPLETED,Summer2023,B-,4,6,Online,false
WX68967,CSDD 200,COMPLETED,Summer2023,B,3,10,In-person,true
WX68967,BXXX 100,COMPLETED,Fall2023,C+,3,7,In-person,false
WX68967,BKKK 200,COMPLETED,Fall2023,B,4,6,Hybrid,true
WX68967,CSUU 100-3,COMPLETED,Fall2023,B+,4,8,Online,true
WX68967,CSNN 100,COMPLETED,Fall2023,B+,2,7,In-person,true
WX68967,CSMM 100-1,COMPLETED,Spring2024,B-,3,5,In-person,false
WX68967,CSAA 100,COMPLETED,Spring2024,B,2,5,In-person,true
WX68967,BTTT 200,COMPLETED,Spring2024,C,2,4,In-person,false
WX68967,BPPP 300,COMPLETED,Summer2024,B,3,8,In-person,true
WX68967,CSKK 300,COMPLETED,Summer2024,A-,4,10,In-person,true
WX68967,CSLL 100,COMPLETED,Summer2024,D+,3,7,Hybrid,false
WX68967,CSEE 200,COMPLETED,Summer2024,B-,2,5,Online,false
XO58391,BTTT 200,COMPLETED,Summer2024,B+,2,4,Online,true
