:START_ID(Student),:END_ID(Student),:TYPE,similarity:float
DM07361,DX26721,SIMILAR_LEARNING_STYLE,0.79
DM07361,AK10460,SIMILAR_LEARNING_STYLE,0.73
DM07361,EG33172,SIMILAR_LEARNING_STYLE,0.57
DM07361,WS89200,SIMILAR_LEARNING_STYLE,0.69
DM07361,KI59913,SIMILAR_LEARNING_STYLE,0.83
DM07361,DW48076,SIMILAR_LEARNING_STYLE,0.64
DM07361,UZ31365,SIMILAR_LEARNING_STYLE,0.71
DM07361,YX06245,SIMILAR_LEARNING_STYLE,0.79
DM07361,FS65039,SIMILAR_LEARNING_STYLE,0.66
DM07361,TJ95461,SIMILAR_LEARNING_STYLE,0.72
CK72745,HU48348,SIMILAR_LEARNING_STYLE,0.8
CK72745,UU66077,SIMILAR_LEARNING_STYLE,0.87
CK72745,DT65721,SIMILAR_LEARNING_STYLE,0.86
CK72745,GI65613,SIMILAR_LEARNING_STYLE,0.69
CK72745,QK77308,SIMILAR_LEARNING_STYLE,0.8
CK72745,LW80116,SIMILAR_LEARNING_STYLE,0.59
CK72745,QG22242,SIMILAR_LEARNING_STYLE,0.94
CK72745,MN90459,SIMILAR_LEARNING_STYLE,0.71
CK72745,OO07376,SIMILAR_LEARNING_STYLE,0.91
CK72745,RZ03987,SIMILAR_LEARNING_STYLE,0.78
CK72745,YZ21491,SIMILAR_LEARNING_STYLE,0.6
CK72745,FY75087,SIMILAR_LEARNING_STYLE,0.77
CK72745,JE53160,SIMILAR_LEARNING_STYLE,0.74
CK72745,JJ60326,SIMILAR_LEARNING_STYLE,0.94
CK72745,XI97692,SIMILAR_LEARNING_STYLE,0.7
CK72745,BD36365,SIMILAR_LEARNING_STYLE,0.69
CK72745,AC93731,SIMILAR_LEARNING_STYLE,0.82
CK72745,TO97483,SIMILAR_LEARNING_STYLE,0.58
CK72745,TI12363,SIMILAR_LEARNING_STYLE,0.73
CK72745,TS83152,SIMILAR_LEARNING_STYLE,0.8
RZ35866,WG60030,SIMILAR_LEARNING_STYLE,0.68
RZ35866,YL65813,SIMILAR_LEARNING_STYLE,0.6
RZ35866,FY75087,SIMILAR_LEARNING_STYLE,0.87
RZ35866,XB95601,SIMILAR_LEARNING_STYLE,0.65
RZ35866,GM10792,SIMILAR_LEARNING_STYLE,0.69
RZ35866,BY74112,SIMILAR_LEARNING_STYLE,0.72
RZ35866,FU33854,SIMILAR_LEARNING_STYLE,0.81
RZ35866,UU66077,SIMILAR_LEARNING_STYLE,0.72
RZ35866,IT08536,SIMILAR_LEARNING_STYLE,0.58
RZ35866,QB79532,SIMILAR_LEARNING_STYLE,0.57
RZ35866,CU99187,SIMILAR_LEARNING_STYLE,0.63
RZ35866,PI39753,SIMILAR_LEARNING_STYLE,0.76
RZ35866,CY51450,SIMILAR_LEARNING_STYLE,0.66
RZ35866,OO07376,SIMILAR_LEARNING_STYLE,0.76
RZ35866,HY58388,SIMILAR_LEARNING_STYLE,0.78
RZ35866,DT65721,SIMILAR_LEARNING_STYLE,0.66
RZ35866,XO44507,SIMILAR_LEARNING_STYLE,0.82
RZ35866,GQ32569,SIMILAR_LEARNING_STYLE,0.74
RZ35866,PB41726,SIMILAR_LEARNING_STYLE,0.59
RZ35866,KK78622,SIMILAR_LEARNING_STYLE,0.7
UJ39627,WB93965,SIMILAR_LEARNING_STYLE,0.99
UJ39627,AL52206,SIMILAR_LEARNING_STYLE,0.82
UJ39627,BU92698,SIMILAR_LEARNING_STYLE,0.9
UJ39627,IU38472,SIMILAR_LEARNING_STYLE,0.96
UJ39627,IL37355,SIMILAR_LEARNING_STYLE,0.85
UJ39627,QZ14534,SIMILAR_LEARNING_STYLE,0.72
UJ39627,MF18990,SIMILAR_LEARNING_STYLE,0.79
UJ39627,YC47807,SIMILAR_LEARNING_STYLE,0.87
UJ39627,AT58953,SIMILAR_LEARNING_STYLE,0.59
UJ39627,QC89812,SIMILAR_LEARNING_STYLE,0.83
UJ39627,HY15423,SIMILAR_LEARNING_STYLE,0.8
UJ39627,FS86092,SIMILAR_LEARNING_STYLE,0.72
UJ39627,FU63836,SIMILAR_LEARNING_STYLE,0.81
UJ39627,KZ59336,SIMILAR_LEARNING_STYLE,0.71
UJ39627,BH69521,SIMILAR_LEARNING_STYLE,0.7
UJ39627,RQ97671,SIMILAR_LEARNING_STYLE,0.71
UJ39627,NJ55375,SIMILAR_LEARNING_STYLE,0.71
UJ39627,ZB17066,SIMILAR_LEARNING_STYLE,0.79
UJ39627,WQ41021,SIMILAR_LEARNING_STYLE,0.85
OX00259,BY74112,SIMILAR_LEARNING_STYLE,0.95
OX00259,LY65659,SIMILAR_LEARNING_STYLE,0.86
OX00259,YL65813,SIMILAR_LEARNING_STYLE,0.8
OX00259,AE85562,SIMILAR_LEARNING_STYLE,0.65
OX00259,ES64836,SIMILAR_LEARNING_STYLE,0.71
OX00259,RZ35866,SIMILAR_LEARNING_STYLE,0.63
OX00259,QM06211,SIMILAR_LEARNING_STYLE,0.85
OX00259,HY58388,SIMILAR_LEARNING_STYLE,0.6
OX00259,IT08536,SIMILAR_LEARNING_STYLE,0.7
OX00259,AC93731,SIMILAR_LEARNING_STYLE,0.76
OX00259,FR69099,SIMILAR_LEARNING_STYLE,0.86
OX00259,FS13544,SIMILAR_LEARNING_STYLE,0.65
OX00259,SC35149,SIMILAR_LEARNING_STYLE,0.58
OX00259,XN59291,SIMILAR_LEARNING_STYLE,0.9
OX00259,ML05631,SIMILAR_LEARNING_STYLE,0.76
OX00259,GI65613,SIMILAR_LEARNING_STYLE,0.83
OX00259,DT65721,SIMILAR_LEARNING_STYLE,0.72
OX00259,SG38138,SIMILAR_LEARNING_STYLE,0.84
OX00259,CY51450,SIMILAR_LEARNING_STYLE,0.82
OX00259,AJ92700,SIMILAR_LEARNING_STYLE,0.81
XN59291,VP13892,SIMILAR_LEARNING_STYLE,0.71
XN59291,FY75087,SIMILAR_LEARNING_STYLE,0.82
XN59291,QM06211,SIMILAR_LEARNING_STYLE,0.9
XN59291,PP70050,SIMILAR_LEARNING_STYLE,0.8
XN59291,SS69921,SIMILAR_LEARNING_STYLE,0.66
XN59291,QZ03697,SIMILAR_LEARNING_STYLE,0.77
XN59291,AJ92700,SIMILAR_LEARNING_STYLE,0.61
XN59291,XB95601,SIMILAR_LEARNING_STYLE,0.76
XN59291,HY58388,SIMILAR_LEARNING_STYLE,0.66
XN59291,PT39830,SIMILAR_LEARNING_STYLE,0.87
XN59291,PI39753,SIMILAR_LEARNING_STYLE,0.65
XN59291,CR57694,SIMILAR_LEARNING_STYLE,0.71
XN59291,GI65613,SIMILAR_LEARNING_STYLE,0.73
XN59291,YF89998,SIMILAR_LEARNING_STYLE,0.73
XN59291,VQ79337,SIMILAR_LEARNING_STYLE,0.7
XN59291,MN90459,SIMILAR_LEARNING_STYLE,0.65
XN59291,TG23068,SIMILAR_LEARNING_STYLE,0.79
XN59291,LY65659,SIMILAR_LEARNING_STYLE,0.62
XN59291,DT65721,SIMILAR_LEARNING_STYLE,0.64
XN59291,PF08802,SIMILAR_LEARNING_STYLE,0.87
FW93042,WI72953,SIMILAR_LEARNING_STYLE,0.79
FW93042,MT35085,SIMILAR_LEARNING_STYLE,0.82
FW93042,KH69235,SIMILAR_LEARNING_STYLE,0.74
FW93042,DN92985,SIMILAR_LEARNING_STYLE,0.75
FW93042,SB94683,SIMILAR_LEARNING_STYLE,0.71
FW93042,FO42213,SIMILAR_LEARNING_STYLE,0.63
FW93042,SF03975,SIMILAR_LEARNING_STYLE,0.88
FW93042,PU57587,SIMILAR_LEARNING_STYLE,0.91
FW93042,EH32394,SIMILAR_LEARNING_STYLE,0.72
FW93042,VI06593,SIMILAR_LEARNING_STYLE,0.69
FW93042,DW48076,SIMILAR_LEARNING_STYLE,0.71
FW93042,NH77673,SIMILAR_LEARNING_STYLE,0.67
FW93042,XN27764,SIMILAR_LEARNING_STYLE,0.85
FW93042,ZH45186,SIMILAR_LEARNING_STYLE,0.61
FW93042,GZ77459,SIMILAR_LEARNING_STYLE,0.79
FW93042,OQ08093,SIMILAR_LEARNING_STYLE,0.59
FW93042,SD25972,SIMILAR_LEARNING_STYLE,0.63
FW93042,IW41450,SIMILAR_LEARNING_STYLE,0.75
FW93042,CM57292,SIMILAR_LEARNING_STYLE,0.63
FW93042,LF06366,SIMILAR_LEARNING_STYLE,0.59
DW48076,PH95604,SIMILAR_LEARNING_STYLE,0.58
DW48076,RK57915,SIMILAR_LEARNING_STYLE,0.74
DW48076,TO83810,SIMILAR_LEARNING_STYLE,0.83
DW48076,EH57320,SIMILAR_LEARNING_STYLE,0.9
DW48076,NG33669,SIMILAR_LEARNING_STYLE,0.78
DW48076,YX06245,SIMILAR_LEARNING_STYLE,0.69
DW48076,VI06593,SIMILAR_LEARNING_STYLE,0.69
DW48076,EH32394,SIMILAR_LEARNING_STYLE,0.71
DW48076,JH11171,SIMILAR_LEARNING_STYLE,0.85
DW48076,NH76145,SIMILAR_LEARNING_STYLE,0.75
DW48076,WS89200,SIMILAR_LEARNING_STYLE,0.77
DW48076,OQ08093,SIMILAR_LEARNING_STYLE,0.75
DW48076,IW41450,SIMILAR_LEARNING_STYLE,0.67
DW48076,KG31369,SIMILAR_LEARNING_STYLE,0.97
DW48076,SD25972,SIMILAR_LEARNING_STYLE,0.83
DW48076,OB61296,SIMILAR_LEARNING_STYLE,0.83
DW48076,WI72953,SIMILAR_LEARNING_STYLE,0.61
DW48076,DG39697,SIMILAR_LEARNING_STYLE,0.77
DW48076,YD98370,SIMILAR_LEARNING_STYLE,0.73
DW48076,IW07367,SIMILAR_LEARNING_STYLE,0.62
UR13988,GT80247,SIMILAR_LEARNING_STYLE,0.73
UR13988,SJ51484,SIMILAR_LEARNING_STYLE,0.69
UR13988,HL33920,SIMILAR_LEARNING_STYLE,0.72
UR13988,PU04531,SIMILAR_LEARNING_STYLE,0.73
UR13988,PT53375,SIMILAR_LEARNING_STYLE,0.72
UR13988,QI49797,SIMILAR_LEARNING_STYLE,0.62
UR13988,ZG40127,SIMILAR_LEARNING_STYLE,0.64
UR13988,VG44673,SIMILAR_LEARNING_STYLE,0.65
UR13988,NK31822,SIMILAR_LEARNING_STYLE,0.88
UR13988,JU19896,SIMILAR_LEARNING_STYLE,0.7
UR13988,ZD39560,SIMILAR_LEARNING_STYLE,0.86
UR13988,IH16741,SIMILAR_LEARNING_STYLE,0.73
UR13988,DC45364,SIMILAR_LEARNING_STYLE,0.62
UR13988,HI69027,SIMILAR_LEARNING_STYLE,0.88
UR13988,HQ39099,SIMILAR_LEARNING_STYLE,0.72
UR13988,NY16190,SIMILAR_LEARNING_STYLE,0.69
UR13988,ZM86590,SIMILAR_LEARNING_STYLE,0.77
UR13988,AK96622,SIMILAR_LEARNING_STYLE,0.85
UR13988,XA41422,SIMILAR_LEARNING_STYLE,0.87
UR13988,UZ01778,SIMILAR_LEARNING_STYLE,0.72
WE73015,JE79387,SIMILAR_LEARNING_STYLE,0.68
WE73015,HF53129,SIMILAR_LEARNING_STYLE,0.98
WE73015,EM51414,SIMILAR_LEARNING_STYLE,0.7
WE73015,KH81532,SIMILAR_LEARNING_STYLE,0.77
WE73015,ZB72787,SIMILAR_LEARNING_STYLE,0.61
WE73015,KZ59336,SIMILAR_LEARNING_STYLE,0.75
WE73015,QZ14534,SIMILAR_LEARNING_STYLE,0.76
WE73015,KV18230,SIMILAR_LEARNING_STYLE,0.72
WE73015,HN44844,SIMILAR_LEARNING_STYLE,0.84
WE73015,OC97848,SIMILAR_LEARNING_STYLE,0.9
WE73015,VQ81913,SIMILAR_LEARNING_STYLE,0.67
WE73015,XM15226,SIMILAR_LEARNING_STYLE,0.7
WE73015,DK15450,SIMILAR_LEARNING_STYLE,0.58
WE73015,TV02774,SIMILAR_LEARNING_STYLE,0.72
WE73015,JI57714,SIMILAR_LEARNING_STYLE,0.85
WE73015,IQ88011,SIMILAR_LEARNING_STYLE,0.96
WE73015,AL52206,SIMILAR_LEARNING_STYLE,0.84
WE73015,MR93262,SIMILAR_LEARNING_STYLE,0.93
WE73015,LP43423,SIMILAR_LEARNING_STYLE,0.89
WE73015,TT50674,SIMILAR_LEARNING_STYLE,0.89
YD98370,KA28264,SIMILAR_LEARNING_STYLE,0.71
YD98370,EH57320,SIMILAR_LEARNING_STYLE,0.78
YD98370,AX59416,SIMILAR_LEARNING_STYLE,0.78
YD98370,LU34231,SIMILAR_LEARNING_STYLE,0.98
YD98370,NH77673,SIMILAR_LEARNING_STYLE,0.68
YD98370,YG05606,SIMILAR_LEARNING_STYLE,0.9
YD98370,IC43895,SIMILAR_LEARNING_STYLE,0.88
YD98370,TY50210,SIMILAR_LEARNING_STYLE,0.79
YD98370,SE52755,SIMILAR_LEARNING_STYLE,0.84
YD98370,KI59913,SIMILAR_LEARNING_STYLE,0.76
YD98370,PA21106,SIMILAR_LEARNING_STYLE,0.88
YD98370,XN27764,SIMILAR_LEARNING_STYLE,0.73
YD98370,GS17000,SIMILAR_LEARNING_STYLE,0.78
YD98370,WD57286,SIMILAR_LEARNING_STYLE,0.68
YD98370,DB96403,SIMILAR_LEARNING_STYLE,0.78
YD98370,LF06366,SIMILAR_LEARNING_STYLE,0.79
YD98370,DG39697,SIMILAR_LEARNING_STYLE,0.84
YD98370,EC58322,SIMILAR_LEARNING_STYLE,0.88
YD98370,TG98195,SIMILAR_LEARNING_STYLE,0.73
YD98370,PU57587,SIMILAR_LEARNING_STYLE,0.73
BI54280,DD35652,SIMILAR_LEARNING_STYLE,0.7
BI54280,GU63456,SIMILAR_LEARNING_STYLE,0.8
BI54280,VG44673,SIMILAR_LEARNING_STYLE,0.71
BI54280,JP07985,SIMILAR_LEARNING_STYLE,0.7
BI54280,JU08367,SIMILAR_LEARNING_STYLE,0.78
BI54280,LT48382,SIMILAR_LEARNING_STYLE,0.9
BI54280,VW09831,SIMILAR_LEARNING_STYLE,0.91
BI54280,PO25294,SIMILAR_LEARNING_STYLE,0.76
BI54280,JM63799,SIMILAR_LEARNING_STYLE,0.8
BI54280,IL57368,SIMILAR_LEARNING_STYLE,0.84
BI54280,YX25736,SIMILAR_LEARNING_STYLE,0.69
BI54280,YX71432,SIMILAR_LEARNING_STYLE,0.75
BI54280,TR47137,SIMILAR_LEARNING_STYLE,0.74
BI54280,TC12494,SIMILAR_LEARNING_STYLE,0.77
BI54280,VQ15105,SIMILAR_LEARNING_STYLE,0.7
BI54280,OD42541,SIMILAR_LEARNING_STYLE,0.86
BI54280,ZD39560,SIMILAR_LEARNING_STYLE,0.74
BI54280,TW35854,SIMILAR_LEARNING_STYLE,0.87
BI54280,NX90855,SIMILAR_LEARNING_STYLE,0.8
BI54280,AI62046,SIMILAR_LEARNING_STYLE,0.87
MJ94243,DH09821,SIMILAR_LEARNING_STYLE,0.84
MJ94243,WS50710,SIMILAR_LEARNING_STYLE,0.86
MJ94243,GI26278,SIMILAR_LEARNING_STYLE,0.69
MJ94243,UZ01778,SIMILAR_LEARNING_STYLE,0.72
MJ94243,AT04654,SIMILAR_LEARNING_STYLE,0.74
MJ94243,DC45364,SIMILAR_LEARNING_STYLE,0.67
MJ94243,PU04531,SIMILAR_LEARNING_STYLE,0.71
MJ94243,XE46096,SIMILAR_LEARNING_STYLE,0.75
MJ94243,JM63799,SIMILAR_LEARNING_STYLE,0.63
MJ94243,GQ22124,SIMILAR_LEARNING_STYLE,0.65
MJ94243,RX04008,SIMILAR_LEARNING_STYLE,0.73
MJ94243,PT53375,SIMILAR_LEARNING_STYLE,0.7
MJ94243,IZ92462,SIMILAR_LEARNING_STYLE,0.68
MJ94243,SI63142,SIMILAR_LEARNING_STYLE,0.54
MJ94243,ZD39560,SIMILAR_LEARNING_STYLE,0.73
MJ94243,NX90855,SIMILAR_LEARNING_STYLE,0.7
MJ94243,EW62916,SIMILAR_LEARNING_STYLE,0.76
MJ94243,GZ30027,SIMILAR_LEARNING_STYLE,0.83
MJ94243,LW44425,SIMILAR_LEARNING_STYLE,0.63
MJ94243,VQ15105,SIMILAR_LEARNING_STYLE,0.64
HJ69139,EF98425,SIMILAR_LEARNING_STYLE,0.68
HJ69139,MA14273,SIMILAR_LEARNING_STYLE,0.8
HJ69139,NA49258,SIMILAR_LEARNING_STYLE,0.9
HJ69139,ZW77948,SIMILAR_LEARNING_STYLE,0.72
HJ69139,LU76052,SIMILAR_LEARNING_STYLE,0.85
HJ69139,IA87973,SIMILAR_LEARNING_STYLE,0.75
HJ69139,YW20891,SIMILAR_LEARNING_STYLE,0.85
HJ69139,GU63456,SIMILAR_LEARNING_STYLE,0.62
HJ69139,CA37264,SIMILAR_LEARNING_STYLE,0.64
HJ69139,GM34899,SIMILAR_LEARNING_STYLE,0.82
HJ69139,YX25736,SIMILAR_LEARNING_STYLE,0.81
HJ69139,HL33920,SIMILAR_LEARNING_STYLE,0.86
HJ69139,DU51911,SIMILAR_LEARNING_STYLE,0.82
HJ69139,IQ69155,SIMILAR_LEARNING_STYLE,0.89
HJ69139,VW09831,SIMILAR_LEARNING_STYLE,0.87
HJ69139,YO03512,SIMILAR_LEARNING_STYLE,0.56
HJ69139,WF66098,SIMILAR_LEARNING_STYLE,0.88
HJ69139,OD42541,SIMILAR_LEARNING_STYLE,0.75
HJ69139,DQ68356,SIMILAR_LEARNING_STYLE,0.67
HJ69139,TF01851,SIMILAR_LEARNING_STYLE,0.68
DC45364,QA94276,SIMILAR_LEARNING_STYLE,0.87
DC45364,DB17186,SIMILAR_LEARNING_STYLE,0.68
DC45364,QV59162,SIMILAR_LEARNING_STYLE,0.58
DC45364,KG30374,SIMILAR_LEARNING_STYLE,0.82
DC45364,TR47137,SIMILAR_LEARNING_STYLE,0.8
DC45364,EG34830,SIMILAR_LEARNING_STYLE,0.77
DC45364,NZ52188,SIMILAR_LEARNING_STYLE,0.88
DC45364,ZD39560,SIMILAR_LEARNING_STYLE,0.74
DC45364,WW37078,SIMILAR_LEARNING_STYLE,0.57
DC45364,IA41084,SIMILAR_LEARNING_STYLE,0.63
DC45364,VD72923,SIMILAR_LEARNING_STYLE,0.69
DC45364,PE81878,SIMILAR_LEARNING_STYLE,0.66
DC45364,IQ69155,SIMILAR_LEARNING_STYLE,0.76
DC45364,IH16741,SIMILAR_LEARNING_STYLE,0.61
DC45364,CW80287,SIMILAR_LEARNING_STYLE,0.83
DC45364,NY16190,SIMILAR_LEARNING_STYLE,0.8
DC45364,BM31946,SIMILAR_LEARNING_STYLE,0.7
DC45364,NK31822,SIMILAR_LEARNING_STYLE,0.62
DC45364,YX71432,SIMILAR_LEARNING_STYLE,0.83
DC45364,FY05274,SIMILAR_LEARNING_STYLE,0.7
OB61296,RK57915,SIMILAR_LEARNING_STYLE,0.81
OB61296,KJ80599,SIMILAR_LEARNING_STYLE,0.86
OB61296,KA28264,SIMILAR_LEARNING_STYLE,0.58
OB61296,TG98195,SIMILAR_LEARNING_STYLE,0.74
OB61296,CM83030,SIMILAR_LEARNING_STYLE,0.8
OB61296,NH76145,SIMILAR_LEARNING_STYLE,0.99
OB61296,PU57587,SIMILAR_LEARNING_STYLE,0.6
OB61296,FE39595,SIMILAR_LEARNING_STYLE,0.86
OB61296,DO92377,SIMILAR_LEARNING_STYLE,0.8
OB61296,GZ77459,SIMILAR_LEARNING_STYLE,0.72
OB61296,VI06593,SIMILAR_LEARNING_STYLE,0.67
OB61296,HZ97157,SIMILAR_LEARNING_STYLE,0.67
OB61296,AN24593,SIMILAR_LEARNING_STYLE,0.77
OB61296,FS65039,SIMILAR_LEARNING_STYLE,0.9
OB61296,TJ95461,SIMILAR_LEARNING_STYLE,0.76
OB61296,WD57286,SIMILAR_LEARNING_STYLE,0.75
OB61296,KH69235,SIMILAR_LEARNING_STYLE,0.88
OB61296,WV02126,SIMILAR_LEARNING_STYLE,0.87
OB61296,XY09118,SIMILAR_LEARNING_STYLE,0.85
OB61296,OY69684,SIMILAR_LEARNING_STYLE,0.93
TC12494,FM12378,SIMILAR_LEARNING_STYLE,0.85
TC12494,VZ59801,SIMILAR_LEARNING_STYLE,0.84
TC12494,HI69027,SIMILAR_LEARNING_STYLE,0.76
TC12494,DH09821,SIMILAR_LEARNING_STYLE,0.74
TC12494,SC53490,SIMILAR_LEARNING_STYLE,0.75
TC12494,DD35652,SIMILAR_LEARNING_STYLE,0.63
TC12494,ND06932,SIMILAR_LEARNING_STYLE,0.68
TC12494,QQ60031,SIMILAR_LEARNING_STYLE,0.88
TC12494,IG83530,SIMILAR_LEARNING_STYLE,0.66
TC12494,LQ33404,SIMILAR_LEARNING_STYLE,0.65
TC12494,CA64586,SIMILAR_LEARNING_STYLE,0.82
TC12494,HW79751,SIMILAR_LEARNING_STYLE,0.84
TC12494,BT48904,SIMILAR_LEARNING_STYLE,0.86
TC12494,IL57368,SIMILAR_LEARNING_STYLE,0.71
TC12494,BG39832,SIMILAR_LEARNING_STYLE,0.64
TC12494,UE41342,SIMILAR_LEARNING_STYLE,0.74
TC12494,ZO58358,SIMILAR_LEARNING_STYLE,0.79
TC12494,WM98905,SIMILAR_LEARNING_STYLE,0.89
TC12494,HO95108,SIMILAR_LEARNING_STYLE,0.81
KI59913,WU31620,SIMILAR_LEARNING_STYLE,0.71
KI59913,IC43895,SIMILAR_LEARNING_STYLE,0.88
KI59913,IR65653,SIMILAR_LEARNING_STYLE,0.84
KI59913,YO43243,SIMILAR_LEARNING_STYLE,0.84
KI59913,OQ08093,SIMILAR_LEARNING_STYLE,0.85
KI59913,OY69684,SIMILAR_LEARNING_STYLE,0.87
KI59913,LU34231,SIMILAR_LEARNING_STYLE,0.77
KI59913,PI19318,SIMILAR_LEARNING_STYLE,0.73
KI59913,SD25972,SIMILAR_LEARNING_STYLE,0.74
KI59913,KJ80599,SIMILAR_LEARNING_STYLE,0.84
KI59913,WF42383,SIMILAR_LEARNING_STYLE,0.83
KI59913,AN24593,SIMILAR_LEARNING_STYLE,0.76
KI59913,KH26288,SIMILAR_LEARNING_STYLE,0.76
KI59913,YA05268,SIMILAR_LEARNING_STYLE,0.69
KI59913,AX59416,SIMILAR_LEARNING_STYLE,0.9
KI59913,BD62719,SIMILAR_LEARNING_STYLE,0.79
KI59913,DB96403,SIMILAR_LEARNING_STYLE,0.94
KI59913,JT60023,SIMILAR_LEARNING_STYLE,0.75
KI59913,HZ97157,SIMILAR_LEARNING_STYLE,0.7
KI59913,RK57915,SIMILAR_LEARNING_STYLE,0.81
SZ03494,OC97848,SIMILAR_LEARNING_STYLE,0.77
SZ03494,SU37219,SIMILAR_LEARNING_STYLE,0.99
SZ03494,MK60048,SIMILAR_LEARNING_STYLE,0.88
SZ03494,DG79155,SIMILAR_LEARNING_STYLE,0.88
SZ03494,HE65438,SIMILAR_LEARNING_STYLE,0.74
SZ03494,AW60788,SIMILAR_LEARNING_STYLE,0.98
SZ03494,HN60547,SIMILAR_LEARNING_STYLE,0.84
SZ03494,KZ59336,SIMILAR_LEARNING_STYLE,0.8
SZ03494,IU38472,SIMILAR_LEARNING_STYLE,0.86
SZ03494,AW34826,SIMILAR_LEARNING_STYLE,0.82
SZ03494,BU92698,SIMILAR_LEARNING_STYLE,0.97
SZ03494,KX79201,SIMILAR_LEARNING_STYLE,0.72
SZ03494,WE73015,SIMILAR_LEARNING_STYLE,0.95
SZ03494,XR19287,SIMILAR_LEARNING_STYLE,0.7
SZ03494,MF18990,SIMILAR_LEARNING_STYLE,0.7
SZ03494,AE64785,SIMILAR_LEARNING_STYLE,0.89
SZ03494,MU64758,SIMILAR_LEARNING_STYLE,0.72
SZ03494,TT50674,SIMILAR_LEARNING_STYLE,0.94
SZ03494,DQ20127,SIMILAR_LEARNING_STYLE,0.78
SZ03494,BH60325,SIMILAR_LEARNING_STYLE,0.89
NX25227,TV02774,SIMILAR_LEARNING_STYLE,0.84
NX25227,MR93262,SIMILAR_LEARNING_STYLE,0.92
NX25227,XM15226,SIMILAR_LEARNING_STYLE,0.89
NX25227,TT50674,SIMILAR_LEARNING_STYLE,0.82
NX25227,MU64758,SIMILAR_LEARNING_STYLE,0.64
NX25227,RZ25271,SIMILAR_LEARNING_STYLE,0.93
NX25227,FN76576,SIMILAR_LEARNING_STYLE,0.84
NX25227,ZB72787,SIMILAR_LEARNING_STYLE,0.77
NX25227,FU63836,SIMILAR_LEARNING_STYLE,0.87
NX25227,WB93965,SIMILAR_LEARNING_STYLE,0.82
NX25227,JF32745,SIMILAR_LEARNING_STYLE,0.57
NX25227,MF18990,SIMILAR_LEARNING_STYLE,0.76
NX25227,IU80509,SIMILAR_LEARNING_STYLE,0.95
NX25227,HN44844,SIMILAR_LEARNING_STYLE,0.79
NX25227,XR19287,SIMILAR_LEARNING_STYLE,0.82
NX25227,MN68352,SIMILAR_LEARNING_STYLE,0.83
NX25227,ZB17066,SIMILAR_LEARNING_STYLE,0.74
NX25227,YC47807,SIMILAR_LEARNING_STYLE,0.74
NX25227,WZ32012,SIMILAR_LEARNING_STYLE,0.86
VZ59801,SJ51484,SIMILAR_LEARNING_STYLE,0.78
VZ59801,II56552,SIMILAR_LEARNING_STYLE,0.83
VZ59801,QN19688,SIMILAR_LEARNING_STYLE,0.8
VZ59801,XT21265,SIMILAR_LEARNING_STYLE,0.79
VZ59801,LM62974,SIMILAR_LEARNING_STYLE,0.67
VZ59801,CA64586,SIMILAR_LEARNING_STYLE,0.83
VZ59801,AT04654,SIMILAR_LEARNING_STYLE,0.89
VZ59801,TS63551,SIMILAR_LEARNING_STYLE,0.69
VZ59801,BI74524,SIMILAR_LEARNING_STYLE,0.66
VZ59801,XA41422,SIMILAR_LEARNING_STYLE,0.86
VZ59801,ZW77948,SIMILAR_LEARNING_STYLE,0.93
VZ59801,XK65524,SIMILAR_LEARNING_STYLE,0.72
VZ59801,TD41233,SIMILAR_LEARNING_STYLE,0.67
VZ59801,OE02472,SIMILAR_LEARNING_STYLE,0.79
VZ59801,TR47137,SIMILAR_LEARNING_STYLE,0.57
VZ59801,WW37078,SIMILAR_LEARNING_STYLE,0.68
VZ59801,VP24826,SIMILAR_LEARNING_STYLE,0.9
VZ59801,MJ94243,SIMILAR_LEARNING_STYLE,0.56
VZ59801,WF66098,SIMILAR_LEARNING_STYLE,0.59
VZ59801,KZ21179,SIMILAR_LEARNING_STYLE,0.73
XI97692,SG92514,SIMILAR_LEARNING_STYLE,0.85
XI97692,AJ92700,SIMILAR_LEARNING_STYLE,0.82
XI97692,PF08802,SIMILAR_LEARNING_STYLE,0.94
XI97692,TS83152,SIMILAR_LEARNING_STYLE,0.68
XI97692,HU48348,SIMILAR_LEARNING_STYLE,0.86
XI97692,CR57694,SIMILAR_LEARNING_STYLE,0.85
XI97692,JH06745,SIMILAR_LEARNING_STYLE,0.93
XI97692,JJ60326,SIMILAR_LEARNING_STYLE,0.82
XI97692,LY65659,SIMILAR_LEARNING_STYLE,0.73
XI97692,SS69921,SIMILAR_LEARNING_STYLE,0.68
XI97692,DT65721,SIMILAR_LEARNING_STYLE,0.81
XI97692,BY74112,SIMILAR_LEARNING_STYLE,0.85
XI97692,ZP35243,SIMILAR_LEARNING_STYLE,0.83
XI97692,VQ79337,SIMILAR_LEARNING_STYLE,0.81
XI97692,VG91971,SIMILAR_LEARNING_STYLE,0.77
XI97692,EA68520,SIMILAR_LEARNING_STYLE,0.74
XI97692,OC67432,SIMILAR_LEARNING_STYLE,0.71
XI97692,JD80317,SIMILAR_LEARNING_STYLE,0.66
XI97692,WG60030,SIMILAR_LEARNING_STYLE,0.85
XI97692,KK78622,SIMILAR_LEARNING_STYLE,0.67
TD41233,KO53012,SIMILAR_LEARNING_STYLE,0.85
TD41233,NY16190,SIMILAR_LEARNING_STYLE,0.75
TD41233,ZO58358,SIMILAR_LEARNING_STYLE,0.77
