:START_ID(Student),:END_ID(Course),:TYPE,term,grade,difficulty:int,timeSpent:int,instructionMode,enjoyment:boolean
NH76145,BBBB 100-3,COMPLETED,Summer2023,C+,3,7,In-person,false
NH76145,BFFF 100,COMPLETED,Summer2023,B+,3,3,Hybrid,true
NH76145,BFFF 100-4,COMPLETED,Summer2023,B,2,3,In-person,true
NH76145,CSYY 200,COMPLETED,Summer2023,B,3,4,Hybrid,true
NH76145,CSJJ 100,COMPLETED,Fall2023,B+,2,6,In-person,true
NH76145,BKKK 300,COMPLETED,Fall2023,C+,3,7,In-person,false
NH76145,CSMM 100,COMPLETED,Fall2023,A,2,7,In-person,true
NH76145,CSEE 200,COMPLETED,Spring2024,A-,4,7,In-person,true
NH76145,BWWW 200,COMPLETED,Spring2024,B,3,8,In-person,true
NH76145,CSVV 100,COMPLETED,Spring2024,B+,3,5,Hybrid,true
NH76145,BBBB 200-9,COMPLETED,Summer2024,A,3,4,Online,true
ZB31672,CSYY 200-1,COMPLETED,Spring2024,B,2,7,In-person,true
ZB31672,CSOO 100,COMPLETED,Spring2024,B-,4,7,In-person,false
ZB31672,CSAA 200,COMPLETED,Summer2024,B-,3,7,In-person,false
ZB31672,CSNN 100,COMPLETED,Summer2024,B,4,7,Online,true
ZB31672,CSMM 100,COMPLETED,Summer2024,B+,2,5,In-person,true
ZB31672,BMMM 200,COMPLETED,Summer2024,C+,2,5,In-person,false
CW80287,BEEE 200,COMPLETED,Summer2024,D,3,6,In-person,false
NL97742,CSXX 100,COMPLETED,Fall2023,B,3,6,Online,true
NL97742,BLLL 100,COMPLETED,Spring2024,B,3,7,In-person,true
NL97742,BFFF 100-4-1,COMPLETED,Spring2024,A,3,7,In-person,true
NL97742,CSMM 100,COMPLETED,Spring2024,B-,2,7,In-person,false
NL97742,CSKK 200-4,COMPLETED,Summer2024,C,4,7,In-person,false
NL97742,CSVV 100,COMPLETED,Summer2024,F,3,5,Online,false
VG44673,CSYY 200-1,COMPLETED,Fall2023,C,2,6,In-person,false
VG44673,CSOO 100,COMPLETED,Fall2023,C,4,6,In-person,false
VG44673,BBBB 100-3,COMPLETED,Spring2024,A-,3,6,Online,true
VG44673,CSKK 200-4,COMPLETED,Summer2024,W,4,7,In-person,false
VG44673,CSMM 100,COMPLETED,Summer2024,B-,2,6,In-person,false
VG44673,BFFF 100-4-1,COMPLETED,Summer2024,A,3,6,Online,true
VG44673,BFFF 100,COMPLETED,Summer2024,A,3,5,Online,true
VG44673,BMMM 200,COMPLETED,Summer2024,A,2,6,In-person,true
FO42213,BFFF 100,COMPLETED,Summer2023,A-,3,4,Hybrid,true
FO42213,CSVV 100,COMPLETED,Summer2023,B+,3,7,In-person,true
FO42213,BBBB 200-9,COMPLETED,Fall2023,A,3,4,Online,true
FO42213,CSZZ 100,COMPLETED,Fall2023,B+,2,5,In-person,true
FO42213,CSOO 100,COMPLETED,Fall2023,B,4,5,In-person,true
FO42213,BXXX 200,COMPLETED,Fall2023,A,5,9,In-person,false
FO42213,CSYY 200-1,COMPLETED,Fall2023,B,2,8,In-person,true
FO42213,CSAA 200,COMPLETED,Spring2024,B,3,4,In-person,true
FO42213,BQQQ 300,COMPLETED,Spring2024,B+,5,8,In-person,false
FO42213,BBBB 100-3,COMPLETED,Spring2024,B-,3,8,Online,false
FO42213,CSNN 100,COMPLETED,Summer2024,C+,4,8,In-person,false
FO42213,CSMM 100,COMPLETED,Summer2024,A-,2,6,In-person,true
FO42213,BUUU 100,COMPLETED,Summer2024,C+,3,5,Online,false
CB21150,BFFF 100-4,COMPLETED,Fall2022,C,2,3,In-person,false
CB21150,CSYY 200-1,COMPLETED,Fall2022,D+,2,8,In-person,false
CB21150,CSYY 200,COMPLETED,Fall2022,C-,3,4,In-person,false
CB21150,BOOO 200-2,COMPLETED,Spring2023,A-,3,5,In-person,true
CB21150,CSDD 200,COMPLETED,Spring2023,C,3,5,Online,false
CB21150,BFFF 100-4-1,COMPLETED,Summer2023,A,3,7,Hybrid,true
CB21150,BMMM 200,COMPLETED,Summer2023,B,2,8,Online,true
CB21150,CSMM 100,COMPLETED,Summer2023,B,2,7,In-person,true
CB21150,CSVV 100,COMPLETED,Summer2023,D+,3,7,In-person,false
CB21150,CSKK 200-4,COMPLETED,Fall2023,C,4,6,In-person,false
CB21150,CSJJ 100-4,COMPLETED,Spring2024,C,4,8,In-person,false
CB21150,CSEE 200,COMPLETED,Spring2024,C+,4,7,In-person,false
CB21150,BEEE 200,COMPLETED,Spring2024,B+,3,7,In-person,true
CB21150,BBBB 100-3,COMPLETED,Spring2024,A-,3,6,Online,true
CB21150,BUUU 100,COMPLETED,Spring2024,A,3,4,Online,true
CB21150,CSNN 100,COMPLETED,Summer2024,A-,4,8,Online,true
CB21150,BFFF 100,COMPLETED,Summer2024,A-,3,3,In-person,true
CB21150,BQQQ 200,COMPLETED,Summer2024,C,4,5,In-person,false
DG79155,BBBB 100,COMPLETED,Fall2021,B,2,7,In-person,true
DG79155,CSKK 200,COMPLETED,Fall2021,B,4,8,In-person,true
DG79155,CSNN 100,COMPLETED,Fall2021,A,4,7,In-person,true
DG79155,CSJJ 100,COMPLETED,Spring2022,B-,2,6,In-person,false
DG79155,CSDD 200,COMPLETED,Summer2022,B,3,9,In-person,true
DG79155,CSVV 100,COMPLETED,Fall2022,B,3,5,Hybrid,true
DG79155,BMMM 200,COMPLETED,Fall2022,B,2,6,Online,true
DG79155,BFFF 100-4,COMPLETED,Fall2022,A-,2,5,In-person,true
DG79155,CSXX 100,COMPLETED,Spring2023,C,3,4,In-person,false
DG79155,CSZZ 100,COMPLETED,Spring2023,B+,2,4,Online,true
DG79155,BWWW 200,COMPLETED,Spring2023,C,3,8,In-person,false
DG79155,BFFF 100-4-1,COMPLETED,Summer2023,B+,3,7,Online,true
DG79155,BBBB 100-3,COMPLETED,Summer2023,A-,3,5,In-person,true
DG79155,BUUU 100,COMPLETED,Fall2023,A-,3,4,In-person,true
DG79155,CSII 200,COMPLETED,Fall2023,A-,4,6,In-person,true
DG79155,CSYY 200,COMPLETED,Spring2024,A,3,7,In-person,true
DG79155,BFFF 100,COMPLETED,Summer2024,C,3,5,Online,false
DG79155,CSKK 200-4,COMPLETED,Summer2024,A,4,9,In-person,true
DG79155,CSGG 300-8,COMPLETED,Summer2024,A-,2,6,In-person,true
DG79155,CSMM 100,COMPLETED,Summer2024,A,2,6,In-person,true
DM07361,CSZZ 100,COMPLETED,Fall2022,B+,2,4,Hybrid,true
DM07361,CSEE 200,COMPLETED,Fall2022,A-,4,5,In-person,true
DM07361,BMMM 200,COMPLETED,Spring2023,A,2,8,In-person,true
DM07361,BBBB 100-3,COMPLETED,Summer2023,A,3,5,In-person,true
DM07361,BFFF 100,COMPLETED,Summer2023,B+,3,5,In-person,true
DM07361,BXXX 200,COMPLETED,Fall2023,A-,5,8,Hybrid,false
DM07361,BFFF 100-4-1,COMPLETED,Fall2023,B,3,5,In-person,true
DM07361,CSNN 100,COMPLETED,Spring2024,B-,4,6,Online,false
DM07361,CSYY 200-1,COMPLETED,Spring2024,A,2,6,In-person,true
DM07361,CSDD 200,COMPLETED,Summer2024,D+,3,9,Online,false
DM07361,CSKK 200-4,COMPLETED,Summer2024,C,4,5,In-person,false
RZ35866,CSKK 200-4,COMPLETED,Fall2022,C+,4,7,In-person,false
RZ35866,CSZZ 100,COMPLETED,Fall2022,C+,2,5,Online,false
RZ35866,BMMM 200,COMPLETED,Spring2023,B+,2,5,In-person,true
RZ35866,CSYY 200,COMPLETED,Summer2023,A-,3,6,Hybrid,true
RZ35866,BFFF 100-4-1,COMPLETED,Fall2023,A-,3,6,In-person,true
RZ35866,CSMM 100,COMPLETED,Fall2023,A-,2,4,In-person,true
RZ35866,CSJJ 100,COMPLETED,Spring2024,A-,2,5,In-person,true
RZ35866,BOOO 200-2,COMPLETED,Spring2024,B+,3,6,Online,true
RZ35866,CSDD 200,COMPLETED,Summer2024,A-,3,6,In-person,true
UJ39627,BUUU 100,COMPLETED,Summer2022,C+,3,5,In-person,false
UJ39627,BFFF 100-4,COMPLETED,Summer2022,A,2,4,In-person,true
UJ39627,BEEE 200,COMPLETED,Summer2022,B+,3,4,In-person,true
UJ39627,CSYY 200-1,COMPLETED,Fall2022,A-,2,7,In-person,true
UJ39627,BFFF 100-4-1,COMPLETED,Fall2022,B+,3,8,In-person,true
UJ39627,BWWW 200,COMPLETED,Fall2022,B,3,6,In-person,true
UJ39627,BXXX 200,COMPLETED,Spring2023,C-,5,8,Hybrid,false
UJ39627,CSOO 100,COMPLETED,Spring2023,A-,4,7,Online,true
UJ39627,CSJJ 100-4,COMPLETED,Spring2023,B,4,5,In-person,true
UJ39627,BLLL 100,COMPLETED,Spring2023,B+,3,8,In-person,true
UJ39627,CSDD 200,COMPLETED,Summer2023,B+,3,10,In-person,true
UJ39627,BFFF 100,COMPLETED,Summer2023,A,3,5,Online,true
UJ39627,BBBB 200,COMPLETED,Summer2023,D+,4,9,In-person,false
UJ39627,CSKK 200-4,COMPLETED,Summer2023,C+,4,9,In-person,false
UJ39627,CSVV 200,COMPLETED,Fall2023,A,3,5,Hybrid,true
UJ39627,CSNN 100,COMPLETED,Fall2023,A-,4,5,Online,true
UJ39627,BHHH 100,COMPLETED,Fall2023,B+,2,3,In-person,true
UJ39627,BEEE 100,COMPLETED,Spring2024,B+,3,5,In-person,true
UJ39627,CSZZ 100,COMPLETED,Spring2024,B,2,7,Hybrid,true
UJ39627,CSZZ 200,COMPLETED,Spring2024,B-,4,7,Hybrid,false
UJ39627,BBBB 200-9,COMPLETED,Spring2024,C,3,4,In-person,false
UJ39627,BBBB 100-3,COMPLETED,Summer2024,A,3,6,In-person,true
OX00259,BBBB 100-3,COMPLETED,Summer2024,B,3,8,Online,true
XN59291,CSYY 200,COMPLETED,Summer2022,B+,3,5,Online,true
XN59291,BUUU 100,COMPLETED,Summer2022,C+,3,3,In-person,false
XN59291,BNNN 200-7,COMPLETED,Fall2022,C,5,11,In-person,false
XN59291,CSMM 100,COMPLETED,Fall2022,B-,2,6,In-person,false
XN59291,BLLL 100,COMPLETED,Spring2023,B,3,4,In-person,true
XN59291,CSNN 100,COMPLETED,Summer2023,B-,4,5,In-person,false
XN59291,BFFF 100-4-1,COMPLETED,Summer2023,A,3,4,Online,true
XN59291,CSXX 100,COMPLETED,Fall2023,D,3,6,Online,false
XN59291,BOOO 200,COMPLETED,Spring2024,C+,1,6,In-person,false
XN59291,CSGG 300-8,COMPLETED,Spring2024,C+,2,5,In-person,false
XN59291,BFFF 100,COMPLETED,Summer2024,B,3,4,In-person,true
XN59291,BFFF 100-4,COMPLETED,Summer2024,A,2,3,In-person,true
FW93042,CSDD 200,COMPLETED,Fall2022,C-,3,7,Online,false
FW93042,CSVV 100,COMPLETED,Fall2022,B,3,5,In-person,true
FW93042,CSYY 200,COMPLETED,Fall2022,B,3,4,Hybrid,true
FW93042,BXXX 200,COMPLETED,Spring2023,B-,5,12,Hybrid,false
FW93042,CSKK 200-4,COMPLETED,Summer2023,A,4,7,In-person,true
FW93042,BBBB 100-3,COMPLETED,Fall2023,B+,3,5,In-person,true
FW93042,BFFF 100-4,COMPLETED,Spring2024,A,2,4,In-person,true
FW93042,CSJJ 100-4,COMPLETED,Spring2024,A-,4,8,In-person,true
FW93042,BEEE 200,COMPLETED,Summer2024,A-,3,5,In-person,true
FW93042,BFFF 100,COMPLETED,Summer2024,B-,3,5,Hybrid,false
FW93042,BQQQ 200,COMPLETED,Summer2024,C,4,9,In-person,false
UR13988,BEEE 200,COMPLETED,Summer2021,A-,3,4,Online,true
UR13988,BFFF 100-4,COMPLETED,Summer2021,A,2,4,In-person,true
UR13988,CSYY 200,COMPLETED,Summer2021,B-,3,4,In-person,false
UR13988,BBBB 100-3,COMPLETED,Summer2021,A-,3,7,In-person,true
UR13988,CSNN 100,COMPLETED,Summer2021,B+,4,8,In-person,true
UR13988,BQQQ 200,COMPLETED,Fall2021,F,4,6,In-person,false
UR13988,BXXX 200,COMPLETED,Spring2022,B+,5,11,Hybrid,false
UR13988,BBBB 100,COMPLETED,Spring2022,B-,2,6,Hybrid,false
UR13988,CSMM 100,COMPLETED,Summer2022,A-,2,7,In-person,true
UR13988,BFFF 100-4-1,COMPLETED,Summer2022,B-,3,8,Online,false
UR13988,BUUU 100,COMPLETED,Fall2022,A,3,3,In-person,true
UR13988,BWWW 200-2,COMPLETED,Spring2023,B,2,6,In-person,true
UR13988,CSOO 100,COMPLETED,Spring2023,B,4,6,Online,true
UR13988,BOOO 200-2,COMPLETED,Spring2023,B+,3,8,In-person,true
UR13988,CSZZ 100,COMPLETED,Spring2023,A-,2,6,Hybrid,true
UR13988,CSVV 100,COMPLETED,Spring2023,A,3,5,In-person,true
UR13988,CSKK 200-4,COMPLETED,Summer2023,B-,4,9,In-person,false
UR13988,BSSS 100,COMPLETED,Fall2023,W,2,3,Hybrid,false
UR13988,CSRR 300-6-7,COMPLETED,Fall2023,C+,4,8,Online,false
UR13988,CSKK 200,COMPLETED,Fall2023,C+,4,7,In-person,false
UR13988,BMMM 200,COMPLETED,Fall2023,A-,2,5,In-person,true
UR13988,CSCC 300,COMPLETED,Fall2023,C,2,5,Online,false
UR13988,BNNN 200-7,COMPLETED,Spring2024,B,5,7,In-person,false
UR13988,BJJJ 300,COMPLETED,Spring2024,A,2,7,In-person,true
UR13988,CSEE 200,COMPLETED,Spring2024,B+,4,7,In-person,true
UR13988,CSUU 200,COMPLETED,Summer2024,A,3,6,In-person,true
WE73015,CSDD 200,COMPLETED,Summer2021,B,3,7,Online,true
WE73015,CSYY 200-1,COMPLETED,Fall2021,B-,2,5,In-person,false
WE73015,BBBB 100-3,COMPLETED,Fall2021,A-,3,7,In-person,true
WE73015,BWWW 200,COMPLETED,Spring2022,B,3,8,In-person,true
WE73015,BUUU 100,COMPLETED,Spring2022,A,3,5,Online,true
WE73015,BHHH 100,COMPLETED,Spring2022,C+,2,5,In-person,false
WE73015,BFFF 100-4,COMPLETED,Summer2022,D,2,2,In-person,false
WE73015,BEEE 100,COMPLETED,Fall2022,B+,3,6,In-person,true
WE73015,BQQQ 200,COMPLETED,Spring2023,C-,4,5,In-person,false
WE73015,CSYY 200,COMPLETED,Summer2023,D+,3,4,Online,false
WE73015,BMMM 200,COMPLETED,Summer2023,A-,2,6,In-person,true
WE73015,CSMM 100,COMPLETED,Summer2023,C-,2,6,In-person,false
WE73015,BTTT 300,COMPLETED,Fall2023,D,1,4,Hybrid,false
WE73015,BNNN 200-7,COMPLETED,Fall2023,A-,5,12,In-person,false
WE73015,CSJJ 100-4,COMPLETED,Spring2024,A-,4,6,In-person,true
WE73015,BCCC 200,COMPLETED,Spring2024,A-,2,6,In-person,true
WE73015,CSNN 100,COMPLETED,Spring2024,B-,4,5,In-person,false
WE73015,BRRR 300,COMPLETED,Summer2024,B,4,8,Online,true
WE73015,BEEE 300,COMPLETED,Summer2024,A,2,8,In-person,true
MJ94243,CSEE 200,COMPLETED,Fall2021,B+,4,6,In-person,true
MJ94243,BHHH 100,COMPLETED,Spring2022,B-,2,5,Online,false
MJ94243,BFFF 100-4-1,COMPLETED,Summer2022,C-,3,7,Online,false
MJ94243,BUUU 100,COMPLETED,Summer2022,B,3,5,Online,true
MJ94243,BBBB 100-3,COMPLETED,Fall2022,B-,3,8,Online,false
MJ94243,BMMM 200,COMPLETED,Fall2022,B+,2,6,Online,true
MJ94243,BWWW 200-2,COMPLETED,Spring2023,W,2,5,Online,false
MJ94243,CSVV 100,COMPLETED,Summer2023,B-,3,5,Hybrid,false
MJ94243,BQQQ 200,COMPLETED,Summer2023,B+,4,6,In-person,true
MJ94243,BBBB 100,COMPLETED,Fall2023,B,2,6,Hybrid,true
MJ94243,BJJJ 300,COMPLETED,Fall2023,B,2,6,Online,true
MJ94243,CSNN 100,COMPLETED,Spring2024,B,4,8,Online,true
MJ94243,CSMM 100,COMPLETED,Summer2024,B-,2,4,In-person,false
HJ69139,BWWW 200,COMPLETED,Fall2023,A,3,5,In-person,true
HJ69139,CSJJ 100,COMPLETED,Fall2023,A,2,5,Online,true
HJ69139,CSII 200,COMPLETED,Spring2024,B-,4,6,In-person,false
HJ69139,BUUU 100,COMPLETED,Spring2024,D,3,5,In-person,false
HJ69139,BMMM 200,COMPLETED,Spring2024,A,2,5,Online,true
HJ69139,BFFF 100-4,COMPLETED,Spring2024,B-,2,4,In-person,false
HJ69139,BFFF 100,COMPLETED,Spring2024,D+,3,4,In-person,false
HJ69139,CSVV 100,COMPLETED,Summer2024,C,3,6,Hybrid,false
DC45364,BOOO 200-2,COMPLETED,Spring2022,A-,3,7,In-person,true
DC45364,BMMM 200,COMPLETED,Spring2022,A-,2,6,In-person,true
DC45364,CSII 200,COMPLETED,Spring2022,A-,4,6,In-person,true
DC45364,CSYY 200,COMPLETED,Spring2022,A-,3,4,In-person,true
DC45364,BFFF 100,COMPLETED,Summer2022,B-,3,3,Hybrid,false
DC45364,BEEE 200,COMPLETED,Summer2022,A,3,7,In-person,true
DC45364,CSDD 200,COMPLETED,Summer2022,A-,3,5,Online,true
DC45364,CSMM 100,COMPLETED,Summer2022,B+,2,6,In-person,true
DC45364,CSZZ 100,COMPLETED,Fall2022,B-,2,5,In-person,false
DC45364,CSYY 200-1,COMPLETED,Fall2022,B,2,7,In-person,true
DC45364,BBBB 100,COMPLETED,Spring2023,A-,2,6,In-person,true
DC45364,BEEE 100,COMPLETED,Spring2023,B+,3,7,In-person,true
DC45364,BHHH 100,COMPLETED,Spring2023,A,2,4,In-person,true
DC45364,BBBB 200-9,COMPLETED,Summer2023,B,3,4,In-person,true
DC45364,CSNN 100,COMPLETED,Fall2023,C,4,6,In-person,false
DC45364,CSXX 100,COMPLETED,Fall2023,A,3,7,Online,true
DC45364,BSSS 100,COMPLETED,Spring2024,A-,2,2,In-person,true
DC45364,CSGG 300-8,COMPLETED,Spring2024,B+,2,9,Online,true
DC45364,CSJJ 100,COMPLETED,Spring2024,B,2,3,In-person,true
DC45364,BKKK 300,COMPLETED,Spring2024,A,3,7,Hybrid,true
DC45364,BFFF 100-4-1,COMPLETED,Summer2024,A-,3,5,In-person,true
DC45364,CSVV 100,COMPLETED,Summer2024,B+,3,8,Hybrid,true
OB61296,CSYY 200,COMPLETED,Fall2022,C+,3,6,In-person,false
OB61296,CSYY 200-1,COMPLETED,Fall2022,A-,2,8,In-person,true
OB61296,BBBB 100,COMPLETED,Fall2022,B-,2,6,Online,false
OB61296,BLLL 100,COMPLETED,Fall2022,B,3,8,In-person,true
OB61296,CSXX 100,COMPLETED,Fall2022,C+,3,6,Online,false
OB61296,CSII 200,COMPLETED,Spring2023,B+,4,7,In-person,true
OB61296,BBBB 200,COMPLETED,Spring2023,C,4,5,Hybrid,false
OB61296,BBBB 100-3,COMPLETED,Summer2023,C+,3,5,Online,false
OB61296,BSSS 100,COMPLETED,Fall2023,B,2,5,Hybrid,true
OB61296,CSVV 100,COMPLETED,Fall2023,B+,3,6,Hybrid,true
OB61296,BNNN 200,COMPLETED,Fall2023,C+,3,8,Online,false
OB61296,BFFF 100-4-1,COMPLETED,Fall2023,A-,3,8,Hybrid,true
OB61296,BYYY 200,COMPLETED,Spring2024,B-,3,8,In-person,false
OB61296,CSOO 100,COMPLETED,Spring2024,B+,4,7,Online,true
OB61296,BFFF 300-2,COMPLETED,Spring2024,A,2,7,Online,true
OB61296,BFFF 100-4,COMPLETED,Summer2024,A-,2,3,In-person,true
OB61296,CSMM 100,COMPLETED,Summer2024,B-,2,6,In-person,false
OB61296,CSKK 200-4,COMPLETED,Summer2024,A-,4,9,In-person,true
TC12494,CSNN 100,COMPLETED,Spring2024,B,4,8,In-person,true
TC12494,BOOO 200-2,COMPLETED,Spring2024,A,3,8,Online,true
TC12494,BUUU 100,COMPLETED,Spring2024,B+,3,4,In-person,true
TC12494,BFFF 100-4,COMPLETED,Summer2024,A,2,4,In-person,true
TC12494,BEEE 200,COMPLETED,Summer2024,B,3,6,Online,true
TC12494,CSKK 200-4,COMPLETED,Summer2024,A-,4,8,In-person,true
KI59913,CSNN 100,COMPLETED,Summer2024,B-,4,8,In-person,false
SZ03494,CSNN 100,COMPLETED,Summer2024,C-,4,7,Online,false
SZ03494,BFFF 100-4,COMPLETED,Summer2024,B+,2,4,In-person,true
SZ03494,BMMM 200,COMPLETED,Summer2024,B,2,5,Online,true
SZ03494,CSKK 200-4,COMPLETED,Summer2024,C,4,6,In-person,false
NX25227,CSDD 200,COMPLETED,Summer2021,C,3,10,Online,false
NX25227,CSMM 100,COMPLETED,Summer2021,B,2,5,In-person,true
NX25227,BSSS 100,COMPLETED,Fall2021,C,2,3,Hybrid,false
NX25227,CSXX 100,COMPLETED,Spring2022,A,3,5,Online,true
NX25227,BWWW 200,COMPLETED,Spring2022,B+,3,9,In-person,true
NX25227,BUUU 100,COMPLETED,Summer2022,B+,3,6,In-person,true
NX25227,CSGG 300-8,COMPLETED,Fall2022,C-,2,7,In-person,false
NX25227,CSEE 200,COMPLETED,Fall2022,C,4,5,In-person,false
NX25227,BFFF 100-4-1,COMPLETED,Fall2022,B,3,8,Online,true
NX25227,BFFF 100-4,COMPLETED,Fall2022,A,2,3,In-person,true
NX25227,CSVV 100,COMPLETED,Fall2022,B-,3,7,Online,false
NX25227,BJJJ 300,COMPLETED,Spring2023,B,2,5,In-person,true
NX25227,CSNN 100,COMPLETED,Summer2023,A-,4,7,In-person,true
NX25227,CSOO 100,COMPLETED,Fall2023,D+,4,5,In-person,false
NX25227,BHHH 100,COMPLETED,Fall2023,C-,2,5,Online,false
NX25227,BOOO 200-2,COMPLETED,Fall2023,B+,3,9,Online,true
NX25227,CSJJ 100-4,COMPLETED,Spring2024,B+,4,8,In-person,true
NX25227,CSKK 200-4,COMPLETED,Summer2024,A,4,6,In-person,true
NX25227,CSYY 200,COMPLETED,Summer2024,A-,3,5,In-person,true
NX25227,BEEE 200,COMPLETED,Summer2024,B+,3,4,In-person,true
NX25227,BMMM 200,COMPLETED,Summer2024,C-,2,8,Online,false
VZ59801,CSMM 100,COMPLETED,Summer2021,C-,2,5,In-person,false
VZ59801,BMMM 200,COMPLETED,Summer2021,A,2,6,In-person,true
VZ59801,BFFF 100,COMPLETED,Summer2021,B+,3,5,Hybrid,true
VZ59801,BEEE 200,COMPLETED,Summer2021,C,3,4,Online,false
VZ59801,CSII 200,COMPLETED,Fall2021,C+,4,9,In-person,false
VZ59801,CSJJ 100,COMPLETED,Fall2021,A,2,4,In-person,true
VZ59801,CSKK 200-4,COMPLETED,Spring2022,B,4,6,In-person,true
VZ59801,CSKK 200,COMPLETED,Spring2022,B-,4,7,In-person,false
VZ59801,BBBB 100,COMPLETED,Spring2022,A,2,4,In-person,true
VZ59801,BFFF 100-4-1,COMPLETED,Summer2022,A-,3,8,Online,true
VZ59801,CSNN 100,COMPLETED,Summer2022,C-,4,5,In-person,false
VZ59801,CSDD 200,COMPLETED,Summer2022,B+,3,9,Online,true
VZ59801,BUUU 100,COMPLETED,Summer2022,B+,3,4,Online,true
VZ59801,CSRR 300-6-7,COMPLETED,Fall2022,C+,4,11,Hybrid,false
VZ59801,BXXX 200,COMPLETED,Fall2022,B,5,8,In-person,false
VZ59801,BOOO 200-2,COMPLETED,Fall2022,C+,3,10,In-person,false
VZ59801,BWWW 200,COMPLETED,Fall2022,C,3,8,In-person,false
VZ59801,BBBB 100-3,COMPLETED,Fall2022,B-,3,6,In-person,false
VZ59801,BEEE 100,COMPLETED,Spring2023,D+,3,5,Online,false
VZ59801,BBBB 200-9,COMPLETED,Summer2023,B-,3,6,Online,false
VZ59801,CSYY 200,COMPLETED,Summer2023,C+,3,4,Hybrid,false
VZ59801,CSVV 100,COMPLETED,Summer2023,B,3,7,In-person,true
VZ59801,CSRR 400,COMPLETED,Summer2023,A,2,9,Hybrid,true
VZ59801,BQQQ 200,COMPLETED,Summer2023,B+,4,6,In-person,true
VZ59801,BLLL 100,COMPLETED,Fall2023,B-,3,8,In-person,false
VZ59801,BFFF 100-4,COMPLETED,Fall2023,A,2,5,In-person,true
VZ59801,BGGG 300-1,COMPLETED,Spring2024,A,2,5,In-person,true
VZ59801,BUUU 300-4,COMPLETED,Spring2024,D,2,6,Hybrid,false
VZ59801,BCCC 200,COMPLETED,Spring2024,B-,2,5,In-person,false
VZ59801,BBBB 200,COMPLETED,Summer2024,A-,4,6,In-person,true
VZ59801,BPPP 400,COMPLETED,Summer2024,A,2,9,In-person,true
VZ59801,BNNN 200,COMPLETED,Summer2024,B+,3,6,Online,true
XI97692,BMMM 200,COMPLETED,Summer2024,A,2,5,In-person,true
XI97692,CSYY 200,COMPLETED,Summer2024,A,3,6,In-person,true
XI97692,BFFF 100,COMPLETED,Summer2024,A-,3,6,In-person,true
XI97692,CSDD 200,COMPLETED,Summer2024,B+,3,8,Online,true
WD57286,CSMM 100,COMPLETED,Fall2023,A-,2,6,In-person,true
WD57286,CSDD 200,COMPLETED,Spring2024,A,3,6,In-person,true
WD57286,BOOO 200-2,COMPLETED,Spring2024,C,3,5,In-person,false
WD57286,CSZZ 100,COMPLETED,Spring2024,A,2,6,Online,true
WD57286,CSNN 100,COMPLETED,Summer2024,A,4,6,Online,true
WD57286,BFFF 100,COMPLETED,Summer2024,A-,3,6,Hybrid,true
WD57286,BMMM 200,COMPLETED,Summer2024,B-,2,7,In-person,false
WD57286,BFFF 100-4-1,COMPLETED,Summer2024,B,3,6,Online,true
ZF98446,CSZZ 100,COMPLETED,Spring2024,A,2,4,In-person,true
ZF98446,CSKK 200,COMPLETED,Spring2024,B,4,7,In-person,true
ZF98446,CSYY 200,COMPLETED,Spring2024,B+,3,6,Hybrid,true
ZF98446,BEEE 200,COMPLETED,Summer2024,A,3,4,Online,true
ZF98446,CSVV 100,COMPLETED,Summer2024,B+,3,6,In-person,true
ZF98446,BFFF 100-4,COMPLETED,Summer2024,A-,2,3,In-person,true
ZF98446,CSKK 200-4,COMPLETED,Summer2024,A,4,6,In-person,true
FH58150,CSEE 200,COMPLETED,Spring2024,B+,4,8,In-person,true
FH58150,CSJJ 100,COMPLETED,Spring2024,A,2,4,In-person,true
FH58150,BFFF 100-4-1,COMPLETED,Spring2024,B,3,8,Hybrid,true
FH58150,CSYY 200,COMPLETED,Summer2024,B,3,6,Online,true
PO25294,CSYY 200,COMPLETED,Fall2022,B,3,4,Online,true
PO25294,BEEE 200,COMPLETED,Fall2022,B-,3,7,In-person,false
PO25294,CSDD 200,COMPLETED,Spring2023,B-,3,9,Online,false
PO25294,CSOO 100,COMPLETED,Spring2023,B,4,4,Online,true
PO25294,BLLL 100,COMPLETED,Spring2023,B+,3,5,In-person,true
PO25294,CSMM 100,COMPLETED,Summer2023,C+,2,4,In-person,false
PO25294,BFFF 100-4-1,COMPLETED,Summer2023,C-,3,7,In-person,false
PO25294,BUUU 100,COMPLETED,Summer2023,D+,3,4,In-person,false
PO25294,CSVV 100,COMPLETED,Summer2023,C,3,6,Hybrid,false
PO25294,CSAA 200,COMPLETED,Summer2023,B,3,7,In-person,true
PO25294,CSJJ 100-4,COMPLETED,Fall2023,B+,4,7,In-person,true
PO25294,BMMM 200,COMPLETED,Spring2024,D,2,6,In-person,false
PO25294,BNNN 200,COMPLETED,Spring2024,A,3,7,In-person,true
PO25294,CSOO 300-9,COMPLETED,Spring2024,B+,4,6,Hybrid,true
PO25294,CSNN 100,COMPLETED,Spring2024,C,4,5,In-person,false
PO25294,CSVV 200,COMPLETED,Spring2024,D+,3,6,Hybrid,false
PO25294,CSKK 200-4,COMPLETED,Summer2024,A-,4,6,In-person,true
PO25294,BFFF 100-4,COMPLETED,Summer2024,A,2,2,In-person,true
PO25294,CSUU 200,COMPLETED,Summer2024,D+,3,4,Online,false
