:START_ID(Course),:END_ID(Course),:TYPE,similarity:float
CSPP 200,CSZZ 100,SIMILAR_CONTENT,0.44
CSPP 200,CSXX 200,SIMILAR_CONTENT,0.53
CSPP 200,CSBB 200,SIMILAR_CONTENT,0.59
CSPP 200,CSII 200,SIMILAR_CONTENT,0.4
CSPP 200,CSYY 200,SIMILAR_CONTENT,0.55
CSPP 200,CSEE 200,SIMILAR_CONTENT,0.59
CSPP 200,CSVV 200,SIMILAR_CONTENT,0.44
CSPP 200,BXXX 200,SIMILAR_CONTENT,0.31
CSPP 200,BBBB 200,SIMILAR_CONTENT,0.37
CSPP 200,CSJJ 100-4,SIMILAR_CONTENT,0.57
CSNN 100,CSFF 400,SIMILAR_CONTENT,0.74
CSNN 100,CSRR 300-6,SIMILAR_CONTENT,0.14
CSNN 100,CSPP 200,SIMILAR_CONTENT,0.49
CSNN 100,CSRR 400,SIMILAR_CONTENT,0.11
CSNN 100,CSHH 200,SIMILAR_CONTENT,0.33
CSNN 100,CSXX 200,SIMILAR_CONTENT,0.46
CSNN 100,CSSS 100,SIMILAR_CONTENT,0.54
CSNN 100,CSJJ 100-4,SIMILAR_CONTENT,0.57
CSNN 100,CSII 200,SIMILAR_CONTENT,0.4
CSNN 100,CSXX 100,SIMILAR_CONTENT,0.5
CSNN 100,CSQQ 400,SIMILAR_CONTENT,0.46
CSNN 100,CSSS 400,SIMILAR_CONTENT,0.35
CSNN 100,CSDD 200,SIMILAR_CONTENT,0.32
CSAA 300-4,CSKK 200-4,SIMILAR_CONTENT,0.34
CSAA 300-4,CSRR 300,SIMILAR_CONTENT,0.57
CSAA 300-4,CSDD 200,SIMILAR_CONTENT,0.18
CSAA 300-4,CSXX 400,SIMILAR_CONTENT,0.34
CSAA 300-4,CSFF 400,SIMILAR_CONTENT,0.36
CSAA 300-4,CSXX 200,SIMILAR_CONTENT,0.46
CSAA 300-4,CSAA 300-2,SIMILAR_CONTENT,0.49
CSAA 300-4,CSRR 300-6-7,SIMILAR_CONTENT,0.44
CSAA 300-4,CSOO 100,SIMILAR_CONTENT,0.32
CSAA 300-4,CSXX 100,SIMILAR_CONTENT,0.5
CSAA 300-4,CSMM 100,SIMILAR_CONTENT,0.39
CSAA 300-4,CSYY 200,SIMILAR_CONTENT,0.49
CSAA 300-4,CSUU 400,SIMILAR_CONTENT,0.41
CSAA 300-4,CSRR 400,SIMILAR_CONTENT,0.42
CSAA 300-4,CSSS 300,SIMILAR_CONTENT,0.55
CSAA 300-4,CSNN 300,SIMILAR_CONTENT,0.56
CSAA 300-4,CSAA 300,SIMILAR_CONTENT,0.64
CSAA 300-4,CSMM 300,SIMILAR_CONTENT,0.59
CSAA 300-4,CSOO 300-9,SIMILAR_CONTENT,0.43
CSAA 300-4,BQQQ 300,SIMILAR_CONTENT,0.45
CSAA 300-4,BRRR 300,SIMILAR_CONTENT,0.3
CSAA 300-4,BFFF 300,SIMILAR_CONTENT,0.45
CSAA 300-4,BGGG 300,SIMILAR_CONTENT,0.31
CSAA 300-4,BQQQ 300-9,SIMILAR_CONTENT,0.47
CSAA 300-4,BUUU 300-4,SIMILAR_CONTENT,0.42
CSAA 300-4,BSSS 300,SIMILAR_CONTENT,0.48
CSKK 400,CSGG 300-2,SIMILAR_CONTENT,0.25
CSKK 400,CSAA 300,SIMILAR_CONTENT,0.73
CSKK 400,CSII 200,SIMILAR_CONTENT,0.56
CSKK 400,CSPP 200,SIMILAR_CONTENT,0.42
CSKK 400,CSMM 300,SIMILAR_CONTENT,0.34
CSKK 400,CSVV 200,SIMILAR_CONTENT,0.25
CSKK 400,CSSS 300,SIMILAR_CONTENT,0.31
CSKK 400,CSNN 300,SIMILAR_CONTENT,0.33
CSKK 400,CSHH 200,SIMILAR_CONTENT,0.42
CSKK 400,CSKK 200-4,SIMILAR_CONTENT,0.36
CSKK 400,CSOO 100,SIMILAR_CONTENT,0.43
CSKK 400,CSRR 400,SIMILAR_CONTENT,0.59
CSKK 400,CSYY 200-1,SIMILAR_CONTENT,0.38
CSKK 400,CSXX 400,SIMILAR_CONTENT,0.47
CSKK 400,BZZZ 400,SIMILAR_CONTENT,0.36
CSOO 100,CSXX 200,SIMILAR_CONTENT,0.72
CSOO 100,CSRR 300-6-7,SIMILAR_CONTENT,0.8
CSOO 100,CSEE 200,SIMILAR_CONTENT,0.68
CSOO 100,CSXX 400,SIMILAR_CONTENT,0.35
CSOO 100,CSHH 200,SIMILAR_CONTENT,0.3
CSOO 100,CSBB 200,SIMILAR_CONTENT,0.38
CSOO 100,CSAA 300-2,SIMILAR_CONTENT,0.4
CSOO 100,CSXX 100,SIMILAR_CONTENT,0.49
CSOO 100,CSUU 400,SIMILAR_CONTENT,0.44
CSOO 100,CSMM 300,SIMILAR_CONTENT,0.42
CSOO 100,CSOO 300-9,SIMILAR_CONTENT,0.36
CSOO 100,CSGG 300-8,SIMILAR_CONTENT,0.35
CSOO 100,CSSS 100,SIMILAR_CONTENT,0.5
CSOO 100,BFFF 100,SIMILAR_CONTENT,0.46
CSXX 100,CSXX 400,SIMILAR_CONTENT,0.34
CSXX 100,CSFF 400,SIMILAR_CONTENT,0.44
CSXX 100,CSZZ 200,SIMILAR_CONTENT,0.43
CSXX 100,CSRR 300-2,SIMILAR_CONTENT,0.47
CSXX 100,CSNN 100,SIMILAR_CONTENT,0.37
CSXX 100,CSEE 200,SIMILAR_CONTENT,0.4
CSXX 100,CSVV 200,SIMILAR_CONTENT,0.17
CSXX 100,CSPP 200,SIMILAR_CONTENT,0.38
CSXX 100,CSKK 400,SIMILAR_CONTENT,0.33
CSXX 100,CSMM 300,SIMILAR_CONTENT,0.39
CSXX 100,CSYY 200-1,SIMILAR_CONTENT,0.34
CSXX 100,CSZZ 100,SIMILAR_CONTENT,0.53
CSXX 100,CSMM 100,SIMILAR_CONTENT,0.56
CSXX 100,BMMM 100,SIMILAR_CONTENT,0.4
CSXX 100,BLLL 100,SIMILAR_CONTENT,0.37
CSQQ 400,CSGG 300,SIMILAR_CONTENT,0.44
CSQQ 400,CSZZ 200,SIMILAR_CONTENT,0.78
CSQQ 400,CSRR 300,SIMILAR_CONTENT,0.34
CSQQ 400,CSPP 200,SIMILAR_CONTENT,0.43
CSQQ 400,CSDD 200,SIMILAR_CONTENT,0.56
CSQQ 400,CSZZ 100,SIMILAR_CONTENT,0.3
CSQQ 400,CSKK 200,SIMILAR_CONTENT,0.34
CSQQ 400,CSSS 100,SIMILAR_CONTENT,0.34
CSQQ 400,CSYY 200,SIMILAR_CONTENT,0.46
CSQQ 400,CSGG 300-8,SIMILAR_CONTENT,0.44
CSQQ 400,CSSS 400,SIMILAR_CONTENT,0.42
CSMM 100,CSAA 300-2,SIMILAR_CONTENT,0.53
CSMM 100,CSVV 300,SIMILAR_CONTENT,0.51
CSMM 100,CSAA 200,SIMILAR_CONTENT,0.69
CSMM 100,CSKK 200,SIMILAR_CONTENT,0.42
CSMM 100,CSHH 200,SIMILAR_CONTENT,0.33
CSMM 100,CSSS 100,SIMILAR_CONTENT,0.48
CSMM 100,CSOO 100,SIMILAR_CONTENT,0.48
CSMM 100,CSDD 200,SIMILAR_CONTENT,0.3
CSMM 100,CSOO 300-9,SIMILAR_CONTENT,0.34
CSMM 100,BFFF 100-4-1,SIMILAR_CONTENT,0.32
CSCC 300,CSSS 300,SIMILAR_CONTENT,0.36
CSCC 300,CSFF 400,SIMILAR_CONTENT,0.3
CSCC 300,CSGG 300-2,SIMILAR_CONTENT,0.33
CSCC 300,CSZZ 200,SIMILAR_CONTENT,0.47
CSCC 300,CSJJ 100,SIMILAR_CONTENT,0.71
CSCC 300,CSSS 100,SIMILAR_CONTENT,0.43
CSCC 300,CSJJ 100-4,SIMILAR_CONTENT,0.29
CSCC 300,CSKK 400,SIMILAR_CONTENT,0.37
CSCC 300,CSDD 200,SIMILAR_CONTENT,0.6
CSCC 300,CSMM 300,SIMILAR_CONTENT,0.71
CSCC 300,CSUU 200,SIMILAR_CONTENT,0.3
CSCC 300,CSOO 300-9,SIMILAR_CONTENT,0.56
CSCC 300,CSOO 300,SIMILAR_CONTENT,0.58
CSCC 300,CSSS 400,SIMILAR_CONTENT,0.3
CSCC 300,CSVV 200,SIMILAR_CONTENT,0.43
CSCC 300,CSAA 300-2,SIMILAR_CONTENT,0.55
CSCC 300,CSRR 300-6-7,SIMILAR_CONTENT,0.56
CSCC 300,CSAA 300-4,SIMILAR_CONTENT,0.53
CSCC 300,BJJJ 300,SIMILAR_CONTENT,0.43
CSCC 300,BUUU 300,SIMILAR_CONTENT,0.35
CSCC 300,BFFF 300,SIMILAR_CONTENT,0.43
CSCC 300,BTTT 300,SIMILAR_CONTENT,0.43
CSCC 300,CSGG 300,SIMILAR_CONTENT,0.56
CSVV 300,CSNN 300,SIMILAR_CONTENT,0.53
CSVV 300,CSXX 400,SIMILAR_CONTENT,0.34
CSVV 300,CSKK 200-4,SIMILAR_CONTENT,0.31
CSVV 300,CSSS 400,SIMILAR_CONTENT,0.61
CSVV 300,CSGG 300,SIMILAR_CONTENT,0.59
CSVV 300,CSBB 200,SIMILAR_CONTENT,0.43
CSVV 300,CSSS 100,SIMILAR_CONTENT,0.44
CSVV 300,CSAA 300,SIMILAR_CONTENT,0.58
CSVV 300,CSVV 100,SIMILAR_CONTENT,0.31
CSVV 300,CSNN 100,SIMILAR_CONTENT,0.33
CSVV 300,CSXX 100,SIMILAR_CONTENT,0.33
CSVV 300,CSMM 100,SIMILAR_CONTENT,0.45
CSVV 300,CSRR 400,SIMILAR_CONTENT,0.33
CSVV 300,CSOO 300-9,SIMILAR_CONTENT,0.52
CSVV 300,CSZZ 100,SIMILAR_CONTENT,0.38
CSVV 300,CSVV 200,SIMILAR_CONTENT,0.43
CSVV 300,CSGG 300-2,SIMILAR_CONTENT,0.43
CSVV 300,CSRR 300,SIMILAR_CONTENT,0.47
CSVV 300,CSRR 300-6,SIMILAR_CONTENT,0.82
CSVV 300,CSRR 300-6-7,SIMILAR_CONTENT,0.7
CSVV 300,BJJJ 300,SIMILAR_CONTENT,0.37
CSVV 300,BTTT 300,SIMILAR_CONTENT,0.46
CSVV 300,BEEE 300,SIMILAR_CONTENT,0.33
CSVV 300,CSJJ 100-4,SIMILAR_CONTENT,0.5
CSYY 200,CSXX 400,SIMILAR_CONTENT,0.64
CSYY 200,CSGG 300,SIMILAR_CONTENT,0.12
CSYY 200,CSBB 200,SIMILAR_CONTENT,0.69
CSYY 200,CSAA 300-4,SIMILAR_CONTENT,0.43
CSYY 200,CSXX 100,SIMILAR_CONTENT,0.4
CSYY 200,CSXX 200,SIMILAR_CONTENT,0.58
CSYY 200,CSOO 100,SIMILAR_CONTENT,0.47
CSYY 200,CSOO 300,SIMILAR_CONTENT,0.31
CSYY 200,CSSS 400,SIMILAR_CONTENT,0.44
CSYY 200,CSDD 200,SIMILAR_CONTENT,0.57
CSYY 200,CSEE 200,SIMILAR_CONTENT,0.43
CSYY 200,CSGG 300-8,SIMILAR_CONTENT,0.44
CSYY 200,CSYY 200-1,SIMILAR_CONTENT,0.52
CSYY 200,CSKK 200,SIMILAR_CONTENT,0.58
CSYY 200,CSPP 200,SIMILAR_CONTENT,0.51
CSYY 200,BCCC 200,SIMILAR_CONTENT,0.38
CSYY 200,BYYY 200,SIMILAR_CONTENT,0.37
CSYY 200,BNNN 200-7,SIMILAR_CONTENT,0.4
CSKK 300,CSVV 100,SIMILAR_CONTENT,0.72
CSKK 300,CSRR 300-6-7,SIMILAR_CONTENT,0.14
CSKK 300,CSKK 400,SIMILAR_CONTENT,0.73
CSKK 300,CSOO 100,SIMILAR_CONTENT,0.34
CSKK 300,CSXX 100,SIMILAR_CONTENT,0.3
CSKK 300,CSUU 400,SIMILAR_CONTENT,0.34
CSKK 300,CSDD 200,SIMILAR_CONTENT,0.62
CSKK 300,CSGG 300-8,SIMILAR_CONTENT,0.23
CSKK 300,CSAA 200,SIMILAR_CONTENT,0.53
CSKK 300,CSYY 200-1,SIMILAR_CONTENT,0.4
CSKK 300,CSXX 400,SIMILAR_CONTENT,0.49
CSKK 300,CSHH 200,SIMILAR_CONTENT,0.38
CSKK 300,CSGG 300-2,SIMILAR_CONTENT,0.52
CSKK 300,CSRR 300,SIMILAR_CONTENT,0.53
CSKK 300,CSJJ 100,SIMILAR_CONTENT,0.38
CSKK 300,CSSS 100,SIMILAR_CONTENT,0.33
CSKK 300,CSAA 300-4,SIMILAR_CONTENT,0.4
CSKK 300,CSCC 300,SIMILAR_CONTENT,0.46
CSKK 300,CSSS 400,SIMILAR_CONTENT,0.47
CSKK 300,CSGG 300,SIMILAR_CONTENT,0.48
CSKK 300,CSAA 300-2,SIMILAR_CONTENT,0.49
CSKK 300,CSOO 300,SIMILAR_CONTENT,0.54
CSKK 300,BGGG 300,SIMILAR_CONTENT,0.42
CSKK 300,BQQQ 300-9,SIMILAR_CONTENT,0.36
CSOO 300,CSKK 200,SIMILAR_CONTENT,0.23
CSOO 300,CSFF 400,SIMILAR_CONTENT,0.31
CSOO 300,CSGG 400,SIMILAR_CONTENT,0.78
CSOO 300,CSEE 200,SIMILAR_CONTENT,0.25
CSOO 300,CSGG 300-2,SIMILAR_CONTENT,0.49
CSOO 300,CSAA 300,SIMILAR_CONTENT,0.5
CSOO 300,CSRR 300-6-7,SIMILAR_CONTENT,0.46
CSOO 300,CSPP 200,SIMILAR_CONTENT,0.43
CSOO 300,CSMM 100,SIMILAR_CONTENT,0.32
CSOO 300,CSVV 300,SIMILAR_CONTENT,0.59
CSOO 300,CSKK 300,SIMILAR_CONTENT,0.58
CSOO 300,CSAA 200,SIMILAR_CONTENT,0.31
CSOO 300,CSGG 300,SIMILAR_CONTENT,0.47
CSOO 300,CSRR 300,SIMILAR_CONTENT,0.43
CSOO 300,CSNN 300,SIMILAR_CONTENT,0.67
CSOO 300,CSMM 300,SIMILAR_CONTENT,0.58
CSUU 400,CSSS 100,SIMILAR_CONTENT,0.57
CSUU 400,CSAA 300-2,SIMILAR_CONTENT,0.3
CSUU 400,CSPP 200,SIMILAR_CONTENT,0.78
CSUU 400,CSCC 300,SIMILAR_CONTENT,0.52
CSUU 400,CSKK 300,SIMILAR_CONTENT,0.37
CSUU 400,CSMM 300,SIMILAR_CONTENT,0.49
CSUU 400,CSRR 400,SIMILAR_CONTENT,0.4
CSUU 400,CSRR 300,SIMILAR_CONTENT,0.42
CSUU 400,CSRR 300-6-7,SIMILAR_CONTENT,0.69
CSUU 400,CSKK 400,SIMILAR_CONTENT,0.6
CSUU 400,CSOO 100,SIMILAR_CONTENT,0.42
CSUU 400,CSYY 200,SIMILAR_CONTENT,0.43
CSUU 400,CSOO 300,SIMILAR_CONTENT,0.36
CSUU 400,CSSS 400,SIMILAR_CONTENT,0.55
CSUU 400,CSAA 200,SIMILAR_CONTENT,0.4
CSUU 400,CSVV 200,SIMILAR_CONTENT,0.49
CSUU 400,CSGG 400,SIMILAR_CONTENT,0.47
CSUU 400,BDDD 400,SIMILAR_CONTENT,0.49
CSUU 400,CSVV 300,SIMILAR_CONTENT,0.51
CSGG 400,CSXX 400,SIMILAR_CONTENT,0.27
CSGG 400,CSKK 200,SIMILAR_CONTENT,0.25
CSGG 400,CSGG 300-2,SIMILAR_CONTENT,0.33
CSGG 400,CSXX 200,SIMILAR_CONTENT,0.55
CSGG 400,CSVV 100,SIMILAR_CONTENT,0.43
CSGG 400,CSDD 200,SIMILAR_CONTENT,0.15
CSGG 400,CSEE 200,SIMILAR_CONTENT,0.29
CSGG 400,CSYY 200-1,SIMILAR_CONTENT,0.51
CSGG 400,CSGG 300,SIMILAR_CONTENT,0.33
CSGG 400,CSAA 300-2,SIMILAR_CONTENT,0.45
CSGG 400,CSNN 100,SIMILAR_CONTENT,0.37
CSGG 400,CSOO 100,SIMILAR_CONTENT,0.41
CSGG 400,CSCC 300,SIMILAR_CONTENT,0.32
CSGG 400,CSSS 400,SIMILAR_CONTENT,0.53
CSSS 400,CSSS 300,SIMILAR_CONTENT,0.54
CSSS 400,CSKK 200,SIMILAR_CONTENT,0.19
CSSS 400,CSGG 300-2,SIMILAR_CONTENT,0.5
CSSS 400,CSJJ 100,SIMILAR_CONTENT,0.38
CSSS 400,CSAA 300,SIMILAR_CONTENT,0.33
CSSS 400,CSQQ 400,SIMILAR_CONTENT,0.56
CSSS 400,CSMM 100,SIMILAR_CONTENT,0.49
CSSS 400,CSCC 300,SIMILAR_CONTENT,0.42
CSSS 400,CSOO 300-9,SIMILAR_CONTENT,0.36
CSSS 400,CSEE 200,SIMILAR_CONTENT,0.41
CSSS 400,CSFF 400,SIMILAR_CONTENT,0.45
CSSS 400,BZZZ 400-3,SIMILAR_CONTENT,0.38
CSSS 400,BDDD 400,SIMILAR_CONTENT,0.49
CSDD 200,CSAA 300,SIMILAR_CONTENT,0.71
CSDD 200,CSVV 100,SIMILAR_CONTENT,0.33
CSDD 200,CSRR 300-6-7,SIMILAR_CONTENT,0.78
CSDD 200,CSXX 100,SIMILAR_CONTENT,0.68
CSDD 200,CSQQ 400,SIMILAR_CONTENT,0.25
CSDD 200,CSOO 300-9,SIMILAR_CONTENT,0.44
CSDD 200,CSAA 200,SIMILAR_CONTENT,0.41
CSDD 200,CSRR 300-6,SIMILAR_CONTENT,0.38
CSDD 200,CSAA 300-4,SIMILAR_CONTENT,0.41
CSDD 200,CSZZ 100,SIMILAR_CONTENT,0.44
CSDD 200,CSVV 200,SIMILAR_CONTENT,0.46
CSDD 200,BIII 200,SIMILAR_CONTENT,0.46
CSDD 200,BOOO 200,SIMILAR_CONTENT,0.37
CSDD 200,BMMM 200,SIMILAR_CONTENT,0.31
CSDD 200,BBBB 200,SIMILAR_CONTENT,0.42
CSMM 300,CSXX 400,SIMILAR_CONTENT,0.54
CSMM 300,CSKK 200,SIMILAR_CONTENT,0.72
CSMM 300,CSGG 300,SIMILAR_CONTENT,0.43
CSMM 300,CSSS 100,SIMILAR_CONTENT,0.68
CSMM 300,CSYY 200,SIMILAR_CONTENT,0.38
CSMM 300,CSAA 200,SIMILAR_CONTENT,0.27
CSMM 300,CSGG 300-2,SIMILAR_CONTENT,0.47
CSMM 300,CSKK 200-4,SIMILAR_CONTENT,0.47
CSMM 300,CSRR 300,SIMILAR_CONTENT,0.51
CSMM 300,CSXX 200,SIMILAR_CONTENT,0.38
CSMM 300,CSJJ 100-4,SIMILAR_CONTENT,0.4
CSMM 300,CSII 200,SIMILAR_CONTENT,0.45
CSMM 300,CSPP 200,SIMILAR_CONTENT,0.44
CSMM 300,CSQQ 400,SIMILAR_CONTENT,0.33
CSMM 300,CSOO 300,SIMILAR_CONTENT,0.69
CSMM 300,CSUU 400,SIMILAR_CONTENT,0.41
CSMM 300,CSSS 400,SIMILAR_CONTENT,0.46
CSMM 300,CSZZ 100,SIMILAR_CONTENT,0.48
CSMM 300,CSAA 300,SIMILAR_CONTENT,0.43
CSMM 300,BQQQ 300,SIMILAR_CONTENT,0.37
CSMM 300,BUUU 300,SIMILAR_CONTENT,0.32
CSMM 300,BRRR 300,SIMILAR_CONTENT,0.38
CSMM 300,BRRR 300-8,SIMILAR_CONTENT,0.37
CSMM 300,BUUU 300-4,SIMILAR_CONTENT,0.42
CSMM 300,BGGG 300-1,SIMILAR_CONTENT,0.33
CSMM 300,CSRR 300-2,SIMILAR_CONTENT,0.58
CSUU 200,CSGG 300-2,SIMILAR_CONTENT,0.66
CSUU 200,CSKK 200-4,SIMILAR_CONTENT,0.54
CSUU 200,CSRR 300,SIMILAR_CONTENT,0.2
CSUU 200,CSRR 300-6-7,SIMILAR_CONTENT,0.4
CSUU 200,CSNN 100,SIMILAR_CONTENT,0.34
CSUU 200,CSKK 400,SIMILAR_CONTENT,0.52
CSUU 200,CSMM 100,SIMILAR_CONTENT,0.4
CSUU 200,CSKK 200,SIMILAR_CONTENT,0.59
CSUU 200,CSHH 200,SIMILAR_CONTENT,0.54
CSUU 200,CSGG 300,SIMILAR_CONTENT,0.48
CSUU 200,CSSS 100,SIMILAR_CONTENT,0.3
CSUU 200,CSAA 300-2,SIMILAR_CONTENT,0.34
CSUU 200,CSVV 300,SIMILAR_CONTENT,0.3
CSUU 200,CSUU 400,SIMILAR_CONTENT,0.51
CSUU 200,CSRR 400,SIMILAR_CONTENT,0.45
CSUU 200,CSGG 300-8,SIMILAR_CONTENT,0.4
CSUU 200,CSAA 200,SIMILAR_CONTENT,0.55
CSUU 200,BBBB 200-9,SIMILAR_CONTENT,0.39
CSRR 400,CSNN 300,SIMILAR_CONTENT,0.49
CSRR 400,CSKK 200,SIMILAR_CONTENT,0.32
CSRR 400,CSGG 300,SIMILAR_CONTENT,0.34
CSRR 400,CSVV 200,SIMILAR_CONTENT,0.31
CSRR 400,CSXX 400,SIMILAR_CONTENT,0.52
CSRR 400,CSRR 300-6,SIMILAR_CONTENT,0.36
CSRR 400,CSAA 300-2,SIMILAR_CONTENT,0.32
CSRR 400,CSRR 300-2,SIMILAR_CONTENT,0.43
CSRR 400,CSVV 300,SIMILAR_CONTENT,0.35
CSRR 400,CSKK 300,SIMILAR_CONTENT,0.39
CSRR 400,CSOO 300-9,SIMILAR_CONTENT,0.32
CSRR 400,CSUU 400,SIMILAR_CONTENT,0.52
CSRR 400,CSGG 400,SIMILAR_CONTENT,0.44
CSRR 400,CSSS 400,SIMILAR_CONTENT,0.51
CSRR 400,CSKK 400,SIMILAR_CONTENT,0.54
CSRR 400,CSRR 300-6-7,SIMILAR_CONTENT,0.48
CSRR 400,CSUU 200,SIMILAR_CONTENT,0.45
CSOO 300-9,CSHH 200,SIMILAR_CONTENT,0.74
CSOO 300-9,CSAA 300,SIMILAR_CONTENT,0.25
CSOO 300-9,CSAA 300-2,SIMILAR_CONTENT,0.53
CSOO 300-9,CSCC 300,SIMILAR_CONTENT,0.16
CSOO 300-9,CSOO 300,SIMILAR_CONTENT,0.45
CSOO 300-9,CSGG 300-8,SIMILAR_CONTENT,0.51
CSOO 300-9,CSZZ 100,SIMILAR_CONTENT,0.78
CSOO 300-9,CSKK 200,SIMILAR_CONTENT,0.34
CSOO 300-9,CSRR 300,SIMILAR_CONTENT,0.4
CSOO 300-9,CSII 200,SIMILAR_CONTENT,0.45
CSOO 300-9,CSPP 200,SIMILAR_CONTENT,0.44
CSOO 300-9,CSQQ 400,SIMILAR_CONTENT,0.5
CSOO 300-9,CSSS 400,SIMILAR_CONTENT,0.4
CSOO 300-9,CSYY 200-1,SIMILAR_CONTENT,0.41
CSOO 300-9,CSRR 300-6,SIMILAR_CONTENT,0.47
CSOO 300-9,CSKK 300,SIMILAR_CONTENT,0.51
CSOO 300-9,BGGG 300,SIMILAR_CONTENT,0.39
CSOO 300-9,BEEE 300,SIMILAR_CONTENT,0.36
CSOO 300-9,CSMM 300,SIMILAR_CONTENT,0.66
CSEE 200,CSNN 300,SIMILAR_CONTENT,0.1
CSEE 200,CSSS 100,SIMILAR_CONTENT,0.12
CSEE 200,CSPP 200,SIMILAR_CONTENT,0.53
CSEE 200,CSNN 100,SIMILAR_CONTENT,0.44
CSEE 200,CSAA 300-4,SIMILAR_CONTENT,0.35
CSEE 200,CSKK 400,SIMILAR_CONTENT,0.16
CSEE 200,CSXX 100,SIMILAR_CONTENT,0.29
CSEE 200,CSCC 300,SIMILAR_CONTENT,0.36
CSEE 200,CSUU 400,SIMILAR_CONTENT,0.47
CSEE 200,CSSS 400,SIMILAR_CONTENT,0.74
CSEE 200,CSRR 300,SIMILAR_CONTENT,0.41
CSEE 200,CSOO 100,SIMILAR_CONTENT,0.39
CSEE 200,CSKK 300,SIMILAR_CONTENT,0.5
CSEE 200,CSGG 400,SIMILAR_CONTENT,0.37
CSEE 200,CSMM 300,SIMILAR_CONTENT,0.48
CSEE 200,CSUU 200,SIMILAR_CONTENT,0.41
CSEE 200,CSAA 200,SIMILAR_CONTENT,0.48
CSEE 200,BIII 200,SIMILAR_CONTENT,0.42
CSEE 200,BMMM 200,SIMILAR_CONTENT,0.43
CSEE 200,BOOO 200-2,SIMILAR_CONTENT,0.4
CSEE 200,BWWW 200,SIMILAR_CONTENT,0.32
CSGG 300-8,CSSS 300,SIMILAR_CONTENT,0.68
CSGG 300-8,CSAA 300,SIMILAR_CONTENT,0.57
CSGG 300-8,CSAA 300-2,SIMILAR_CONTENT,0.44
CSGG 300-8,CSNN 100,SIMILAR_CONTENT,0.57
CSGG 300-8,CSQQ 400,SIMILAR_CONTENT,0.51
CSGG 300-8,CSRR 400,SIMILAR_CONTENT,0.31
CSGG 300-8,CSFF 400,SIMILAR_CONTENT,0.44
CSGG 300-8,CSBB 200,SIMILAR_CONTENT,0.42
CSGG 300-8,CSOO 100,SIMILAR_CONTENT,0.41
CSGG 300-8,CSVV 300,SIMILAR_CONTENT,0.7
CSGG 300-8,CSUU 400,SIMILAR_CONTENT,0.33
CSGG 300-8,CSGG 400,SIMILAR_CONTENT,0.39
CSGG 300-8,CSRR 300-6-7,SIMILAR_CONTENT,0.45
CSGG 300-8,BUUU 300,SIMILAR_CONTENT,0.36
CSGG 300-8,BTTT 300,SIMILAR_CONTENT,0.33
CSGG 300-8,BRRR 300-8,SIMILAR_CONTENT,0.4
CSGG 300-8,BGGG 300-2,SIMILAR_CONTENT,0.45
CSAA 200,CSHH 200,SIMILAR_CONTENT,0.79
CSAA 200,CSRR 300,SIMILAR_CONTENT,0.29
CSAA 200,CSRR 300-6,SIMILAR_CONTENT,0.79
CSAA 200,CSYY 200,SIMILAR_CONTENT,0.12
CSAA 200,CSOO 300,SIMILAR_CONTENT,0.17
CSAA 200,CSZZ 200,SIMILAR_CONTENT,0.58
CSAA 200,CSAA 300,SIMILAR_CONTENT,0.48
CSAA 200,CSRR 300-6-7,SIMILAR_CONTENT,0.4
CSAA 200,CSII 200,SIMILAR_CONTENT,0.56
CSAA 200,CSQQ 400,SIMILAR_CONTENT,0.33
CSAA 200,CSSS 400,SIMILAR_CONTENT,0.35
CSAA 200,CSMM 300,SIMILAR_CONTENT,0.41
CSAA 200,CSEE 200,SIMILAR_CONTENT,0.41
CSAA 200,CSXX 200,SIMILAR_CONTENT,0.56
CSAA 200,CSPP 200,SIMILAR_CONTENT,0.49
CSAA 200,CSYY 200-1,SIMILAR_CONTENT,0.59
CSAA 200,BQQQ 200,SIMILAR_CONTENT,0.47
CSAA 200,BNNN 200-7,SIMILAR_CONTENT,0.36
CSAA 200,CSXX 400,SIMILAR_CONTENT,0.56
CSYY 200-1,CSKK 200,SIMILAR_CONTENT,0.77
CSYY 200-1,CSBB 200,SIMILAR_CONTENT,0.15
CSYY 200-1,CSKK 400,SIMILAR_CONTENT,0.36
CSYY 200-1,CSCC 300,SIMILAR_CONTENT,0.51
CSYY 200-1,CSGG 300-8,SIMILAR_CONTENT,0.27
CSYY 200-1,CSHH 200,SIMILAR_CONTENT,0.67
CSYY 200-1,CSGG 300-2,SIMILAR_CONTENT,0.35
CSYY 200-1,CSXX 200,SIMILAR_CONTENT,0.45
CSYY 200-1,CSRR 300-2,SIMILAR_CONTENT,0.45
CSYY 200-1,CSKK 300,SIMILAR_CONTENT,0.48
CSYY 200-1,CSUU 200,SIMILAR_CONTENT,0.6
CSYY 200-1,BBBB 200-9,SIMILAR_CONTENT,0.43
CSYY 200-1,CSGG 400,SIMILAR_CONTENT,0.44
CSZZ 100,CSXX 400,SIMILAR_CONTENT,0.42
CSZZ 100,CSKK 200,SIMILAR_CONTENT,0.44
CSZZ 100,CSRR 300,SIMILAR_CONTENT,0.79
CSZZ 100,CSOO 100,SIMILAR_CONTENT,0.43
CSZZ 100,CSJJ 100,SIMILAR_CONTENT,0.53
CSZZ 100,CSAA 300-2,SIMILAR_CONTENT,0.36
CSZZ 100,CSPP 200,SIMILAR_CONTENT,0.44
