:START_ID(Student),:END_ID(Course),:TYPE
HW79751,BBBB 100,ENROLLED_IN
YD32426,BUUU 300-4,ENROLLED_IN
YD32426,CSZZ 100,ENROLLED_IN
YD32426,CSEE 200,ENROLLED_IN
VD72923,CSJJ 100,ENROLLED_IN
VD72923,CSII 200,ENROLLED_IN
VD72923,CSYY 200-1,ENROLLED_IN
WK02572,CSVV 100,ENROLLED_IN
IU38472,BMMM 200,ENROLLED_IN
QY70161,BLLL 100,ENROLLED_IN
QY70161,CSAA 200,ENROLLED_IN
JG25721,BBBB 100-3,ENROLLED_IN
JG25721,CSNN 100,ENROLLED_IN
MN68352,CSEE 200,ENROLLED_IN
MN68352,BBBB 100,ENROLLED_IN
CM83030,BJJJ 300,ENROLLED_IN
TK96237,CSDD 200,ENROLLED_IN
FI40678,CSJJ 100,ENROLLED_IN
CY51450,BBBB 100,ENROLLED_IN
CY51450,CSDD 200,ENROLLED_IN
NZ64391,BBBB 100-3,ENROLLED_IN
NZ64391,CSKK 200,ENROLLED_IN
NZ64391,BFFF 100-4-1,ENROLLED_IN
NZ64391,CSOO 100,ENROLLED_IN
IQ88011,CSCC 300,ENROLLED_IN
UE41342,BFFF 100-4,ENROLLED_IN
DT65721,BWWW 200-2,ENROLLED_IN
DT65721,BJJJ 300,ENROLLED_IN
AL52206,BSSS 100,ENROLLED_IN
CM57292,BSSS 100,ENROLLED_IN
CM57292,CSPP 200,ENROLLED_IN
HY58388,CSOO 100,ENROLLED_IN
HY58388,CSYY 200,ENROLLED_IN
UU66077,CSYY 200-1,ENROLLED_IN
UU66077,BFFF 100-4-1,ENROLLED_IN
UU66077,BOOO 200,ENROLLED_IN
UU66077,CSDD 200,ENROLLED_IN
UU66077,BNNN 200,ENROLLED_IN
HC89216,CSII 200,ENROLLED_IN
HC89216,CSKK 200,ENROLLED_IN
HC89216,BHHH 100,ENROLLED_IN
FE73591,CSXX 100,ENROLLED_IN
FN76576,CSII 200,ENROLLED_IN
LQ33404,CSII 200,ENROLLED_IN
LQ33404,CSJJ 100-4,ENROLLED_IN
SK84059,CSYY 200,ENROLLED_IN
IT08536,BEEE 100,ENROLLED_IN
IT08536,CSJJ 100,ENROLLED_IN
LW80116,BXXX 200,ENROLLED_IN
LW80116,CSOO 100,ENROLLED_IN
LW80116,CSVV 200,ENROLLED_IN
IZ12525,BJJJ 300,ENROLLED_IN
YF89998,CSII 200,ENROLLED_IN
YF89998,BOOO 200-2,ENROLLED_IN
YF89998,CSCC 300,ENROLLED_IN
SK03217,CSVV 200,ENROLLED_IN
SK03217,BOOO 200-2,ENROLLED_IN
SK03217,BFFF 100,ENROLLED_IN
MG74007,CSKK 200-4,ENROLLED_IN
MG74007,BBBB 100-3,ENROLLED_IN
NK31822,BFFF 100-4-1,ENROLLED_IN
VY95555,BEEE 200,ENROLLED_IN
VY95555,BHHH 100,ENROLLED_IN
JB14114,CSMM 100,ENROLLED_IN
OO07376,BBBB 100-3,ENROLLED_IN
OO07376,BFFF 100-4,ENROLLED_IN
ZK56915,BOOO 200-2,ENROLLED_IN
MX60432,BMMM 200,ENROLLED_IN
OL33726,BHHH 100,ENROLLED_IN
OL33726,BFFF 100-4,ENROLLED_IN
WS50710,CSNN 100,ENROLLED_IN
WS50710,BLLL 100,ENROLLED_IN
WS50710,BBBB 100,ENROLLED_IN
UZ31365,BUUU 100,ENROLLED_IN
HN15580,BHHH 100,ENROLLED_IN
WU31620,BFFF 100-4-1,ENROLLED_IN
WU31620,CSXX 100,ENROLLED_IN
FL71387,BFFF 100-4-1,ENROLLED_IN
KA28264,CSCC 300,ENROLLED_IN
QR32776,BQQQ 200,ENROLLED_IN
QR32776,BFFF 100,ENROLLED_IN
QR32776,BJJJ 300,ENROLLED_IN
QN19688,BJJJ 300,ENROLLED_IN
WJ04944,BFFF 100,ENROLLED_IN
WJ04944,CSZZ 100,ENROLLED_IN
ZD39560,CSEE 200,ENROLLED_IN
ZD39560,BFFF 400,ENROLLED_IN
ZD39560,BNNN 200,ENROLLED_IN
ZD39560,BBBB 100,ENROLLED_IN
MQ26631,BUUU 100,ENROLLED_IN
WW37078,BOOO 200-2,ENROLLED_IN
WI72953,CSZZ 200,ENROLLED_IN
QT04543,BHHH 100,ENROLLED_IN
QT04543,CSUU 200,ENROLLED_IN
QT04543,CSYY 200-1,ENROLLED_IN
QT04543,CSXX 100,ENROLLED_IN
KN25150,CSVV 100,ENROLLED_IN
KN25150,BFFF 100-4,ENROLLED_IN
ID88896,CSOO 100,ENROLLED_IN
ID88896,CSPP 200,ENROLLED_IN
ID88896,BEEE 200,ENROLLED_IN
ID88896,BGGG 300-1,ENROLLED_IN
ID88896,BQQQ 300,ENROLLED_IN
BI74524,CSOO 300-9,ENROLLED_IN
ZB17066,BBBB 100,ENROLLED_IN
ZB17066,BHHH 100,ENROLLED_IN
KK78622,CSYY 200-1,ENROLLED_IN
KK78622,BUUU 100,ENROLLED_IN
ZP35243,CSKK 200-4,ENROLLED_IN
XJ93801,BBBB 100,ENROLLED_IN
XJ93801,CSVV 100,ENROLLED_IN
XJ93801,CSKK 200,ENROLLED_IN
XJ93801,CSYY 200,ENROLLED_IN
PE81878,BNNN 200,ENROLLED_IN
PE81878,BCCC 200,ENROLLED_IN
PR16532,CSEE 200,ENROLLED_IN
AK10460,BFFF 100-4,ENROLLED_IN
HO95108,BEEE 100,ENROLLED_IN
HO95108,BWWW 200,ENROLLED_IN
AK53068,CSVV 100,ENROLLED_IN
AK53068,BFFF 100,ENROLLED_IN
AK53068,CSII 200,ENROLLED_IN
OD41035,BWWW 200-2,ENROLLED_IN
OD41035,CSKK 300,ENROLLED_IN
OD41035,CSJJ 100,ENROLLED_IN
FG35902,CSYY 200,ENROLLED_IN
BU92698,BMMM 200,ENROLLED_IN
BU92698,CSDD 200,ENROLLED_IN
BU92698,BFFF 100-4,ENROLLED_IN
AE85562,CSYY 200-1,ENROLLED_IN
VS85013,BSSS 300,ENROLLED_IN
EM51414,BEEE 100,ENROLLED_IN
EM51414,CSEE 200,ENROLLED_IN
EM51414,BKKK 300,ENROLLED_IN
GQ32569,CSZZ 200,ENROLLED_IN
FU63836,BEEE 200,ENROLLED_IN
NB59956,CSVV 100,ENROLLED_IN
NB59956,BEEE 200,ENROLLED_IN
NB59956,CSXX 100,ENROLLED_IN
XT21265,CSKK 200,ENROLLED_IN
XT21265,BJJJ 300,ENROLLED_IN
RE86785,CSKK 200,ENROLLED_IN
LQ71329,CSZZ 100,ENROLLED_IN
LQ71329,CSDD 200,ENROLLED_IN
LQ71329,CSNN 100,ENROLLED_IN
LQ71329,BFFF 100-4,ENROLLED_IN
FX20046,CSYY 200-1,ENROLLED_IN
YO43243,BHHH 100,ENROLLED_IN
OK55448,CSOO 100,ENROLLED_IN
OK55448,BHHH 100,ENROLLED_IN
KJ80599,BXXX 200,ENROLLED_IN
KO53012,BFFF 100,ENROLLED_IN
KO53012,CSKK 200-4,ENROLLED_IN
SX34576,BJJJ 300,ENROLLED_IN
SX34576,CSYY 200-1,ENROLLED_IN
GT80247,CSDD 200,ENROLLED_IN
GT80247,BUUU 100,ENROLLED_IN
GT80247,BSSS 100,ENROLLED_IN
GT80247,CSXX 100,ENROLLED_IN
GT80247,BEEE 100,ENROLLED_IN
KN80663,CSKK 200,ENROLLED_IN
KN80663,CSVV 100,ENROLLED_IN
PU57587,CSYY 200-1,ENROLLED_IN
PU57587,CSAA 300-4,ENROLLED_IN
IU80509,BFFF 100,ENROLLED_IN
IS25553,CSII 200,ENROLLED_IN
IS25553,BXXX 200,ENROLLED_IN
IS25553,BSSS 100,ENROLLED_IN
JR83290,BSSS 300,ENROLLED_IN
JR83290,CSZZ 100,ENROLLED_IN
JR83290,CSCC 300,ENROLLED_IN
KZ21179,BMMM 200,ENROLLED_IN
KZ21179,BFFF 100,ENROLLED_IN
EW62916,BWWW 200,ENROLLED_IN
EW62916,CSJJ 100-4,ENROLLED_IN
EW62916,CSNN 100,ENROLLED_IN
SI63142,CSJJ 100,ENROLLED_IN
SI63142,BFFF 100,ENROLLED_IN
FS13544,BLLL 100,ENROLLED_IN
FS13544,CSOO 100,ENROLLED_IN
QZ14534,CSII 200,ENROLLED_IN
QZ14534,BBBB 100,ENROLLED_IN
VQ81913,CSYY 200-1,ENROLLED_IN
VQ81913,BQQQ 200,ENROLLED_IN
VQ81913,BFFF 100-4-1,ENROLLED_IN
VQ81913,CSMM 100,ENROLLED_IN
VQ81913,CSNN 100,ENROLLED_IN
XG68854,CSRR 300-6-7,ENROLLED_IN
XG68854,CSZZ 100,ENROLLED_IN
XG68854,CSKK 200,ENROLLED_IN
XG68854,BXXX 200,ENROLLED_IN
BJ86542,BJJJ 300,ENROLLED_IN
BJ86542,BQQQ 200,ENROLLED_IN
BJ86542,BFFF 100,ENROLLED_IN
WQ41021,BFFF 100-4-1,ENROLLED_IN
WQ41021,CSJJ 100,ENROLLED_IN
WQ41021,CSYY 200,ENROLLED_IN
TR47137,CSRR 300-6-7,ENROLLED_IN
TR47137,CSVV 100,ENROLLED_IN
DU51911,CSRR 300-2,ENROLLED_IN
JM07791,CSAA 200,ENROLLED_IN
JM07791,BOOO 200-2,ENROLLED_IN
WG60030,BFFF 100,ENROLLED_IN
WG60030,BHHH 100,ENROLLED_IN
WG60030,BEEE 100,ENROLLED_IN
WG60030,CSEE 200,ENROLLED_IN
WG60030,CSVV 100,ENROLLED_IN
IC43895,BFFF 100-4,ENROLLED_IN
MO16135,CSNN 100,ENROLLED_IN
TA41630,BSSS 100,ENROLLED_IN
GM76220,CSZZ 100,ENROLLED_IN
NJ55375,CSMM 100,ENROLLED_IN
NJ55375,CSYY 200-1,ENROLLED_IN
NJ55375,CSKK 200-4,ENROLLED_IN
CR57694,BBBB 200-9,ENROLLED_IN
CR57694,BSSS 100,ENROLLED_IN
VS55317,CSKK 200,ENROLLED_IN
VS55317,BXXX 200,ENROLLED_IN
MQ72273,CSNN 100,ENROLLED_IN
MD67814,BBBB 100,ENROLLED_IN
MD67814,CSZZ 100,ENROLLED_IN
MD67814,BEEE 100,ENROLLED_IN
MD67814,BCCC 200,ENROLLED_IN
WU06122,CSNN 100,ENROLLED_IN
JH06745,BRRR 300,ENROLLED_IN
JH06745,CSXX 100,ENROLLED_IN
JH06745,BFFF 100-4,ENROLLED_IN
JE79387,CSJJ 100,ENROLLED_IN
IJ88204,CSKK 200,ENROLLED_IN
IJ88204,CSEE 200,ENROLLED_IN
WS89200,BCCC 200,ENROLLED_IN
PU04531,CSJJ 100-4,ENROLLED_IN
XY09118,CSYY 200,ENROLLED_IN
VQ15105,CSAA 300-4,ENROLLED_IN
VQ15105,BQQQ 200,ENROLLED_IN
VQ15105,CSKK 200-4,ENROLLED_IN
VQ15105,BEEE 100,ENROLLED_IN
VQ15105,BFFF 100-4-1,ENROLLED_IN
KO34569,CSRR 300-2,ENROLLED_IN
KO34569,BJJJ 300,ENROLLED_IN
KO34569,BYYY 200,ENROLLED_IN
TF01851,CSVV 100,ENROLLED_IN
TF01851,BWWW 200,ENROLLED_IN
EH17730,BXXX 200,ENROLLED_IN
EH17730,BOOO 200-2,ENROLLED_IN
VP24826,BLLL 100,ENROLLED_IN
QL80482,BFFF 100-4,ENROLLED_IN
QL80482,CSNN 100,ENROLLED_IN
KN37201,CSNN 100,ENROLLED_IN
KN37201,BFFF 100,ENROLLED_IN
XA41422,BFFF 100-4-1,ENROLLED_IN
XA41422,CSEE 200,ENROLLED_IN
XA41422,BFFF 100,ENROLLED_IN
XA41422,CSII 200,ENROLLED_IN
DQ20127,BEEE 100,ENROLLED_IN
DQ20127,CSNN 100,ENROLLED_IN
NL09107,CSYY 200-1,ENROLLED_IN
NL09107,CSJJ 100,ENROLLED_IN
NL09107,BEEE 100,ENROLLED_IN
NL09107,CSYY 200,ENROLLED_IN
PA21106,CSXX 100,ENROLLED_IN
AT58953,CSEE 200,ENROLLED_IN
AT58953,BEEE 200,ENROLLED_IN
WB93965,CSOO 100,ENROLLED_IN
WB93965,BFFF 100,ENROLLED_IN
SG92514,CSMM 100,ENROLLED_IN
SG92514,BUUU 100,ENROLLED_IN
EF98425,BFFF 100-4,ENROLLED_IN
EF98425,CSKK 200-4,ENROLLED_IN
EF98425,CSVV 100,ENROLLED_IN
YX71432,BWWW 200-2,ENROLLED_IN
WW47868,CSDD 200,ENROLLED_IN
WW47868,BFFF 100,ENROLLED_IN
XM15226,CSMM 100,ENROLLED_IN
XM15226,BOOO 200,ENROLLED_IN
XM15226,CSYY 200-1,ENROLLED_IN
JU08367,CSZZ 100,ENROLLED_IN
XO44507,CSZZ 200,ENROLLED_IN
XO44507,CSAA 300-4,ENROLLED_IN
XO44507,BNNN 200-7,ENROLLED_IN
DK15450,CSEE 200,ENROLLED_IN
DK15450,BBBB 100-3,ENROLLED_IN
DK15450,CSII 200,ENROLLED_IN
DK15450,BFFF 100-4-1,ENROLLED_IN
WF42383,CSKK 200,ENROLLED_IN
WF42383,BHHH 100,ENROLLED_IN
WF42383,CSDD 200,ENROLLED_IN
WF42383,BEEE 200,ENROLLED_IN
HZ97157,CSII 200,ENROLLED_IN
HZ97157,BXXX 200,ENROLLED_IN
LT48382,BEEE 100,ENROLLED_IN
LT48382,BBBB 100-3,ENROLLED_IN
LT48382,CSKK 200,ENROLLED_IN
LO20555,BFFF 100,ENROLLED_IN
LO20555,CSJJ 100,ENROLLED_IN
PI19318,BSSS 300,ENROLLED_IN
PG60281,BHHH 100,ENROLLED_IN
MW40082,BLLL 100,ENROLLED_IN
MW40082,BOOO 200-2,ENROLLED_IN
MW40082,CSOO 100,ENROLLED_IN
OD42541,CSOO 100,ENROLLED_IN
OD42541,CSGG 300-8,ENROLLED_IN
OD42541,BEEE 100,ENROLLED_IN
GI65613,CSJJ 100-4,ENROLLED_IN
GI65613,BEEE 200,ENROLLED_IN
OQ44840,CSZZ 100,ENROLLED_IN
OQ44840,BSSS 300,ENROLLED_IN
WH04033,BFFF 100-4-1,ENROLLED_IN
UZ01778,CSEE 200,ENROLLED_IN
UZ01778,CSKK 200,ENROLLED_IN
UZ01778,BBBB 100-3,ENROLLED_IN
XN27764,CSOO 100,ENROLLED_IN
AZ61247,BHHH 100,ENROLLED_IN
XK65524,CSZZ 100,ENROLLED_IN
XK65524,CSRR 300-6-7,ENROLLED_IN
FM12378,CSYY 200-1,ENROLLED_IN
VL36938,BUUU 100,ENROLLED_IN
VL36938,CSJJ 100-4,ENROLLED_IN
VL36938,BEEE 100,ENROLLED_IN
ZY75863,BUUU 100,ENROLLED_IN
BT48904,BGGG 300-2,ENROLLED_IN
FY75087,CSYY 200-1,ENROLLED_IN
FY75087,BFFF 100,ENROLLED_IN
TC31207,CSYY 200-1,ENROLLED_IN
TC31207,BWWW 200,ENROLLED_IN
JQ80217,CSNN 100,ENROLLED_IN
JQ80217,BWWW 200,ENROLLED_IN
OC97848,CSXX 100,ENROLLED_IN
OC97848,BFFF 100,ENROLLED_IN
OC97848,CSEE 200,ENROLLED_IN
PF08802,BOOO 200-2,ENROLLED_IN
AA51648,BHHH 100,ENROLLED_IN
AA51648,CSKK 200,ENROLLED_IN
AA51648,CSJJ 100-4,ENROLLED_IN
AA51648,CSKK 200-4,ENROLLED_IN
DN92985,CSEE 200,ENROLLED_IN
OS49291,BFFF 100-4,ENROLLED_IN
OS49291,BBBB 100,ENROLLED_IN
ZE00374,CSXX 100,ENROLLED_IN
ZE00374,BBBB 100-3,ENROLLED_IN
ZE00374,BXXX 200,ENROLLED_IN
UK95090,CSNN 100,ENROLLED_IN
UK95090,BLLL 100,ENROLLED_IN
VG91971,BLLL 100,ENROLLED_IN
SJ78536,BSSS 300,ENROLLED_IN
SJ78536,CSVV 100,ENROLLED_IN
AJ92700,CSEE 200,ENROLLED_IN
AJ92700,BQQQ 300,ENROLLED_IN
JF99029,CSCC 300,ENROLLED_IN
IW41450,BNNN 200-7,ENROLLED_IN
MU64758,BBBB 100,ENROLLED_IN
WB90336,BJJJ 300,ENROLLED_IN
WB90336,CSKK 200,ENROLLED_IN
WB90336,BXXX 200,ENROLLED_IN
AE64785,CSNN 100,ENROLLED_IN
AE64785,CSKK 200,ENROLLED_IN
CG69223,CSCC 300,ENROLLED_IN
CG69223,CSJJ 100-4,ENROLLED_IN
TJ95461,CSMM 100,ENROLLED_IN
TJ95461,CSXX 100,ENROLLED_IN
YL43044,BEEE 100,ENROLLED_IN
YL43044,BUUU 100,ENROLLED_IN
LU76052,CSNN 100,ENROLLED_IN
LU76052,CSEE 200,ENROLLED_IN
LU76052,CSXX 100,ENROLLED_IN
ML24720,BXXX 200,ENROLLED_IN
QZ03697,CSVV 100,ENROLLED_IN
QZ03697,BOOO 200,ENROLLED_IN
ZO58358,BWWW 200,ENROLLED_IN
ZO58358,CSAA 200,ENROLLED_IN
ZO58358,BHHH 100,ENROLLED_IN
QS14806,CSJJ 100,ENROLLED_IN
GM10792,CSMM 100,ENROLLED_IN
GM10792,BOOO 200-2,ENROLLED_IN
HQ39099,BUUU 100,ENROLLED_IN
TP19542,BNNN 200-7,ENROLLED_IN
FS86092,BFFF 100,ENROLLED_IN
FS86092,BHHH 100,ENROLLED_IN
MK29528,BOOO 200-2,ENROLLED_IN
MK29528,CSZZ 100,ENROLLED_IN
KX79201,BNNN 200,ENROLLED_IN
KX79201,BOOO 200,ENROLLED_IN
KX79201,CSEE 200,ENROLLED_IN
KX79201,BFFF 100-4,ENROLLED_IN
KG31369,CSNN 100,ENROLLED_IN
KG31369,BBBB 100,ENROLLED_IN
KG31369,CSMM 100,ENROLLED_IN
KG31369,CSKK 200-4,ENROLLED_IN
ZW77948,CSZZ 100,ENROLLED_IN
ZW77948,CSVV 100,ENROLLED_IN
ZW77948,CSJJ 100-4,ENROLLED_IN
ZW77948,CSEE 200,ENROLLED_IN
ZW77948,BOOO 200-2,ENROLLED_IN
MN90459,BBBB 100-3,ENROLLED_IN
MN90459,BFFF 100,ENROLLED_IN
MN90459,CSGG 300-8,ENROLLED_IN
MN90459,CSVV 100,ENROLLED_IN
TW35854,CSOO 100,ENROLLED_IN
TW35854,BLLL 100,ENROLLED_IN
TW35854,CSNN 100,ENROLLED_IN
TW35854,CSJJ 100-4,ENROLLED_IN
EA68520,CSYY 200,ENROLLED_IN
FE27724,BBBB 100-3,ENROLLED_IN
FE27724,BOOO 200-2,ENROLLED_IN
ZG40127,CSII 200,ENROLLED_IN
HY00945,BEEE 200,ENROLLED_IN
HY00945,BOOO 200-2,ENROLLED_IN
HY00945,BLLL 100,ENROLLED_IN
DD35652,BBBB 200-9,ENROLLED_IN
AI62046,CSZZ 100,ENROLLED_IN
AI62046,BEEE 100,ENROLLED_IN
MA14273,BHHH 100,ENROLLED_IN
MA14273,CSVV 100,ENROLLED_IN
MA14273,BXXX 200,ENROLLED_IN
LY65659,CSKK 200-4,ENROLLED_IN
LY65659,BOOO 200-2,ENROLLED_IN
QI49797,CSEE 200,ENROLLED_IN
QI49797,BHHH 100,ENROLLED_IN
UB62958,BBBB 100-3,ENROLLED_IN
UB62958,BUUU 100,ENROLLED_IN
VP13892,CSXX 100,ENROLLED_IN
VP13892,BHHH 100,ENROLLED_IN
VP13892,BFFF 100-4,ENROLLED_IN
IS84479,CSJJ 100-4,ENROLLED_IN
IS84479,CSCC 300,ENROLLED_IN
IS84479,BJJJ 300,ENROLLED_IN
IO58156,BLLL 100,ENROLLED_IN
IO58156,CSVV 100,ENROLLED_IN
IO58156,BXXX 200,ENROLLED_IN
DI09528,CSXX 100,ENROLLED_IN
DI09528,CSDD 200,ENROLLED_IN
